,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
0,0.022,110662400000.0,0.0,0.1507349,-9.519763,13.72977,1080892000.0,0.4210705,-27.15581,5.840332,54.11351611935491
100,0.244,196788600000.0,0.0,0.1464153,-55.2246,10.53118,2407053000.0,0.3481613,-14.21327,0.1196783,50.70131104409791
200,0.313,540754300000.0,0.0,0.3090984,128.3874,7.099533,16264460000.0,0.4002681,91.64147,0.237526,80.52551527603123
300,0.362,610942000000.0,0.0,0.1208992,-123.8424,9.597915,20516620000.0,0.5346808,-165.6554,0.08154966,129.55762513880725
400,0.405,271643900000.0,0.0,0.1094838,81.16364,8.624762,5697645000.0,0.4297219,44.10165,0.07450598,72.27531157539131
500,0.441,125603000000.0,0.0,0.3328796,74.53541,12.18791,831857500.0,0.4348138,41.23439,0.1279896,43.80655042799382
600,0.471,550807700000.0,0.0,0.1364947,120.3246,7.970765,19859680000.0,0.2399604,120.6234,0.06789648,128.22893881101731
700,0.501,157761100000.0,0.0,0.3409397,130.2962,12.22473,1264598000.0,0.3010535,156.3463,0.1201725,48.45269468277673
800,0.527,1142878000000.0,0.0,0.2238752,161.341,11.64189,55414800000.0,0.6152845,151.8243,0.1721899,145.79408359872426
900,0.553,200447200000.0,0.0,0.188064,-26.39546,4.743496,2698002000.0,0.3213006,-21.96351,0.1156985,42.50475832306456
1000,0.576,3548134000000.0,0.0,0.3829286,72.05911,6.484948,87221260000.0,0.4837437,46.38458,0.1061987,204.3720453546389
1100,0.598,390840900000.0,0.0,0.3327949,-27.61349,10.31306,7331756000.0,0.2904603,-44.95172,0.0833563,76.95917417171404
1200,0.62,107398900000.0,0.0,0.1453498,-83.18262,8.982142,643832500.0,0.3072729,-74.43688,0.2399265,46.08984219694749
1300,0.641,124451500000.0,0.0,0.3286472,-147.7889,6.14391,699876500.0,0.350004,-118.0892,0.1464739,35.3101399403304
1400,0.66,164059000000.0,0.0,0.01366404,-71.5389,8.161932,1233441000.0,0.4299707,-96.98237,0.085224,41.377727560523184
1500,0.679,128825000000.0,0.0,0.1221728,26.69113,7.025229,706034700.0,0.7627121,42.53853,0.09865552,35.34214682063202
1600,0.697,944060900000.0,0.0,0.007252622,-100.8947,3.069737,34380590000.0,0.2869702,-112.7513,0.08448854,135.9505754863702
1700,0.716,108642600000.0,0.0,0.1697013,3.692484,5.395955,407458600.0,0.4584517,-48.26178,0.1121512,30.08220793427796
1800,0.732,732824500000.0,0.0,0.2953679,166.3067,9.502276,22981230000.0,0.8991547,226.2263,0.1456284,103.32442095654334
1900,0.749,137404200000.0,0.0,0.3580205,95.83779,4.407177,421618600.0,0.1576385,127.7211,0.1188829,29.43806885294001
2000,0.765,516416400000.0,0.0,0.4977757,122.247,7.572108,17768070000.0,0.1646521,127.6121,0.04912861,127.851230286198
2100,0.781,781627800000.0,0.0,0.2844398,-124.3118,4.397104,24309010000.0,0.0385139,-175.3923,0.0879243,112.60971200352832
2200,0.797,335737600000.0,0.0,0.2708292,67.3463,9.892014,6768693000.0,0.2104339,42.11377,0.08272715,73.88728467502727
2300,0.812,1078947000000.0,0.0,0.1801271,177.0285,6.135263,42610230000.0,0.1965581,147.3086,0.02775246,253.7284425940265
2400,0.827,103038600000.0,0.0,0.2106734,-134.0544,3.723069,655999500.0,0.3519236,-122.3356,0.0760285,27.42515082423355
2500,0.841,349140300000.0,0.0,0.07316311,155.468,5.195582,5579930000.0,0.09879082,132.1756,0.1684246,56.31480910635163
2600,0.855,183653800000.0,0.0,0.3793406,164.5709,4.50786,1390921000.0,0.1840722,52.94833,0.07809469,36.96990178405975
2700,0.87,101859100000.0,0.0,0.02988067,-147.286,13.30098,467557200.0,0.04606393,-176.0611,0.07987797,46.168705492875134
2800,0.884,138995300000.0,0.0,0.1475041,3.619374,6.77378,712723200.0,0.6252992,8.111102,0.187444,44.8237466493407
2900,0.897,3556313000000.0,0.0,0.1861752,72.84916,5.265376,69244430000.0,0.1404291,76.19481,0.04753896,244.97375571139656
3000,0.911,148593600000.0,0.0,0.4534484,-46.85858,10.90592,548169400.0,0.4837566,-35.74009,0.1274478,52.00127681958947
3100,0.924,195884500000.0,0.0,0.1545205,122.3492,6.859882,1340417000.0,0.1596106,177.0956,0.1411321,47.11401035369598
3200,0.937,772680600000.0,0.0,0.4299859,-84.91415,4.192735,21028740000.0,0.3488906,-89.37833,0.3135218,79.01543381392091
3300,0.95,294442200000.0,0.0,0.2059136,-117.9893,3.809198,3818329000.0,0.06787856,-108.7353,0.09632114,49.079996323104496
3400,0.963,127643900000.0,0.0,0.5159049,-19.09273,11.62608,487393000.0,0.5750188,-70.71595,0.1099658,50.847713626924765
3500,0.976,151008000000.0,0.0,0.3307534,40.12524,6.145212,561956800.0,0.2801378,50.53897,0.1321358,40.33779698907192
3600,0.988,199526200000.0,0.0,0.5389887,-81.87069,6.745767,1403987000.0,0.4317457,-77.82564,0.2218547,53.87090614738136
3700,1.0,4139997000000.0,0.0,0.200607,-107.8729,7.149236,81570970000.0,0.2520306,-139.6896,0.1562507,167.0721362831247
3800,1.013,316227800000.0,0.0,0.0129516,-74.15079,4.459337,4466035000.0,0.523848,-68.99754,0.06105348,59.79980992807282
3900,1.025,233883700000.0,0.0,0.3659148,-96.73736,11.82037,1908628000.0,0.1780005,-114.6828,0.1715464,70.27061745325744
4000,1.037,169824400000.0,0.0,0.184639,122.1807,6.316697,816558200.0,0.3848487,166.7035,0.1198332,42.53282987528342
4100,1.049,396278000000.0,0.0,0.3629117,-29.26943,5.94922,5137774000.0,0.3809181,-4.70029,0.04584134,72.26396475289776
4200,1.061,164816200000.0,0.0,0.1766726,116.2811,6.181261,778506500.0,0.300123,176.8074,0.1351849,43.45758642877136
4300,1.072,298538300000.0,0.0,0.38014,-12.4797,11.21351,3612500000.0,0.1082416,-44.09766,0.04592426,69.79086170789783
4400,1.084,506990700000.0,0.0,0.1813946,89.78664,7.637076,7659673000.0,0.4180967,89.96155,0.0867177,76.03509144751453
4500,1.097,105681800000.0,0.0,0.05410592,-152.7432,6.847056,320894900.0,0.4806859,-245.9918,0.1318476,40.63597541515911
4600,1.108,251767700000.0,0.0,0.4336165,-25.64445,8.229519,2037071000.0,0.1416836,-16.18366,0.02271412,63.82842146408687
4700,1.12,301995200000.0,0.0,0.1917276,99.69428,7.555388,3118388000.0,0.2051734,51.13791,0.118321,59.54139396870851
4800,1.131,1640590000000.0,0.0,0.2949266,-116.9174,9.016655,44275010000.0,0.2215406,-89.18299,0.2489444,133.49912218037738
4900,1.143,125603000000.0,0.0,0.3109076,146.6534,9.701006,521355900.0,0.4328631,151.1352,0.03731567,38.82060398001621
5000,1.154,229086800000.0,0.0,0.202068,-29.99197,3.972965,1236293000.0,0.3704674,-16.34382,0.05697951,37.80321361734811
5100,1.165,334195000000.0,0.0,0.2642749,-161.0865,3.423987,3302024000.0,0.3351724,-166.7403,0.08749173,48.046384391202416
5200,1.176,258226000000.0,0.0,0.02597195,76.34921,4.15217,1982573000.0,0.2640298,153.4996,0.06708015,43.61920523732771
5300,1.187,414954000000.0,0.0,0.1395198,-169.3168,5.019381,7120717000.0,0.5168788,-196.4999,0.03117924,96.06334192706112
5400,1.198,770903500000.0,0.0,0.1843871,-102.7688,1.08049,20711280000.0,0.3963817,-80.96577,0.03126721,158.77712017485476
5500,1.21,115611200000.0,0.0,0.4086295,-62.44574,2.467885,505484900.0,0.5923328,-79.07616,0.05323222,25.312377780288493
5600,1.221,138038400000.0,0.0,0.3950784,-43.70633,5.673201,695805300.0,0.2803389,-57.09658,0.08311307,37.54196381678152
5700,1.232,104954200000.0,0.0,0.06692549,82.58894,5.305976,499881800.0,0.3752922,75.51914,0.1286221,37.91462768378126
5800,1.242,282488000000.0,0.0,0.2165678,-160.5979,6.698737,2037240000.0,0.3081863,-199.4455,0.1099023,54.13316116206804
5900,1.253,244343100000.0,0.0,0.2109798,-65.40988,8.907132,1634635000.0,0.4338296,-143.6592,0.07260036,54.65833623588737
6000,1.264,144211500000.0,0.0,0.3566259,165.1809,7.026705,619452300.0,0.09381935,192.0172,0.1238609,46.56576945541271
6100,1.274,356451100000.0,0.0,0.3573981,138.448,7.990116,4005658000.0,0.58762,180.1973,0.06950335,65.52542227466195
6200,1.284,1032761000000.0,0.0,0.1545681,64.40289,4.364478,24732210000.0,0.3186029,38.81733,0.1151272,102.332424378829
6300,1.295,152756600000.0,0.0,0.2652352,-123.9389,4.033898,745780600.0,0.4889078,-86.04979,0.08466762,34.20556553571685
6400,1.306,136144500000.0,0.0,0.3274225,-132.6006,7.010106,615201900.0,0.2999284,-110.0731,0.1102834,45.09507560607181
6500,1.316,529663400000.0,0.0,0.2229653,-103.2947,7.451525,7251183000.0,0.2964998,-109.0565,0.02710341,105.00300227383352
6600,1.327,258821300000.0,0.0,0.4758737,-94.94059,6.702619,1987078000.0,0.3719808,-43.84391,0.1292128,56.29064031553355
6700,1.338,114287800000.0,0.0,0.231992,65.74177,6.807178,277070800.0,0.3797211,160.6932,0.1196667,43.188519312709495
6800,1.348,496592300000.0,0.0,0.4104093,-121.5143,5.900641,7418961000.0,0.1968981,-119.8524,0.125465,71.50548040612618
6900,1.359,184926900000.0,0.0,0.1672165,48.67241,4.452997,811575400.0,0.1432083,21.88242,0.1067162,39.52487103409838
7000,1.37,210862800000.0,0.0,0.1852096,-2.915689,5.302036,1323176000.0,0.3063853,5.763391,0.1009176,45.327222552049726
7100,1.38,749894200000.0,0.0,0.02764932,-178.0491,3.690486,16259700000.0,0.01060998,-148.5935,0.0806248,94.34895149173532
7200,1.391,121618600000.0,0.0,0.0636845,0.822662,5.853412,427609800.0,0.03054458,46.61781,0.05525773,34.052343278892835
7300,1.401,377572200000.0,0.0,0.1540824,-154.2625,5.20395,3365496000.0,0.5712222,-131.3816,0.1367112,58.63478607067277
7400,1.412,112201800000.0,0.0,0.3469133,20.5303,8.3332,304142200.0,0.1205619,59.91091,0.1008886,46.45733402475896
7500,1.422,189234400000.0,0.0,0.213046,56.38127,7.06054,876025000.0,0.1833286,90.33466,0.04430323,42.75116521713646
7600,1.432,329609700000.0,0.0,0.4091769,-11.35698,3.816397,2574671000.0,0.7313979,0.08993162,0.06148381,49.319423184115486
7700,1.442,783429600000.0,0.0,0.3378754,165.8854,7.018928,16320340000.0,0.3966531,182.1107,0.09057365,100.7986535865596
7800,1.453,148936100000.0,0.0,0.4613455,110.7325,7.636767,576665800.0,0.5243942,103.1749,0.1198716,51.11186522366974
7900,1.463,111429500000.0,0.0,0.3543921,-55.20189,4.054045,424722500.0,0.2144526,-23.99048,0.06285908,30.08824225495659
8000,1.473,164059000000.0,0.0,0.02291373,110.3108,5.623022,915614600.0,0.2372075,156.3429,0.1232049,46.50312215923301
8100,1.483,222331000000.0,0.0,0.1132638,-108.7061,3.34423,1394747000.0,0.5553571,-124.1344,0.1149979,40.42874382888077
8200,1.494,111686300000.0,0.0,0.05522527,30.26393,4.347999,426344800.0,0.4276702,60.65856,0.08519527,33.43496584979784
8300,1.504,227509700000.0,0.0,0.2973674,56.56713,3.916586,1138518000.0,0.129019,34.99563,0.1253102,43.178336636346806
8400,1.514,158854700000.0,0.0,0.1974232,-7.961524,8.675533,645109000.0,0.4994948,-21.05575,0.09037992,52.10344166686264
8500,1.524,188364900000.0,0.0,0.2786678,-91.03404,5.035914,1220352000.0,0.5094414,-69.70189,0.07172962,42.59776889381364
8600,1.534,178648800000.0,0.0,0.4247561,-139.4967,5.469868,916023300.0,0.3713289,-127.8211,0.07611523,42.34244239138474
8700,1.544,891250900000.0,0.0,0.1863362,-8.316816,4.268802,22170930000.0,0.4302078,20.95802,0.04363712,141.19005075770175
8800,1.555,183231400000.0,0.0,0.3210813,45.57121,6.808435,907010600.0,0.3866333,-33.18433,0.06531459,45.59987771220247
8900,1.565,147570700000.0,0.0,0.1014377,-98.21487,5.608782,497853900.0,0.2268393,-90.55668,0.1277619,45.850799007497606
9000,1.575,342767800000.0,0.0,0.1452881,-0.4417026,2.733182,1693974000.0,0.1657546,-20.57162,0.1595728,44.801140512587125
9100,1.585,274789400000.0,0.0,0.3031243,133.9459,2.859552,1903702000.0,0.4101984,142.4136,0.06888616,42.05415012658041
9200,1.595,158854700000.0,0.0,0.2148812,-67.47101,5.921849,982142700.0,0.6114111,-122.0806,0.1299167,49.82630640822443
9300,1.605,158124800000.0,0.0,0.03207699,-101.5242,3.928413,572066200.0,0.198546,-178.9859,0.2003155,46.06524018009651
9400,1.615,183231400000.0,0.0,0.08329797,-15.22441,5.166626,791283300.0,0.4093543,-25.47553,0.04889455,38.98115437056931
9500,1.625,123026900000.0,0.0,0.3525393,129.995,8.20379,251965900.0,0.0549775,92.80594,0.06755914,43.77996085269936
9600,1.635,125603000000.0,0.0,0.4972814,145.2335,5.829334,503686300.0,0.1548362,146.8946,0.1255921,45.901458069321855
9700,1.645,148251800000.0,0.0,0.5792833,-102.4815,3.972065,579685000.0,0.509345,-78.11953,0.04832013,32.87918974043818
9800,1.655,156675100000.0,0.0,0.1739476,-145.829,5.788123,798147500.0,0.3048329,-112.2021,0.116719,47.96491797911151
9900,1.666,126182800000.0,0.0,0.1943523,-124.8809,6.743766,361140900.0,0.4846877,-126.1406,0.074543,42.0092083431442
10000,1.675,2328091000000.0,0.0,0.2554748,69.60742,4.268869,44340290000.0,0.07805796,76.32272,0.03905077,208.83446786620047
10100,1.685,150314200000.0,0.0,0.4280862,-118.0907,4.744521,567728200.0,0.322224,-142.2933,0.05841983,36.12157911548014
10200,1.695,144544000000.0,0.0,0.2038368,-55.17191,5.897303,617817900.0,0.6291874,-46.5766,0.07116128,41.617487458139344
10300,1.705,264240900000.0,0.0,0.3253184,-56.02635,7.318317,1894381000.0,0.2331354,30.98618,0.08143829,58.633086947751465
10400,1.716,109144000000.0,0.0,0.1834705,-137.2109,11.5266,316521600.0,0.3030386,-163.9731,0.09094464,57.8581016421016
10500,1.726,114815400000.0,0.0,0.3972426,10.2133,4.763605,315962700.0,0.1259946,13.37257,0.08729966,36.82360721707368
10600,1.735,696626500000.0,0.0,0.4395703,163.3047,8.817482,13663930000.0,0.2548422,182.3822,0.1630275,105.98379353368108
10700,1.746,129419600000.0,0.0,0.1678317,112.5907,5.174787,332479900.0,0.02859461,102.9287,0.06443106,36.03933019450032
10800,1.756,424619600000.0,0.0,0.5090675,26.09317,4.383957,3976394000.0,0.2280357,71.75114,0.1425758,62.27372744128576
10900,1.766,459198000000.0,0.0,0.3892225,-25.2158,5.029679,5200182000.0,0.06263768,-11.94681,0.03956677,77.54285525398562
11000,1.776,319889500000.0,0.0,0.3318788,-18.57653,2.792425,2245967000.0,0.08174579,-20.5526,0.04705225,48.80737512418252
11100,1.787,117760600000.0,0.0,0.2373879,144.5427,8.035029,443116400.0,0.1036486,110.968,0.1356731,56.09589220147216
11200,1.797,601173700000.0,0.0,0.3804384,165.272,6.110653,8790076000.0,0.1256431,100.4727,0.09817409,82.92036008770006
11300,1.808,363915000000.0,0.0,0.3477039,-105.5829,3.222605,2855788000.0,0.3630456,-150.0966,0.07338921,50.80705531656124
11400,1.819,115611200000.0,0.0,0.2915445,-156.7991,8.276665,340574300.0,0.2729997,-134.8912,0.06340304,45.4147954234695
11500,1.828,198152700000.0,0.0,0.4485286,-30.74249,2.798992,983305000.0,0.327811,0.9270374,0.05624246,35.732256229456304
11600,1.839,102801600000.0,0.0,0.259289,155.8898,6.494219,490826000.0,0.3259342,178.141,0.04542866,37.92925076661154
11700,1.849,734513900000.0,0.0,0.2870929,-145.1203,3.235619,17332700000.0,0.3412367,-184.2327,0.1034927,91.00774448005156
11800,1.86,130316700000.0,0.0,0.2970795,-50.96926,9.445921,466656300.0,0.255397,-120.909,0.142936,64.16850700351661
11900,1.87,111686300000.0,0.0,0.5058727,80.16055,3.008735,370287100.0,0.2865342,47.01053,0.08660154,31.232761987244334
12000,1.88,208449100000.0,0.0,0.2091795,-149.0077,4.049183,1022916000.0,0.5656403,-92.01053,0.05817206,40.688461054274704
12100,1.891,111686300000.0,0.0,0.09987746,1.26007,6.506278,352990900.0,0.3055986,-6.457105,0.07342868,42.44587987495759
12200,1.901,140928900000.0,0.0,0.3324112,-171.4662,4.466606,449216600.0,0.2322339,-204.5938,0.1051343,41.73591053810055
12300,1.911,659173900000.0,0.0,0.2856931,-100.1169,4.877613,7279708000.0,0.276912,-114.2868,0.1423807,77.67151366712692
12400,1.922,184501500000.0,0.0,0.2288805,112.6037,6.152688,1083185000.0,0.4783517,169.3552,0.1064193,53.914263485291286
12500,1.932,274789400000.0,0.0,0.1966298,168.4735,6.777655,1292046000.0,0.2617189,212.4028,0.1356697,65.82142988159517
12600,1.943,124738400000.0,0.0,0.03636576,-31.76442,3.758561,466124700.0,0.3033193,-25.62276,0.05240387,32.439120968822095
12700,1.954,108143400000.0,0.0,0.1975702,99.42275,3.783345,268873600.0,0.3258388,79.18678,0.06937367,32.015182144605355
12800,1.964,224388200000.0,0.0,0.1689738,-63.04737,3.414673,1080998000.0,0.1904447,-24.54072,0.04737571,39.97963514460813
12900,1.975,368129000000.0,0.0,0.1924475,9.068479,3.921956,2911347000.0,0.2305233,16.24521,0.09795843,55.6079668915358
13000,1.986,431519100000.0,0.0,0.3621874,112.9104,4.606467,4283923000.0,0.3465457,96.45816,0.08159655,64.19326364801833
13100,1.997,180301800000.0,0.0,0.1240317,-125.9567,4.405073,570776600.0,0.399727,-85.66575,0.06312445,39.08067970254373
13200,2.008,106169600000.0,0.0,0.2733653,-94.38445,3.633645,370941000.0,0.1688886,-79.70285,0.1063673,36.8182687746165
13300,2.019,133045400000.0,0.0,0.1961279,-41.11381,3.546995,542014200.0,0.4518864,-28.75368,0.07937045,35.91819261714926
13400,2.029,433510900000.0,0.0,0.2850446,-37.72756,5.757874,3198629000.0,0.4351355,-42.41326,0.03016255,71.91714656383591
13500,2.04,220292600000.0,0.0,0.2091262,71.36436,4.290595,1937904000.0,0.4161657,97.74604,0.1009706,51.083365383792206
13600,2.051,149623600000.0,0.0,0.2028091,-159.6387,4.320267,557699300.0,0.668334,-119.7781,0.06312814,38.03244123476095
13700,2.062,126182800000.0,0.0,0.2974047,99.53593,4.250807,333162900.0,0.09946843,129.7372,0.1456855,45.62244374506809
13800,2.073,129121900000.0,0.0,0.2020553,-89.19437,2.608763,444532500.0,0.3060021,-100.1331,0.08270066,31.754317184165306
13900,2.084,101859100000.0,0.0,0.03092261,-1.677,6.37172,235664500.0,0.3833376,16.03276,0.08540009,44.56905831876195
14000,2.095,202768300000.0,0.0,0.3094107,114.6162,7.579778,982811000.0,0.1695251,148.5175,0.03597824,50.565038664360586
14100,2.106,1409289000000.0,0.0,0.2688516,-92.68937,3.567686,28098300000.0,0.2310812,-71.30625,0.124636,111.44847928135329
14200,2.117,1570363000000.0,0.0,0.2583841,-124.4017,3.723811,39672240000.0,0.3205847,-97.30032,0.07720082,148.94956540308306
14300,2.128,464515300000.0,0.0,0.1412,-46.04393,5.384965,2728582000.0,0.1846782,-35.03736,0.07570875,63.46715187767162
14400,2.14,124738400000.0,0.0,0.1305942,170.1543,5.972514,428029200.0,0.3825408,172.1357,0.02742924,36.83170188629205
14500,2.151,280543400000.0,0.0,0.3448669,116.0558,4.330895,1535368000.0,0.2400759,100.0816,0.05194283,48.735823806374285
14600,2.163,630957300000.0,0.0,0.08902288,-114.9733,3.806144,4968061000.0,0.1984472,-135.0197,0.1285088,68.76671936677053
14700,2.175,146217700000.0,0.0,0.3128657,-28.0165,3.035541,490202000.0,0.6744028,-35.39856,0.06659036,33.628422574519185
14800,2.186,346736900000.0,0.0,0.2001441,129.8206,5.789679,2209657000.0,0.2405826,146.0554,0.02871123,63.75625359668848
14900,2.198,134586000000.0,0.0,0.3025653,-127.5936,6.356098,405544900.0,0.3801296,-75.62589,0.09275049,50.315112053882125
15000,2.209,150314200000.0,0.0,0.2348712,80.34048,3.440756,366592400.0,0.4814912,101.2562,0.06280341,34.1505963320884
15100,2.22,219786000000.0,0.0,0.1089171,24.20813,3.641643,946849500.0,0.4163257,71.51522,0.04606321,40.78374797965572
15200,2.232,151008000000.0,0.0,0.2026343,0.7698831,3.805896,886511800.0,0.3792554,-24.12099,0.05807051,39.67767599850232
15300,2.243,2333458000000.0,0.0,0.1233732,30.26436,3.157606,66620190000.0,0.2280732,12.04911,0.1013687,169.4163439753512
15400,2.256,110153900000.0,0.0,0.2825273,-88.48896,3.248801,286210800.0,0.1189164,-74.79265,0.129129,39.37852882920101
15500,2.267,216271900000.0,0.0,0.07027476,-85.95471,3.827596,1072984000.0,0.09179575,-62.57764,0.1132993,49.02482360515283
15600,2.279,123594700000.0,0.0,0.1767384,-131.7211,4.734824,370532300.0,0.4377759,-116.0047,0.07342136,40.462468306897016
15700,2.29,146554800000.0,0.0,0.2361673,115.2956,3.224601,437066600.0,0.2719995,107.3312,0.09033397,37.77236051950509
15800,2.301,603948600000.0,0.0,0.2550321,3.342583,4.033013,5404049000.0,0.6330087,1.080408,0.0509857,75.36296481599906
15900,2.313,168655300000.0,0.0,0.4736037,117.0033,3.124303,560498800.0,0.2919598,171.0437,0.1226749,42.76814248434344
16000,2.325,129717900000.0,0.0,0.3826987,-155.6881,2.899713,527482700.0,0.1772225,-154.7587,0.05305731,32.63511680831399
16100,2.337,113240000000.0,0.0,0.2143971,91.73128,3.185574,353671900.0,0.1192929,86.88014,0.0722788,33.589891800473936
16200,2.348,409260700000.0,0.0,0.1739875,-62.24538,3.942364,3962766000.0,0.3650432,-71.85856,0.07771003,63.23532987656293
16300,2.361,164059000000.0,0.0,0.2707454,45.41155,3.943581,812169200.0,0.5826822,33.95178,0.07078425,42.18806124452708
16400,2.373,452897600000.0,0.0,0.2289338,44.1375,3.365658,4451986000.0,0.4383144,83.44461,0.1051273,63.1556439634626
16500,2.386,113762700000.0,0.0,0.1807829,-71.76237,5.942175,245374300.0,0.3046964,-83.48678,0.08797657,47.439880717587
16600,2.398,297851600000.0,0.0,0.1971498,-17.57366,3.154494,1496721000.0,0.2180148,-17.52214,0.08400733,47.531060370653634
16700,2.41,1071519000000.0,0.0,0.1535809,127.1184,3.178674,20587180000.0,0.4112541,134.9808,0.09883988,104.84862881384394
16800,2.423,137088200000.0,0.0,0.3062618,109.4987,4.04654,417115800.0,0.2167705,92.70903,0.08065223,40.846636133709744
16900,2.435,249459500000.0,0.0,0.2594736,52.24889,6.452995,1136624000.0,0.5324846,-10.90173,0.07784956,59.86507846623185
17000,2.448,174582200000.0,0.0,0.2215655,176.2297,8.478853,728291100.0,0.4613227,142.3775,0.08419711,64.02512659860498
17100,2.461,138356600000.0,0.0,0.2396346,-100.0683,5.17943,431257300.0,0.3911388,-116.1429,0.05128829,40.87395888434156
17200,2.473,123594700000.0,0.0,0.02731228,61.00531,3.239654,252560700.0,0.360136,46.58274,0.1331547,42.41198023506975
17300,2.486,142232900000.0,0.0,0.247257,-39.59617,5.008617,328825400.0,0.3915977,-53.36277,0.09215942,47.54924260862373
17400,2.499,124165200000.0,0.0,0.488645,-62.38396,7.924705,450616600.0,0.3675095,-28.44588,0.04087548,47.06030234476699
17500,2.512,129419600000.0,0.0,0.1840948,-26.3214,2.628312,423579500.0,0.3978693,-19.98956,0.07971316,34.252634123558686
17600,2.525,103752800000.0,0.0,0.4166549,-140.9954,5.528669,203273400.0,0.4242301,-170.3096,0.1222178,51.1766823344142
17700,2.537,317687400000.0,0.0,0.08307421,159.8452,8.734566,1832632000.0,0.3809185,165.9746,0.05931601,72.12925915181269
17800,2.55,571478600000.0,0.0,0.1441477,-46.08631,4.331387,5500917000.0,0.4907579,-31.74738,0.02643776,95.91573898517794
17900,2.563,426579500000.0,0.0,0.04810543,-165.9727,4.809526,4065049000.0,0.2276491,-162.2736,0.05798098,70.30839155903601
18000,2.576,1510080000000.0,0.0,0.3166632,83.2104,3.664225,36819670000.0,0.6020383,107.805,0.03355774,211.09601629480815
18100,2.589,508159400000.0,0.0,0.1173583,-29.90611,3.955505,5429829000.0,0.3323101,-63.42911,0.0751055,72.32324200554336
18200,2.602,291742700000.0,0.0,0.4934269,-33.60892,4.296586,2260162000.0,0.0876299,-42.5719,0.1558596,66.2060315295838
18300,2.616,113501100000.0,0.0,0.2986066,87.62855,3.892987,359356300.0,0.2970786,104.8105,0.05867475,36.50287496278032
18400,2.629,398107200000.0,0.0,0.1380813,124.5732,2.428545,3201516000.0,0.0841959,102.8584,0.06055488,56.512003058503566
18500,2.644,141579400000.0,0.0,0.3317426,114.3335,3.158435,447166400.0,0.4877461,126.2326,0.06336929,36.23857741332895
18600,2.658,250034500000.0,0.0,0.3175108,36.21846,6.254086,1606123000.0,0.2501696,23.70575,0.07053361,62.09388478066227
18700,2.672,209411200000.0,0.0,0.2640801,-7.044985,2.583168,644823100.0,0.2749477,18.21226,0.1178823,43.82261715823111
18800,2.687,126765200000.0,0.0,0.2307586,101.9676,3.193954,417123400.0,0.3009333,84.86831,0.07393678,37.26751988726337
18900,2.701,254097300000.0,0.0,0.09808139,129.4425,2.517386,1551237000.0,0.5086445,128.1292,0.04834517,45.75375137673219
19000,2.715,142232900000.0,0.0,0.1421939,-102.0121,3.892423,383624800.0,0.2272566,-131.2311,0.1198384,48.30031061582116
19100,2.729,690239800000.0,0.0,0.2568947,-101.5766,2.604848,8076465000.0,0.1962071,-73.75963,0.03998857,95.14586882800694
19200,2.744,106659600000.0,0.0,0.1000523,-101.6345,5.307189,404808400.0,0.2976994,-69.84024,0.1391381,55.3018974745378
19300,2.758,114551300000.0,0.0,0.4201269,66.78003,3.164457,415296000.0,0.2074074,68.46422,0.1026128,40.703755626994905
19400,2.772,141579400000.0,0.0,0.2535872,131.3133,4.101306,515333300.0,0.5022097,65.88505,0.09120057,46.29524046794804
19500,2.787,100000000000.0,0.0,0.3661026,145.5775,3.097231,349585400.0,0.2555419,142.4056,0.08096125,36.47759261474906
19600,2.802,104712900000.0,0.0,0.182327,151.5482,3.568128,335336800.0,0.6481095,193.8946,0.1204518,44.36032146934068
19700,2.816,195884500000.0,0.0,0.164857,163.4805,4.410503,820583000.0,0.1847535,205.8004,0.04602008,45.44310930047556
19800,2.831,104954200000.0,0.0,0.09928919,99.10233,4.559422,253530900.0,0.5211099,68.57648,0.08299645,43.80340709737845
19900,2.845,168655300000.0,0.0,0.3291234,-15.09641,2.717401,579846200.0,0.3288316,-67.61764,0.1132289,43.6106997467654
20000,2.86,162181000000.0,0.0,0.3641004,-138.6747,6.810267,636964400.0,0.219961,-125.4627,0.08201354,60.056041400688805
20100,2.875,199067300000.0,0.0,0.2585708,-107.0752,3.212652,1071597000.0,0.1359869,-155.5911,0.04965874,43.88927691295377
20200,2.89,348337300000.0,0.0,0.1763329,168.4246,2.442477,2463821000.0,0.3300452,194.9422,0.09755808,53.26493372126208
20300,2.906,158489300000.0,0.0,0.3210281,-73.67676,5.533829,621361900.0,0.2325093,-0.6687528,0.06143246,50.2356376098341
20400,2.923,133659600000.0,0.0,0.1686155,58.8754,5.252566,513118900.0,0.4156229,66.61411,0.05767433,46.30581096887671
20500,2.939,274789400000.0,0.0,0.213263,52.03504,3.215978,1480158000.0,0.3573424,48.87217,0.07137337,50.23986130012991
20600,2.955,207969700000.0,0.0,0.5079625,-48.55905,3.966418,1271238000.0,0.1544634,-9.477162,0.1416158,60.16645108824897
20700,2.972,116144900000.0,0.0,0.5143193,4.729694,4.660323,348868900.0,0.2035888,46.727,0.07543843,45.37704040290596
20800,2.99,104472000000.0,0.0,0.2013665,-69.71302,7.813879,322213800.0,0.09559292,-36.85622,0.1499953,69.6422142136497
20900,3.006,115345300000.0,0.0,0.3825806,130.0709,4.164496,309176000.0,0.4163907,119.6515,0.1333952,51.769479853966494
