,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
143000,1.465,1651962000000.0,0.0,0.1930929,-107.259,4.767724,46635180000.0,0.4260547,-77.31015,0.0808314,155.04157444682798
143100,1.476,145545900000.0,0.0,0.1900861,-109.5432,5.273302,631439400.0,0.2492317,-85.18413,0.2265618,51.73450742153823
143200,1.486,224905500000.0,0.0,0.3923009,41.82821,3.157204,1585478000.0,0.4714014,6.172145,0.1031855,39.94288118710222
143300,1.496,188364900000.0,0.0,0.2429615,75.12218,8.09448,786037000.0,0.09567011,58.37686,0.06932997,48.80526134350374
143400,1.506,399944700000.0,0.0,0.2698666,-111.5359,2.844117,4160974000.0,0.4414547,-157.8505,0.03378723,70.5572397325216
143500,1.517,157761100000.0,0.0,0.3171233,-44.99188,5.45836,607442700.0,0.1602768,-36.88397,0.08465049,40.57710258269661
143600,1.527,306196300000.0,0.0,0.2404554,89.60395,6.031515,2748653000.0,0.2496475,51.15628,0.06577099,56.41311527076452
143700,1.537,156675100000.0,0.0,0.3447334,102.8416,7.758211,417650100.0,0.4643563,176.8337,0.05399715,41.73556506679173
143800,1.547,1064143000000.0,0.0,0.6168539,-149.283,5.081968,23084980000.0,0.2637621,-121.4351,0.08985672,111.09957294940384
143900,1.557,440554900000.0,0.0,0.2063683,28.74217,7.267273,6184754000.0,0.1570634,29.13461,0.07583971,75.61561761836018
144000,1.567,5997911000000.0,0.0,0.2271805,-11.11039,4.504157,77974940000.0,0.2616358,-14.80145,0.1742419,158.4407537017388
144100,1.577,2157744000000.0,0.0,0.1174763,-62.30102,3.24005,48305960000.0,0.241889,-28.08436,0.09169673,147.5875863583451
144200,1.587,1244515000000.0,0.0,0.2320812,175.4289,6.339426,34238440000.0,0.2588406,173.9571,0.07453085,142.83723999226922
144300,1.597,1603245000000.0,0.0,0.4710464,17.50764,4.152427,37727690000.0,0.4594729,-34.69217,0.07472657,144.77229166440213
144400,1.607,2065380000000.0,0.0,0.09287529,-93.2149,1.925356,63917020000.0,0.216968,-93.4902,0.03721104,253.352852486538
144500,1.618,163305200000.0,0.0,0.2217944,-163.1827,6.03794,618529700.0,0.5525482,-213.7155,0.0732127,42.40554150467108
144600,1.628,405508500000.0,0.0,0.1576778,4.560255,3.918834,3746120000.0,0.2632704,7.489136,0.04760097,61.60368886853448
144700,1.639,100461600000.0,0.0,0.3768345,-25.04983,6.98305,264855700.0,0.001336595,49.09974,0.07908412,40.86158886226436
144800,1.649,178648800000.0,0.0,0.2419003,-62.70684,5.435732,795093200.0,0.1221361,-28.54104,0.129416,49.05420926190007
144900,1.659,118032100000.0,0.0,0.3105914,22.64351,7.072232,329078800.0,0.4780279,-11.42226,0.05691797,39.06147565572978
145000,1.669,115080000000.0,0.0,0.2531301,67.04073,4.820105,300508900.0,0.416609,104.5671,0.1415719,42.52963429044377
145100,1.679,184926900000.0,0.0,0.2318093,69.34653,3.341256,926427600.0,0.50416,125.9646,0.09888312,38.03857715563797
145200,1.689,177418900000.0,0.0,0.09832669,178.9439,3.842365,1209661000.0,0.3450618,153.4211,0.08149595,40.201519196526114
145300,1.7,103514200000.0,0.0,0.1656293,-111.2341,4.988902,206584700.0,0.4174646,-76.23382,0.06203632,32.29212440824507
145400,1.71,204173800000.0,0.0,0.01259845,-164.2474,10.76166,1053246000.0,0.5513733,-182.6657,0.09007171,65.86148865673998
145500,1.72,159220900000.0,0.0,0.2757066,5.770573,5.752734,609162900.0,0.2897838,-18.34867,0.154004,52.31907626591734
145600,1.73,114551300000.0,0.0,0.2548964,48.68786,4.227094,397755400.0,0.22792,100.2859,0.1064176,37.45494222725267
145700,1.739,118032100000.0,0.0,0.1793799,-165.116,3.876394,300014300.0,0.3227053,-226.436,0.08195207,32.98731803152761
145800,1.749,121059800000.0,0.0,0.2330258,-2.684488,9.656807,334395900.0,0.4632823,9.093861,0.1249669,59.6075288831866
145900,1.759,152756600000.0,0.0,0.184386,126.1106,3.786954,450581400.0,0.3032754,107.7308,0.1772989,44.85806770770479
146000,1.769,1479108000000.0,0.0,0.01055434,-70.12637,4.018457,29045170000.0,0.2334535,-106.4393,0.10097,117.46713888541252
146100,1.779,160694100000.0,0.0,0.2878574,69.0438,5.482585,743831200.0,0.5016102,53.79433,0.07745834,43.36087821816205
146200,1.789,140604800000.0,0.0,0.1627066,-163.8899,4.369102,491936400.0,0.05537357,-167.9593,0.08539244,38.00481249218697
146300,1.799,352370900000.0,0.0,0.3217591,-136.2906,2.606394,2800236000.0,0.08396567,-123.2761,0.07094221,48.36375307104308
146400,1.809,463446900000.0,0.0,0.3898169,-131.3418,5.729956,2862473000.0,0.3659127,-111.4099,0.07610577,61.844994395697455
146500,1.82,132434200000.0,0.0,0.06039726,95.75348,3.098234,511988300.0,0.1305851,145.6333,0.05013873,30.302302406104463
146600,1.83,633869700000.0,0.0,0.3566281,23.64961,3.856262,8598501000.0,0.418936,-4.175263,0.08206663,76.03619423068524
146700,1.84,287078100000.0,0.0,0.3257939,30.51376,4.26942,2105767000.0,0.2569798,29.51661,0.09016211,50.74333557509671
146800,1.851,319153800000.0,0.0,0.2465006,-112.354,4.376907,2519820000.0,0.43727,-178.476,0.05527459,53.82713712160935
146900,1.862,121899000000.0,0.0,0.3596129,168.3612,5.499188,300409500.0,0.1450522,123.9624,0.06519307,37.67770283158723
147000,1.872,193642200000.0,0.0,0.3472934,59.204,5.380763,1020959000.0,0.3521453,31.17696,0.1006406,49.61560964936173
147100,1.882,751622900000.0,0.0,0.2200224,-139.6427,2.696257,11081140000.0,0.09173336,-81.01041,0.1589144,71.88005326825096
147200,1.893,156675100000.0,0.0,0.2375177,84.40947,4.980571,694877500.0,0.05108088,141.7238,0.06006915,40.01839191053954
147300,1.904,137404200000.0,0.0,0.3111282,-45.96907,4.474977,424323300.0,0.2022939,-81.5256,0.184563,49.60473890158333
147400,1.914,334195000000.0,0.0,0.2518773,12.82969,4.550835,2904035000.0,0.06244236,48.70615,0.09817567,57.1925165005153
147500,1.925,167494300000.0,0.0,0.07599909,84.43083,4.140543,744797900.0,0.2745624,120.569,0.1081787,43.39800017832869
147600,1.935,502342600000.0,0.0,0.3526914,-137.7533,3.238001,6340003000.0,0.2240551,-141.9075,0.08671263,65.82510047600596
147700,1.946,269773900000.0,0.0,0.2297088,51.93185,6.970299,1409244000.0,0.3067914,0.7063887,0.0954007,60.97524835463012
147800,1.957,107151900000.0,0.0,0.2071908,-65.64366,3.769906,316640600.0,0.3405403,-46.97427,0.08130609,33.83554338406112
147900,1.967,181551600000.0,0.0,0.2127218,-18.4848,4.769786,841194800.0,0.5462606,-0.5276214,0.06877133,42.82665532190563
148000,1.977,433510900000.0,0.0,0.3791463,47.77549,2.565032,3427336000.0,0.2070589,29.98642,0.04880187,57.91035370673099
148100,1.988,153108700000.0,0.0,0.317864,100.9651,5.169102,686631500.0,0.1627553,108.9617,0.1287117,50.14631504552948
148200,1.999,117489800000.0,0.0,0.09127268,-61.84576,7.532801,290737700.0,0.3257756,-64.7071,0.153455,58.763260085715416
148300,2.01,118032100000.0,0.0,0.06780792,84.30098,5.529628,385703500.0,0.4671889,118.6837,0.08540964,42.749278827606105
148400,2.021,100925300000.0,0.0,0.09461594,131.8738,4.009062,185549900.0,0.2104111,57.18186,0.100665,36.65084370967232
148500,2.032,103992000000.0,0.0,0.1608348,-86.69064,3.399444,287224300.0,0.3661947,-124.6966,0.0837674,32.82328432542964
148600,2.042,845278800000.0,0.0,0.3800083,12.50411,3.831138,13258790000.0,0.2387727,7.736314,0.1241245,85.86750998844626
148700,2.053,453941600000.0,0.0,0.4230109,-50.33255,3.162962,4782287000.0,0.6675425,-26.08891,0.06513029,63.25871719682729
148800,2.064,344349900000.0,0.0,0.2572203,49.49281,2.669202,2082638000.0,0.2515519,41.25426,0.05687902,47.08477125408629
148900,2.075,330369500000.0,0.0,0.1993646,169.3572,4.75071,2091112000.0,0.2735786,221.7199,0.09762804,57.02310641544653
149000,2.086,141253800000.0,0.0,0.2380715,101.4348,5.084066,320658400.0,0.1400299,97.62956,0.05664594,37.74965325524611
149100,2.096,237684000000.0,0.0,0.2542686,56.569,2.774667,1218076000.0,0.3414421,55.83435,0.1107663,42.60547189552742
149200,2.107,948418500000.0,0.0,0.2447708,-100.3607,4.528411,14202240000.0,0.0722491,-110.0233,0.08463144,97.22914610590662
149300,2.118,427562900000.0,0.0,0.221663,-158.7082,3.54368,3737588000.0,0.1553019,-48.82979,0.07612513,59.00454266332275
149400,2.129,547016000000.0,0.0,0.2597134,-22.85462,6.40077,6749857000.0,0.1584635,13.49807,0.09860802,83.01219624330952
149500,2.141,184077200000.0,0.0,0.1224177,-54.31712,5.4614,966536100.0,0.3619305,-16.06688,0.04668711,45.29513406454984
149600,2.152,342767800000.0,0.0,0.2873897,-109.0363,3.232218,1922569000.0,0.07854253,-86.04305,0.1495878,54.32414905244704
149700,2.163,666806800000.0,0.0,0.4515583,151.2102,4.443671,9014633000.0,0.5409608,147.2684,0.05381968,90.4919702241111
149800,2.175,252348100000.0,0.0,0.3870818,-179.9098,4.444659,1376741000.0,0.4708746,-189.6863,0.1186927,54.337518935950975
149900,2.187,132129600000.0,0.0,0.2998045,121.7656,2.207973,347107100.0,0.2620643,52.9246,0.06044524,27.85013019998319
150000,2.198,119949900000.0,0.0,0.2647657,149.4236,4.845068,338068700.0,0.3944138,145.5833,0.1751548,52.332719418613735
150100,2.209,534564400000.0,0.0,0.3135302,-73.66442,2.919951,10670680000.0,0.3971038,-31.83642,0.03936797,105.48405906464666
150200,2.221,104954200000.0,0.0,0.1851297,-22.08254,6.734542,338930800.0,0.2967825,14.11022,0.0909746,48.95453982554218
150300,2.233,106414300000.0,0.0,0.1488273,144.2461,4.811176,329312500.0,0.3922165,118.5291,0.09395527,42.14017144793183
150400,2.243,572796000000.0,0.0,0.2922385,52.94545,6.309168,6117500000.0,0.3037123,35.54619,0.05231371,84.45837365205526
150500,2.255,145545900000.0,0.0,0.171297,-72.52124,6.770167,576408100.0,0.3758593,-63.80453,0.06664724,49.25103355552668
150600,2.266,128233100000.0,0.0,0.1652683,-173.9917,5.38941,322043000.0,0.374355,-189.5225,0.1052793,48.17739495219468
150700,2.278,104472000000.0,0.0,0.1901858,41.37117,3.039586,360645600.0,0.3989438,16.80927,0.06898426,31.842483208773803
150800,2.289,149279400000.0,0.0,0.2460978,-169.2804,6.147221,466784200.0,0.1714533,-192.1157,0.0966148,52.38073557569844
150900,2.3,538269800000.0,0.0,0.1014784,-74.91088,6.626619,5189369000.0,0.2114623,-159.5555,0.08145496,81.07547259913085
151000,2.313,101859100000.0,0.0,0.2097148,121.8115,4.439793,185275700.0,0.3511546,132.323,0.07185903,36.68722654761992
151100,2.325,149279400000.0,0.0,0.1560727,-34.59363,3.56771,448624600.0,0.2114934,2.947691,0.07482467,37.81365706251307
151200,2.336,314774800000.0,0.0,0.2799239,-34.05482,1.986973,2852806000.0,0.3966145,-81.01775,0.09462261,47.73062900373134
151300,2.349,113240000000.0,0.0,0.2276054,161.4796,4.306262,325132700.0,0.1900589,121.405,0.07163844,38.09386281323825
151400,2.361,225423900000.0,0.0,0.3591621,-175.7948,2.90534,993871600.0,0.3834689,-155.6679,0.04008501,40.16368336175818
151500,2.373,139636800000.0,0.0,0.04347479,-154.4885,2.415255,572208200.0,0.2940068,-128.9873,0.05316487,31.877728809377807
151600,2.385,460256600000.0,0.0,0.2768848,156.5194,6.45413,3746663000.0,0.2004796,123.8409,0.06888558,74.22990992511576
151700,2.398,103992000000.0,0.0,0.1250941,-79.67825,4.910709,276529600.0,0.2916977,-132.2485,0.1176414,46.86184904028953
151800,2.411,111943800000.0,0.0,0.293432,76.16034,6.218874,368711700.0,0.04293626,174.0333,0.1308753,55.44209935535071
151900,2.423,131522500000.0,0.0,0.1284865,115.6417,4.666434,367251100.0,0.2481774,84.76561,0.1013643,46.26815336106676
152000,2.435,211348900000.0,0.0,0.1445511,-75.72693,3.460507,680800700.0,0.3347575,-86.24673,0.1720779,53.732253972938025
152100,2.447,272897800000.0,0.0,0.05208428,-115.8915,1.931938,1353959000.0,0.2175103,-135.3983,0.03920164,42.675012956742215
152200,2.46,138995300000.0,0.0,0.09841378,-111.6659,2.493085,346421500.0,0.518509,-108.1482,0.0669303,31.51089281976692
152300,2.472,534564400000.0,0.0,0.1948885,117.6223,4.971571,3931151000.0,0.1995943,57.087,0.06295932,70.66343957205062
152400,2.485,361409900000.0,0.0,0.2117493,100.5365,4.352825,3124686000.0,0.136896,120.768,0.1312798,66.76062511152594
152500,2.498,155238700000.0,0.0,0.2614419,-105.9927,5.029433,566025600.0,0.3017823,-146.2488,0.0488007,42.13919986447685
152600,2.511,122743900000.0,0.0,0.1997455,39.39551,3.356943,352951300.0,0.3239318,44.22649,0.08460314,37.69664468444376
152700,2.523,532108300000.0,0.0,0.1475152,56.00137,4.072454,3980636000.0,0.05361187,62.90308,0.06017939,67.7577821990409
152800,2.537,135207300000.0,0.0,0.1309234,-93.96564,5.116865,400881400.0,0.2026936,-67.62106,0.1274813,53.58910976044595
152900,2.549,345939400000.0,0.0,0.5510625,61.09093,6.47708,2073729000.0,0.487732,40.9569,0.05655333,65.02579434026849
153000,2.562,109395600000.0,0.0,0.4807694,147.8185,6.134794,328244800.0,0.1456833,124.1462,0.1206802,54.96292459519762
153100,2.575,186638000000.0,0.0,0.4963866,130.1432,5.697312,727425300.0,0.1630607,119.7675,0.06299929,50.4442519309309
153200,2.59,115345300000.0,0.0,0.2406594,-124.2448,2.608788,494467200.0,0.2343696,-125.4502,0.1109289,37.78735814133448
153300,2.603,110153900000.0,0.0,0.2764056,-132.2886,3.567889,464509700.0,0.1580465,-120.4876,0.05655839,35.67178304834058
153400,2.616,891250900000.0,0.0,0.398876,15.89,5.870298,10650960000.0,0.04563724,25.40652,0.09023411,100.48659925071722
153500,2.63,137404200000.0,0.0,0.3654926,-129.4736,3.47644,462873400.0,0.2138758,-154.526,0.06122499,37.23484076902543
153600,2.643,132434200000.0,0.0,0.3554307,-31.18914,8.852301,474488100.0,0.3257144,-68.45964,0.1167332,69.30001681221415
153700,2.657,103038600000.0,0.0,0.3903469,-29.40882,5.216499,278668200.0,0.2412499,-39.42788,0.1293013,52.10523616119539
153800,2.672,106659600000.0,0.0,0.1765709,74.69272,2.913902,255534000.0,0.3375971,-12.86088,0.08803795,35.54350407581076
153900,2.686,230144200000.0,0.0,0.2216367,-120.1209,3.431265,688454000.0,0.2925038,-142.3506,0.08809435,46.19524969605996
154000,2.699,512861400000.0,0.0,0.1069831,73.8638,3.112749,4660809000.0,0.3561449,147.4548,0.1009885,66.0725599419335
154100,2.713,374973000000.0,0.0,0.1965551,-14.89592,4.775353,3067407000.0,0.4972793,-33.94206,0.04645613,66.64247313308493
154200,2.727,623734800000.0,0.0,0.2800491,-30.07116,3.016376,7133150000.0,0.4953132,-51.65967,0.07471753,76.4111450991587
154300,2.742,142889400000.0,0.0,0.37264,-8.096624,4.200461,341836400.0,0.03747631,-50.15327,0.1366014,52.3850064193174
154400,2.755,555904300000.0,0.0,0.006295538,-115.1009,2.046869,4208930000.0,0.5148291,-146.6604,0.03173694,76.78834385468635
154500,2.77,231739500000.0,0.0,0.09441755,-104.5125,4.916603,1932128000.0,0.1567463,-187.6634,0.03573991,58.61799086546696
154600,2.785,394457300000.0,0.0,0.1947479,-19.5045,5.005531,2073859000.0,0.2711558,-20.68935,0.05520061,62.02123164382444
154700,2.8,172583800000.0,0.0,0.2485721,-67.90614,2.328388,665792100.0,0.3870377,-122.0123,0.1019033,40.02630030726326
154800,2.815,157398300000.0,0.0,0.1607851,106.0926,1.720317,457311600.0,0.1161007,105.7239,0.07116758,31.449525901039
154900,2.83,138675600000.0,0.0,0.3559666,-148.376,4.225531,418878100.0,0.4887002,-111.4695,0.07006386,43.14685370389138
155000,2.845,190546100000.0,0.0,0.4482816,-26.69972,5.12405,791827500.0,0.0912398,-33.73243,0.1259691,61.70113151764878
155100,2.86,452897600000.0,0.0,0.2376969,-71.89487,3.238096,3682633000.0,0.3646339,-91.62136,0.06835555,63.82480882250031
155200,2.875,155238700000.0,0.0,0.2057108,-9.253293,2.563176,524013800.0,0.2256122,-38.47221,0.05817744,35.35534139071591
155300,2.891,115877700000.0,0.0,0.1063137,-36.66928,3.200069,433647200.0,0.2666374,3.62543,0.0580332,35.98142329796912
155400,2.907,161435900000.0,0.0,0.3358687,65.01027,4.914144,859721300.0,0.2449565,90.94906,0.1084539,56.87180368324125
155500,2.924,123310500000.0,0.0,0.2783112,57.23218,3.342788,536477400.0,0.2688047,39.57429,0.06073386,38.42243447874601
155600,2.94,138038400000.0,0.0,0.2037319,-174.0138,2.871783,370680600.0,0.4154895,-270.3392,0.1485021,47.03749810363724
155700,2.957,210377800000.0,0.0,0.09292871,36.04385,4.036695,1310514000.0,0.1521428,35.42756,0.06300368,50.863063807459696
155800,2.974,170608200000.0,0.0,0.1865033,-156.7994,5.759721,603125400.0,0.4133349,-154.7551,0.08982995,58.34059443196925
155900,2.99,243220400000.0,0.0,0.4049468,-37.21456,6.866461,1575134000.0,0.3771866,5.558283,0.08980058,71.60991305425117
156000,3.007,108893000000.0,0.0,0.2278887,-160.5501,4.839218,369519900.0,0.2853391,-216.3824,0.07995991,46.856876996766495
156100,3.023,133967700000.0,0.0,0.2709068,173.9374,2.498092,620420000.0,0.309851,223.027,0.06828833,37.011329459491584
156200,3.04,184077200000.0,0.0,0.1339628,43.4259,3.065769,684338800.0,0.3108219,66.899,0.1415927,52.06718344954853
156300,3.058,187499500000.0,0.0,0.2378486,-58.74496,1.701205,837193700.0,0.1694257,-1.028049,0.04808758,36.10513273910018
156400,3.075,527229900000.0,0.0,0.2286647,137.5454,6.451347,6473805000.0,0.3934096,116.3257,0.1710569,104.3711190301433
156500,3.092,187931700000.0,0.0,0.333003,-134.3963,2.404707,1151076000.0,0.2131091,-125.6941,0.09733258,44.870055622647165
156600,3.109,211348900000.0,0.0,0.1673595,114.1695,8.645281,778201800.0,0.1922989,119.4866,0.05582521,67.2580418496476
156700,3.128,106659600000.0,0.0,0.1629156,73.61117,4.501936,333464100.0,0.3961031,118.2299,0.06651982,43.28942438117945
156800,3.146,442588400000.0,0.0,0.3070187,-100.9094,2.376603,4540080000.0,0.06526921,-67.39846,0.08207371,64.13370177758722
156900,3.165,216770400000.0,0.0,0.1406483,74.64347,3.448868,1053850000.0,0.2998682,130.0478,0.09891637,52.86171393943332
157000,3.185,104954200000.0,0.0,0.2918426,-153.446,3.108625,407758700.0,0.1450593,-127.4987,0.06245576,37.0347496191096
157100,3.204,148251800000.0,0.0,0.1828061,-80.59668,3.425492,616151000.0,0.2209217,-93.60649,0.05201647,41.01258943700932
157200,3.223,190107800000.0,0.0,0.1350265,39.79015,4.753156,1083111000.0,0.09001435,46.7346,0.09026089,58.5165819363465
157300,3.242,118850200000.0,0.0,0.259365,-167.8167,3.101264,372277300.0,0.2726093,-170.3289,0.09054081,42.09549969225934
157400,3.262,111943800000.0,0.0,0.2443787,58.87127,3.029521,362056300.0,0.1915902,10.91145,0.09620478,42.11833407415067
157500,3.281,287078100000.0,0.0,0.4413995,-12.27298,4.099136,2149559000.0,0.0105676,-19.30608,0.03371163,62.95224712997637
157600,3.303,108143400000.0,0.0,0.08094041,-65.34014,5.396418,441961500.0,0.4514931,-51.17806,0.07885282,51.79469947149659
157700,3.322,306902200000.0,0.0,0.2963846,93.10828,3.224462,1699628000.0,0.038877,78.2042,0.09544935,57.7203977951716
157800,3.344,103038600000.0,0.0,0.3757059,-3.382573,2.189272,327637100.0,0.3699145,20.29867,0.05384007,31.369205352997707
157900,3.365,139315700000.0,0.0,0.313947,44.45304,1.836515,564442900.0,0.208105,67.98359,0.09606307,37.73240688143206
158000,3.387,200447200000.0,0.0,0.191181,21.0432,2.870218,1253411000.0,0.1493324,55.57996,0.06684655,47.64346459894622
158100,3.408,1066596000000.0,0.0,0.1099915,150.0173,2.175771,14425790000.0,0.1563441,139.7456,0.05777894,111.5102095756895
158200,3.431,232809100000.0,0.0,0.2608703,150.8579,3.050245,1404096000.0,0.5940002,132.2557,0.1222816,57.24372928908495
158300,3.455,100461600000.0,0.0,0.3006823,-82.49231,3.131136,332038700.0,0.6837699,-47.9163,0.06154243,37.50835626169009
158400,3.478,159587900000.0,0.0,0.2799661,-125.7145,3.177326,898149700.0,0.245565,-135.2413,0.05777695,44.9825080808396
158500,3.502,252348100000.0,0.0,0.2923048,-161.9385,2.478611,1561735000.0,0.3563772,-152.7295,0.08229727,50.540440832680574
158600,3.528,104954200000.0,0.0,0.3405461,41.86518,5.646057,541303900.0,0.5531635,110.728,0.07245799,53.589670342271575
158700,3.553,141905800000.0,0.0,0.1237024,49.55612,3.479176,585790100.0,0.341345,36.13304,0.09872944,50.20897117261431
158800,3.578,107894700000.0,0.0,0.2437319,174.6925,4.498077,370634000.0,0.2898793,205.0367,0.08735978,50.68090112752014
158900,3.605,107151900000.0,0.0,0.4027626,176.2165,9.587172,455132100.0,0.4510691,171.8541,0.08095692,72.217187020096
159000,3.632,111686300000.0,0.0,0.142015,82.68963,3.99077,377074000.0,0.4108428,74.97729,0.1257693,54.6863309523263
159100,3.658,181551600000.0,0.0,0.2600841,70.38719,3.169623,991106900.0,0.4449476,30.36399,0.09863296,52.889271212208726
159200,3.684,168655300000.0,0.0,0.1505784,-138.1288,2.852843,553421000.0,0.3838968,-113.3662,0.1044775,49.24965641726965
159300,3.712,125314100000.0,0.0,0.3414053,169.1087,3.340234,446909000.0,0.340612,145.3962,0.08879314,47.09571168844832
159400,3.739,173380400000.0,0.0,0.105863,-94.11837,3.289108,698768500.0,0.3007166,-91.31381,0.05501078,45.44134017299946
159500,3.768,172981600000.0,0.0,0.04498071,-110.395,2.822637,1216516000.0,0.1757071,-46.89114,0.04495637,47.77327260522917
159600,3.798,137088200000.0,0.0,0.1612986,-59.66636,1.450427,508108200.0,0.3712996,-53.26358,0.03249401,33.193498461566726
159700,3.828,192752500000.0,0.0,0.3430943,-175.8557,3.200287,1101741000.0,0.3386321,-212.5685,0.06345453,50.41541136234138
159800,3.86,195884500000.0,0.0,0.3292995,18.33824,4.049618,900960000.0,0.5326301,-17.88708,0.05166641,51.97037268589925
159900,3.891,1193988000000.0,0.0,0.302507,-166.8884,2.99572,25784310000.0,0.286379,-203.4633,0.06033926,149.16683826517
160000,3.924,158124800000.0,0.0,0.4269114,-47.40344,2.512022,853975600.0,0.5551618,-62.76823,0.09041742,47.28434135993336
160100,3.956,243220400000.0,0.0,0.2157405,-168.5366,4.23984,1422481000.0,0.04929022,-186.8213,0.04307982,58.41746208797151
160200,3.99,676083000000.0,0.0,0.5628069,-33.9484,2.802213,5613307000.0,0.3399683,-96.44477,0.07638426,79.82257755063436
160300,4.027,104712900000.0,0.0,0.3070191,-100.7626,4.456216,314432700.0,0.07372741,-76.06403,0.1905975,67.29399119175082
160400,4.063,196788600000.0,0.0,0.2738796,134.1958,1.908687,1232396000.0,0.1580093,198.0299,0.1873392,57.159434663286696
160500,4.102,143218800000.0,0.0,0.2285707,9.456907,6.613788,769991400.0,0.5247951,-47.23881,0.09817789,73.07603863548273
160600,4.145,145881400000.0,0.0,0.1898439,152.6308,3.821977,667367600.0,0.3756661,143.8913,0.07685024,53.17907876800295
160700,4.186,112460500000.0,0.0,0.2205738,111.3349,4.301403,311228700.0,0.4319609,130.4778,0.06763096,49.6401354478006
160800,4.231,110917500000.0,0.0,0.1574581,8.746996,3.268856,413779500.0,0.3433531,1.633218,0.1318969,55.163936022788086
160900,4.274,117760600000.0,0.0,0.2239704,53.23468,2.157755,697171600.0,0.5080511,109.9553,0.03529525,39.93715290998031
161000,4.319,169433800000.0,0.0,0.3815611,148.5661,2.992251,618966200.0,0.2808265,134.8786,0.09954275,53.98984685098
161100,4.366,150660700000.0,0.0,0.1947164,-76.69047,7.039478,759198600.0,0.2944026,-43.44696,0.1667893,90.19559021103684
161200,4.416,187499500000.0,0.0,0.1160309,-153.1099,3.292116,936304500.0,0.5351308,-154.5946,0.1086389,60.707978786223975
161300,4.469,159220900000.0,0.0,0.3115326,21.84987,3.221005,923437500.0,0.348212,51.48636,0.06457006,51.70861709155104
161400,4.527,101157900000.0,0.0,0.2925426,-163.6163,1.845919,443895400.0,0.128719,-175.0722,0.053936,35.601144670541785
161500,4.591,186208700000.0,0.0,0.1865887,139.2557,2.039818,902337200.0,0.1369289,175.3596,0.06288745,45.59807063593063
161600,4.653,121059800000.0,0.0,0.4998832,98.01892,4.469056,632020800.0,0.4538775,34.78632,0.09996648,62.72047756149559
161700,4.717,354813400000.0,0.0,0.3425696,11.9745,2.585409,3088043000.0,0.422976,16.70385,0.2388119,85.87050647518778
161800,4.788,254097300000.0,0.0,0.4354249,-57.61033,3.654608,1595269000.0,0.2884671,-42.81647,0.04385426,62.26331381410268
161900,4.865,102093900000.0,0.0,0.3959439,49.17333,4.833036,485753100.0,0.2069472,31.14546,0.2491241,81.36359062722461
162000,4.945,130918200000.0,0.0,0.1459154,7.541489,4.431553,710500400.0,0.3573219,20.54489,0.07753418,61.18213968543541
162100,0.177,174180700000.0,0.0,0.4294513,14.64501,12.34773,2310665000.0,0.3550256,10.32416,0.597199,56.72145379419028
162200,0.278,506990700000.0,0.0,0.1909687,-112.4333,9.8171,18171340000.0,0.732569,-107.6205,0.07588212,136.27205610362196
162300,0.338,454988100000.0,0.0,0.2463771,-8.63128,8.249487,8897482000.0,0.3658517,-42.60017,0.2679873,67.36992627381115
162400,0.383,395366600000.0,0.0,0.138668,57.89725,7.648151,11527810000.0,0.1946113,-26.49421,0.9387821,76.48171016333309
162500,0.421,124165200000.0,0.0,0.1332076,64.13695,8.510719,1137136000.0,0.4698164,97.55493,0.0847836,38.04972290504461
162600,0.455,826037900000.0,0.0,0.163324,-51.59313,9.978,32204680000.0,0.5465691,-82.32092,0.2560634,106.71915942152636
162700,0.486,136144500000.0,0.0,0.4472578,-108.6372,6.401141,850270700.0,0.4341853,-121.4085,0.1616087,35.2790447520893
162800,0.513,105925400000.0,0.0,0.1451645,5.632976,7.317764,734365600.0,0.3380518,6.966666,0.1830875,36.98662390871982
162900,0.539,561048000000.0,0.0,0.3358529,139.5792,11.08254,12100840000.0,0.4363384,141.9395,0.06853202,102.22511735367458
163000,0.564,175388100000.0,0.0,0.2162911,167.2872,10.49985,1310602000.0,0.2371013,163.7501,0.2165532,53.7734888472304
163100,0.587,102565200000.0,0.0,0.2127864,-21.74888,6.175124,402150100.0,0.5237174,-43.824,0.1126693,29.885346621563063
163200,0.608,974989600000.0,0.0,0.0908614,-168.947,6.807846,27424720000.0,0.3055414,-193.1045,0.1122705,115.3676320115864
163300,0.628,202301900000.0,0.0,0.5037555,74.85539,8.069966,2293277000.0,0.5085572,75.33,0.1192798,48.12596006293556
163400,0.648,351560400000.0,0.0,0.0794603,26.53048,6.968743,4859390000.0,0.1483778,33.24851,0.179899,57.988535550637145
163500,0.668,143879900000.0,0.0,0.1632149,-68.69818,6.943458,845730200.0,0.2832101,-61.65775,0.1519989,39.749955119744165
163600,0.687,159220900000.0,0.0,0.1371009,97.76236,5.851257,1537715000.0,0.2851348,53.36478,0.1123518,39.025702348504446
163700,0.704,209411200000.0,0.0,0.03422049,122.358,5.781915,2480625000.0,0.3817103,109.6079,0.1156862,44.62642327245148
163800,0.721,143879900000.0,0.0,0.1219192,-154.3529,9.563061,671604200.0,0.2926176,-156.8899,0.1093625,43.16973931840215
163900,0.737,809095900000.0,0.0,0.3440709,-131.6508,8.574122,26414560000.0,0.07236475,-188.8637,0.2024691,101.22123228529568
164000,0.755,100230500000.0,0.0,0.07501883,-145.2794,6.971398,392634100.0,0.376009,-171.1127,0.2121159,40.86689133308064
