,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN,n_sersic
38,11903900,0,2,0.678,214.783,0.331755,-79.83294,0.05508746,115.4376,1.81,0.07894157,0.4621317,20.31,20.79099,1.444112,"[-0.0824, -0.0025, 0.0, 0.0]","[-0.2212, 1.2207, 0.0, 0.0]","[-0.6421, 1.8094, 0.0, 0.0]","[91.89, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1454.87415,4096.46582,-22.7837791,20.9562664,0.677999973,1741.22,872.438,0.0,13748.8,0.0,0.0,0.0,1,-24.703323999242,-24.2244410723607,-25.1054410723607,0.182149303948358,6117.0,4.0,0.34888065,-27.8518060892485,1.0327059,0.3703976,0.71035856,0.71035856,22.489104908638,53.3739992875168,22.45497,1.0,0.969049136719017,0.34888068,2570317880,2647708,0.2466,151.1,132.5,0.3745,126.0,0.2337,148.0,0.2902,144.1,-24.92499189784,0.3288,139.0,0.2642,28319.283,18508.79,-27.8662059202036,27641.111,27226.805,20715.744,1,1,20250.771,27572.99,27372.854,21672.307,53.3781248033109,17968.305,28549.475,1.8348287,21315.078,-0.20057388,0.30892125,0.30892125,0.42729774,-0.14500786,0.278521367902794,-0.14500786,0.47203097,0.3412618,-0.197193982062769,0.3412618,-0.197193982062769,-0.272757352313622,0.278521367902794,0.385248829996001,-23.35266,1.0,224287820000.0,2032741373115.49,224287820000.0,0.00068996346,0.0142501243474037,0.0070598318712843,-0.0159686624309718,1.0048331375681,0.358667063396705,1.00483312867003,0.491133196798622,1.00483312867003,0.491133196798622,6.0313605887302,-0.148522381813166,0.780415293819055,0.0,11.3508056897648,11.3508056897648,-3.1611739085969,12.3080821266096,0.665691823401205,4.001321490803713
44,8730702,0,2,0.6,174.9847,0.2321808,-64.772,0.05190619,-134.3704,2.18,-0.3744548,0.05921166,22.07,23.27635,1.028262,"[-0.8762, 0.1409, 0.0, 0.0]","[0.1417, -0.0094, 0.0, 0.0]","[2.7392, -0.3292, 0.0, 0.0]","[0.0, 39.631, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1378.92273,3530.04224,-22.1877213,21.1511784,0.600000024,1707.32,1013.53,0.0,17265.1,0.0,0.0,0.0,1,-23.5158454667,-22.8918115907195,-23.7078115907195,0.0627314828561048,8220.0,4.0,0.43634713,-28.1697177434917,0.888927,0.54159,0.5089577,0.5089577,23.3634414929448,53.1926491237369,23.361189,1.0,0.997927425434801,0.43634713,2576153704,8627148,0.3042,119.1,106.8,0.4587,102.5,0.2886,117.1,0.3571,114.6,-23.7108263312267,0.4037,111.2,0.3256,7727.5063,4526.839,-28.1895589790876,8141.9946,6693.293,5404.4624,1,1,5277.662,6782.7803,8059.283,5985.9375,53.2002011093963,4390.1484,7793.3154,2.117341,5881.951,-0.09572529,-0.07059037,-0.07059037,-0.22313909,-0.03028283,-0.0482966209287026,-0.03028283,0.24280524,0.07681178,0.0597284389292444,0.07681178,0.0597284389292444,0.188804080979201,-0.0482966209287026,-0.152667628558761,-22.576378,1.0,67914660000.0,4174764672360.56,67914660000.0,0.17962654,0.0094130286462242,0.0022061490132733,-0.001084587461849,-0.988022452059661,0.609262606424683,-0.988022438370002,0.857334800845254,-0.988022438370002,0.857334800845254,4.26796896496284,-0.293318310826238,0.630221252740626,0.0,10.8319635308327,10.8319635308327,-0.745629495486054,12.6206319997296,0.523497151197367,4.000850170874658
47,65718203,0,4,1.446,277.9713,0.4840605,-48.08993,0.03287599,-19.99786,3.05,-0.1860312,-0.1695945,22.71,21.36237,1.332997,"[-0.0439, -0.5961, -0.9636, 0.3013]","[-0.9153, -0.6783, 0.0496, 0.2812]","[4.6822, -4.8073, 3.4598, -0.5947]","[7.56, 12.347, 0.0, 128.339]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1742.70007,10426.4287,-24.0362587,22.5004177,1.44599998,1580.97,528.462,0.0,25931.9,0.0,0.0,0.0,1,-22.9131717109207,-23.0038529119024,-23.9178529119024,0.132374178788775,7345.0,4.0,0.38660794,-27.7509221653741,0.69916004,0.50333047,0.46181947,0.4418648,24.9957315436454,52.5941678229491,24.970825,1.0,0.977321517529626,0.3980552,1894570033,3187708,0.2259,258.6,225.4,0.3422,213.9,0.2142,253.1,0.2657,246.1,-23.8863420336379,0.3007,237.0,0.242,4641.6587,827.1647,-27.7628808733633,4002.1323,3951.6406,2880.226,1,1,2802.815,4013.6897,3954.6824,3723.4658,52.6152252516693,798.1974,4687.825,2.921431,3648.3054,0.04869806,0.06364542,0.07076221,0.15540177,0.022174668,-0.0017970448383566,0.019944489,0.16285335,0.074155286,0.0666776599941679,0.06669725,0.0741335083807515,0.162805519274563,-0.0016163101860875,-0.0039465125077539,-21.929998,0.7669933,22923952000.0,3318506002749.3,23239508000.0,315556130.0,0.0106546494181271,0.0206586659211727,-0.0118028625068917,0.633560092956678,0.719907340750198,0.633560074062124,0.87494625533616,0.633560080202511,0.861928185138524,3.63249910465244,-0.335527761467962,0.560205515924071,-0.115208429774276,10.3662269294349,10.3602894904262,8.49907662120646,12.5209426075615,0.743845155974192,4.0001559138082605
53,50650679,0,4,1.272,277.9713,0.5101913,42.46428,0.06534059,-145.8851,1.89,-0.1067335,-0.06485402,23.63,22.93902,1.178077,"[-0.5775, 0.3324, -0.1124, 0.2986]","[-0.4378, -0.1762, 0.3952, 0.3498]","[1.8897, -1.3423, -2.0891, 3.9711]","[0.0, 84.196, 76.622, 71.24]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1723.77197,8898.08203,-23.9057598,22.1127224,1.27199996,1735.9,380.737,0.0,14498.4,0.0,0.0,0.0,1,-20.9046004272054,-21.0044780837597,-21.8834780837597,0.0581826364072148,6243.0,4.0,0.21008123,-27.9346927615634,0.348816,0.18904442,0.26091233,0.26091233,23.1905055545503,52.7954295579072,23.125706,1.0,0.942063257662926,0.21008123,2570359757,6183488,0.36,161.2,142.6,0.5457,136.0,0.3413,158.1,0.4235,154.3,-21.826781302949,0.4794,149.1,0.3856,1601.5474,1022.204,-27.9511315425101,1562.9487,1508.1608,1153.877,1,1,1120.8179,1532.7502,1543.5166,1217.9039,52.8074087795881,984.1953,1618.2386,1.876935,1192.2028,-0.25597787,-0.05475619,-0.05475619,-0.1507123,-0.09300085,-0.099513057190403,-0.09300085,0.29705027,0.10792311,0.0417678073059353,0.10792311,0.0417678073059353,0.114962754579206,-0.099513057190403,-0.273902220612408,-22.739687,1.0,47359787000.0,1223283714884.51,47359787000.0,0.00050078926,0.0016458687152677,-0.0177666128419335,-0.0304456338419629,-1.30473541105293,0.541960273132434,-1.30473539732712,0.805179416777252,-1.30473539732712,0.805179416777252,2.21244616571629,-0.583505396850595,0.344872712040238,0.0,10.6754097404857,10.6754097404857,-3.30034499364098,12.0875271941737,0.488081992052769,4.000001853375363
54,12265074,0,2,0.686,287.7398,0.09541145,76.94339,0.06247884,-75.78483,1.47,-0.2875188,0.1253554,20.19,19.69494,2.010324,"[0.6685, -0.9894, 0.0, 0.0]","[-0.1913, 0.9457, 0.0, 0.0]","[-1.5777, 4.2344, 0.0, 0.0]","[103.993, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1461.90955,4155.61816,-23.5568581,20.2223206,0.68599999,1744.08,746.198,0.0,10640.5,0.0,0.0,0.0,1,-24.258810190274,-23.8579389886994,-24.6819389886994,0.13949605257452,1599.0,4.0,0.30224162,-27.5373226416845,0.35548493,0.26980424,0.3220144,0.32200727,22.0433754660267,52.9423861818466,22.005419,1.0,0.965644618601749,0.3022348,1879749548,7075696,0.1796,223.3,192.9,0.2712,182.5,0.1704,218.2,0.211,211.9,-24.5493661963036,0.2386,203.5,0.1923,28353.225,21070.832,-27.5479558130448,29831.822,29157.078,22129.396,1,1,21545.781,29595.396,29491.89,27709.477,52.946876699698,20354.443,28623.566,1.4265995,27176.355,0.052850135,-0.029213171,-0.0292338,-0.12642357,0.012220904,0.0011648897658432,0.01221228,0.13702574,0.031685416,-0.0316416512031004,0.031663056,-0.0316639952799277,-0.13693310984655,0.0011640677474532,0.0050376453399251,-23.301764,0.99922043,169170850000.0,2660014858816.9,169172160000.0,1317429.2,0.0141492400148673,0.0159981030548076,-0.0178574585697206,-0.587417713342565,0.758975117489725,-0.587417712845693,0.938617446393034,-0.58741770922619,0.938575431912521,2.72547900347446,-0.492124706873405,0.435442840661897,-0.0003386949846414,11.2283288944407,11.2283255314289,6.11972728507964,12.4248840626026,1.02018760189563,3.9996524951220063
55,16390358,0,2,0.772,242.661,0.1442349,0.227859,0.061347,-57.41763,1.91,0.2864611,-0.2515646,23.47,23.07161,1.699724,"[0.9413, -0.3117, 0.0, 0.0]","[-0.8263, 0.3222, 0.0, 0.0]","[2.5235, -1.4433, 0.0, 0.0]","[0.0, 103.738, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1529.5177,4802.66162,-23.1744003,21.0050087,0.772000015,1734.34,802.959,0.0,14686.6,0.0,0.0,0.0,1,-21.5926063185651,-21.1887400973328,-22.0597400973328,0.0317602794329522,6329.0,4.0,0.41820344,-28.5306988612908,1.2763511,0.25856197,0.67407644,0.67407644,24.3053644145563,53.5995091829111,24.321987,1.0,1.01542790716764,0.4182034,2570903293,4782100,0.4509,285.0,256.5,0.6825,246.4,0.4275,280.3,0.5301,274.4,-22.0912734448818,0.5999,266.5,0.4828,1983.8341,1236.2216,-28.5567625067889,1962.854,1816.1666,1405.3923,1,1,1371.4829,1841.0367,1942.284,1504.4202,53.6049228318793,1197.5607,2001.1809,1.9137899,1477.6646,0.4156928,-0.18250863,-0.18250863,-0.51661485,0.1468551,0.155813572205222,0.1468551,0.6630923,0.23425588,0.174922691741905,0.23425588,0.174922691741905,0.49514186192249,0.155813572205222,0.441050966493937,-22.678894,1.0,43196396000.0,1798489863932.39,43196396000.0,0.56340975,0.0317322512189733,0.012008665118365,0.0070460027801939,-0.446614008232278,0.202579070287197,-0.446614001699965,0.620409529066042,-0.446614001699965,0.620409529066042,5.70845552142316,-0.171290851850681,0.756518621511119,0.0,10.6354475138842,10.6354475138842,-0.249175641669451,12.2549079945312,0.78514809884454,4.000441153092203
57,6859988,0,2,0.546,195.8845,0.2234625,62.66535,0.05439871,161.1239,2.37,-0.06640996,0.09059279,23.53,22.13098,1.418058,"[0.4114, -0.413, 0.0, 0.0]","[-0.44, 0.7138, 0.0, 0.0]","[-3.6275, 10.6942, 0.0, 0.0]","[14.018, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1317.64575,3149.32617,-22.4431801,20.5939083,0.546000004,1683.11,1078.63,0.0,19114.9,0.0,0.0,0.0,1,-22.3308601477015,-21.6213227756124,-22.4213227756124,0.0098109812376534,9328.0,4.0,0.38658276,-28.1732733210836,0.7763962,0.2322112,0.4801192,0.4801192,24.6559825254083,52.6782657479726,24.601774,1.0,0.951298202451693,0.3865828,2577931674,9838071,0.4321,226.0,200.5,0.6498,191.5,0.41,221.8,0.5067,216.5,-22.4152999046395,0.5723,209.5,0.4622,1891.7288,566.6467,-28.1926124858901,1647.1128,1383.0214,1253.5471,1,1,1216.0563,1406.5782,1625.8286,1340.6311,52.6980626304112,544.80914,1912.3107,2.3777447,1311.2205,-0.20388918,-0.0999197,-0.0999197,-0.4995334,-0.04078315,-0.0463497632702175,-0.04078315,0.53954095,0.10792225,0.0974623577347822,0.10792225,0.0974623577347822,0.487248305599692,-0.0463497632702175,-0.231718625972668,-22.771347,1.0,88321130000.0,2568917049690.14,88321130000.0,13.763576,-0.0111943397121514,0.017616978737915,-0.0254904980845953,-0.979158347144279,0.299088553397036,-0.979158346142741,0.80518082589605,-0.979158346142741,0.80518082589605,3.95653044314058,-0.318650926217207,0.597314511713243,0.0,10.94606461688,10.94606461688,1.13873128530194,12.4097500811276,0.708194626862558,3.999702991565368
61,9204144,0,2,0.612,238.2319,0.2511473,37.75023,0.08674918,-128.0919,2.9,0.5246224,0.06014218,21.53,21.6293,2.157331,"[-0.5226, 1.5436, 0.0, 0.0]","[0.0824, 0.7028, 0.0, 0.0]","[-0.9126, 2.1373, 0.0, 0.0]","[116.552, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1391.53992,3615.97778,-23.0060787,20.3970509,0.611999989,1604.51,1029.34,0.0,24404.6,0.0,0.0,0.0,1,-24.7953584800558,-24.0725277102727,-24.9865277102727,0.146009104411573,10638.0,4.0,0.32565644,-28.0628888330356,0.5648224,0.4745084,0.3432149,0.34321484,23.4139715480207,52.8455030272006,23.359941,1.0,0.951454388951913,0.32565644,2581139921,1260119,0.1776,85.73,74.18,0.2666,70.2,0.1686,83.8,0.2081,81.39,-25.0788042871463,0.2349,78.2,0.1899,14588.611,3369.4607,-28.0806101195433,12791.213,12194.136,9261.008,1,1,9011.597,12384.976,12640.897,11606.33,52.8631109530018,3252.008,14732.729,2.7868466,11372.857,-0.022085268,-0.025388803,-0.025388828,-0.084042855,-0.006671823,0.0105312474186786,-0.006671817,0.08689626,0.026250824,-0.0240457384839945,0.0262508,-0.0240457606643781,-0.0795969954236691,0.0105312377044046,0.0348608498724642,-22.29017,0.99999905,46715150000.0,2024932989476.06,46715160000.0,7311.339,-0.0098644444313824,-0.0076488072353104,-0.02526988764344,-0.913886002358237,0.840102011494839,-0.913886008991743,0.94884135682423,-0.913885998497983,0.948841308012527,2.73324117892486,-0.464433866373112,0.43667795516682,-4.12579953783408e-07,10.6694578406502,10.6694577476837,3.86399692101506,12.3064106558063,1.04859730742703,3.999513670127113
63,14002518,0,2,0.724,213.3045,0.2501164,-98.20956,0.02242169,-141.9639,1.56,0.2558326,0.07361611,22.07,22.29598,1.105859,"[-0.28, 0.7329, 0.0, 0.0]","[-0.0398, 0.404, 0.0, 0.0]","[-0.8121, 3.1184, 0.0, 0.0]","[50.19, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1493.50708,4438.96582,-22.8001595,21.1602516,0.723999977,1747.15,741.369,0.0,11450.1,0.0,0.0,0.0,1,-22.5000464211213,-22.1177464414814,-22.9817464414814,0.0707107716688476,5191.0,4.0,0.4771265,-28.1794979549463,1.2406552,0.5290567,0.6263055,0.62511694,23.9735197457313,53.1075005922103,23.95518,1.0,0.983249620588722,0.47752914,2568906647,2052513,0.3256,143.1,129.5,0.4899,124.7,0.309,140.9,0.3819,138.1,-23.0281857234854,0.4314,134.3,0.3483,8059.395,5050.9365,-28.1971466039226,8410.962,8185.6387,6161.133,1,1,5996.762,8310.332,8314.141,6862.0244,53.1139947641968,4877.093,8137.17,1.6133236,6728.3594,0.3887787,0.03427102,0.03440336,0.10263685,0.13031667,0.133889130167905,0.12981538,0.40209848,0.1347814,-0.0154235937105295,0.13426293,-0.0154831536042153,-0.0461914792061192,0.133374091528987,0.399436518565084,-22.179682,0.98843306,43308240000.0,1915615618523.94,43312300000.0,4056580.0,0.0002021955141352,-0.0210174951386347,-0.0087009023548061,0.129054684370962,0.42643331091817,0.129054692877846,0.763259592116545,0.129054694197834,0.76245398526,5.33047769152276,-0.203213774456823,0.726766130132836,-0.0050527372324656,10.636611246551,10.6365705348308,6.6081600451397,12.2823083693035,0.556028116320047,4.000740774000696
66,29767290,0,4,0.996,223.3572,0.5530586,-100.9869,0.04806673,-75.1776,2.13,-0.02338825,0.04193266,21.37,21.09092,1.316073,"[-0.137, 0.4326, -0.4981, 0.0121]","[-0.6034, -0.104, 0.0243, 0.7042]","[2.6544, -0.9684, -1.2931, 2.2058]","[12.078, 31.835, 25.385, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1650.26575,6574.68506,-23.1249599,21.9604149,0.995999992,1713.06,660.684,0.0,16782.7,0.0,0.0,0.0,1,-23.7583091649487,-23.5388787350156,-24.3618787350156,0.106710909644673,8609.0,4.0,0.4757488,-28.278583031052,1.6671351,0.15105468,1.0342219,1.0342219,23.3877708798127,53.1304264475075,23.382084,1.0,0.99477578533628,0.4757488,2576768912,3601128,0.2983,186.8,167.9,0.4505,161.3,0.2829,183.7,0.3504,179.8,-24.3780400418066,0.3962,174.6,0.3193,22496.85,10535.282,-28.3027775348117,22876.53,18631.662,15704.498,1,1,15339.256,18877.947,22647.05,17312.39,53.1406062272269,10220.732,22686.973,2.23548,17015.225,0.8222621,0.061421357,0.061421357,0.13847415,0.36472118,0.018767836308431,0.36472118,0.83384055,0.3698569,-0.369380414168996,0.3698569,-0.369380414168996,-0.832766327519315,0.018767836308431,0.0423119946768622,-23.420868,1.0,177526130000.0,6780059924912.68,177526130000.0,0.08681247,0.0007709702524901,-0.0055018990343965,-0.0026377789116716,0.0834204263156185,0.0906073636156301,0.0834204240526164,0.460006522120112,0.0834204240526164,0.460006522120112,8.60913535500375,0.0146137298665799,0.934959535959235,0.0,11.2492622857269,11.2492622857269,-1.0614178869985,12.8312335323544,0.554132492083606,4.000926022990423
67,6540245,0,2,0.536,231.7395,0.3237424,-75.81806,0.05116272,-175.6099,2.14,-0.1882892,0.2444542,24.27,23.08249,1.979975,"[0.5667, -0.7347, 0.0, 0.0]","[-0.4161, 1.0761, 0.0, 0.0]","[-3.2963, 2.9854, 0.0, 0.0]","[54.57, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1305.41956,3079.87134,-22.8766003,20.1020622,0.536000013,1711.93,1073.36,0.0,16878.9,0.0,0.0,0.0,1,-21.3307206879338,-20.6495586408423,-21.4715586408423,0.0464018130100189,8230.0,4.0,0.33871147,-28.3024292159575,0.5041102,0.39303616,0.37144083,0.37144083,24.0162674702549,53.1862873143544,23.918024,1.0,0.913487559359917,0.33871147,2576156067,929512,0.4625,230.1,201.1,0.6977,191.1,0.4387,225.3,0.543,219.2,-21.5172946073004,0.6139,211.3,0.495,1013.78876,575.913,-28.325978532991,1064.3599,870.646,709.2386,1,1,691.45496,883.10016,1052.8065,787.17395,53.1958835848022,557.3468,1023.0347,2.1478326,772.5571,0.07866865,0.035587933,0.035587933,0.09560183,0.02928453,-0.0223988173369637,0.02928453,0.12380818,0.046087794,0.0402787504552079,0.046087794,0.0402787504552079,0.10820302871756,-0.0223988173369637,-0.0601711783051976,-22.988806,1.0,76043760000.0,1454924214445.07,76043760000.0,0.022383938,0.0030267749536748,-0.0066964821030465,-0.0463076328305729,0.441130088884237,0.779663138881947,0.441130087719731,0.91188542032335,0.441130087719731,0.91188542032335,3.10920013368036,-0.430110358891696,0.492648677705983,0.0,10.881063582508,10.881063582508,-1.65006350577823,12.1628403719436,0.96973266108221,4.00070277830993
68,27649874,0,2,0.964,304.0885,0.7247203,-55.00804,0.0469614,-126.3434,2.03,0.2596471,-0.5268881,20.69,20.1977,2.349248,"[0.8608, 0.2384, 0.0, 0.0]","[-1.6332, 0.6321, 0.0, 0.0]","[1.5737, -1.9621, 0.0, 0.0]","[0.0, 351.061, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1637.08691,6314.729,-23.9103203,21.0554543,0.963999987,1723.68,662.541,0.0,15824.9,0.0,0.0,0.0,1,-24.342704884619,-24.1089015859912,-24.9459015859911,0.0539936041187832,7732.0,4.0,0.21669295,-27.616052384726,0.28521612,0.22692926,0.24598174,0.24598174,23.5036561689021,53.5436577310145,23.495472,1.0,0.99249039884625,0.21669292,2575074518,4228602,0.1679,229.1,203.5,0.2528,194.6,0.1593,224.9,0.197,219.6,-24.9453042656032,0.2226,212.5,0.1796,25780.102,15719.762,-27.6299174440534,26567.688,22721.135,18013.854,1,1,17512.83,23081.883,26246.023,19684.941,53.5506141917535,15155.325,26040.314,1.9760097,19280.521,-0.08677609,0.04095867,0.04095867,0.07363725,-0.04826679,-0.0392028625672565,-0.04826679,0.1138092,0.0633032,-0.049703430459547,0.0633032,-0.049703430459547,-0.0893589479178784,-0.0392028625672565,-0.0704805789457605,-23.011642,1.0,114834840000.0,3370558201509.86,114834840000.0,29.358557,0.0056092632399926,0.0009735958052418,-0.0037922263535192,1.21895911028169,0.795639681386373,1.2189591413545,0.88093103834752,1.2189591413545,0.88093103834752,2.07777495324156,-0.609097130748551,0.317598506715786,0.0,11.0600736696319,11.0600736696319,1.46773470579654,12.5277018307706,1.02364317880225,4.000223925669201
69,393355,0,2,0.194,169.0441,0.2470969,-171.3275,0.04204292,96.71945,2.96,-0.3519335,-0.3010316,21.95,22.44409,1.45146,"[-0.9189, 0.1839, 0.0, 0.0]","[-0.745, 0.1987, 0.0, 0.0]","[2.3703, -0.6344, 0.0, 0.0]","[0.0, 16.695, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",664.471741,947.294861,-21.7926197,18.2838058,0.194000006,1595.1,1394.75,0.0,25013.7,0.0,0.0,0.0,1,-24.8468896783088,-23.6977707019019,-24.6097707019019,0.109974399343411,11421.0,4.0,1.0182037,-27.964502757993,1.4408895,1.0257503,1.17699,1.1768749,25.2456233645006,53.093428875249,25.186926,1.0,0.94737301350064,1.0182172,2582751812,7731129,0.3027,204.2,180.8,0.4571,172.6,0.2871,200.4,0.3555,195.5,-24.7156313251061,0.402,189.1,0.324,12139.821,1897.6042,-27.9824538649451,10470.2295,10337.127,7403.385,1,1,7191.636,10510.513,10337.381,9837.506,53.106114151949,1826.6805,12268.915,2.9897976,9625.612,-0.027251823,0.07133108,0.07137256,0.16608055,-0.0117113795,0.0537661028405412,-0.0117045725,0.16830155,0.072327025,-0.0483496131066196,0.07228499,-0.0483777300484547,-0.112572680112447,0.0537348541981441,0.125111167677751,-24.096367,0.984701,545603780000.0,9073284560405.64,545618230000.0,14421056.0,-0.0152895326596106,0.0074417870027084,-0.0275405533062289,0.866717486746851,0.71188680183118,0.866717481476122,0.865175784344344,0.866717485779192,0.865102670157539,9.1983654230929,0.0707727729850928,0.963710658780137,-0.0066956210383183,11.7368888723818,11.7368773704964,7.15899706330859,12.9577645316285,0.719616276734828,3.99931121373881
75,30851309,0,2,1.012,225.9436,0.3087804,-18.34916,0.07260902,-164.8256,3.07,0.2760741,0.3843869,19.81,21.05393,1.412478,"[0.9828, -0.1015, 0.0, 0.0]","[0.7249, -0.1803, 0.0, 0.0]","[2.405, -0.318, 0.0, 0.0]","[0.0, 129.939, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1656.45862,6705.5835,-23.1671619,21.9770203,1.01199996,1577.81,758.942,0.0,26136.3,0.0,0.0,0.0,1,-26.2642205722674,-25.9182275207359,-26.8342275207359,0.656778679295332,10474.0,4.0,0.35206085,-28.1427585056323,0.56590617,0.32804343,0.39130962,0.39130962,24.1176534677826,53.7283850801266,24.052214,1.0,0.941508142744846,0.35206085,2580542323,2898244,0.07663,228.5,202.8,0.116,193.8,0.07266,224.3,0.09008,218.9,-27.3966624673599,0.1019,211.8,0.08206,135722.84,34174.957,-28.1625982046843,120888.14,112185.27,86926.266,1,1,84491.47,114007.63,119416.58,108132.64,53.7343160018309,32938.918,137111.53,2.7308464,105876.4,-0.26606798,-0.0005168552,-0.0005168552,-0.0026047237,-0.05279586,0.0033871133148719,-0.05279586,0.26608074,0.05279839,-0.0526896336199776,0.05279839,-0.0526896336199776,-0.265532650687101,0.0033871133148719,0.0170695659636266,-22.793468,1.0,104760656000.0,3136323307087.32,104760656000.0,19.90692,-0.000504992031908,0.0208469756159813,-0.0308057802228662,-1.56590163692238,0.579678099138032,-1.56590163723513,0.899698953998823,-1.56590163723513,0.899698953998823,3.13193880964081,-0.407479475223367,0.495813268425835,0.0,11.0201982092672,11.0201982092672,1.29900407115359,12.4964208254558,0.707206851108144,3.9996814703930617
