,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,size_bulge_true,mag_i_lsst,mag_true_i_lsst_no_host_extinction,stellar_mass_bulge,shear_1,ellipticity_2_disk_true,magnification,sersic_disk,ellipticity_true,ellipticity_2_true,size_minor_bulge_true,ellipticity_disk_true,size_minor_disk_true,size_true,ra_true,dec_true,redshift,bulge_to_total_ratio_i,size_minor_true,mag_true_i_lsst,stellar_mass,ellipticity_1_bulge_true,size_disk_true,mag_true_i,ellipticity_2_bulge_true,shear_2_treecorr,galaxy_id,sersic_bulge,mag_i,Mag_true_i_lsst_z0,ellipticity_1_true,stellar_mass_disk,ellipticity_bulge_true,ellipticity_1_disk_true,convergence,halo_mass,shear_2,shear_2_phosim,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN
106,32673329,0,2,1.038,257.0396,0.3160922,-154.4268,0.06241455,-160.7679,2.3,-0.4219617,-0.2321391,23.33,23.02168,1.712028,"[-1.2298, 0.2901, 0.0, 0.0]","[-0.6042, 0.1838, 0.0, 0.0]","[1.7809, -1.3284, 0.0, 0.0]","[0.0, 195.832, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1665.89355,6919.19629,-23.5248985,21.7133808,1.03799999,1692.37,663.558,0.0,18429.9,0.0,0.0,0.0,1,-21.959614903793145,-21.75347246894578,-22.55547246894578,0.0281657963548729,111182.0,0.5745112,21.159844359360875,21.249151,244845800000.0,0.0023246045063155,0.10894234,1.0857322753313288,1.0,0.32576317,0.07492727,0.2921763,0.47365135,0.24082246,0.5745112,56.549282878220254,-28.27234219504257,1.0620010868777494,1.0,0.29217628,21.249151,244845800000.0,-0.31702924,0.6742458,21.249151,0.07492727,-0.0102792515715433,2627806770,4.0,21.159844359360875,-23.536022,-0.31702924,9.0178175e-05,0.32576317,-0.46095246,0.0402352176934449,22332641060777.465,-0.0102792515715433,0.0102792515715433,1.4547547422399143,0.3571731172806272,1.4547547351965298,0.5085650771322537,1.4547547351965298,0.5085650771322537,4.651023048253433,-0.2407015003946958,0.6675484916733057,0.0,11.388892658681096,11.388892658681096,-4.044898558067477,13.34894008582546,0.7460640826631204
107,2121016,0,2,0.352,230.1442,0.1642288,103.1723,0.0859576,-59.08522,1.2,-0.1221845,-0.4099064,23.29,23.14508,1.961937,"[0.0341, 0.2692, 0.0, 0.0]","[-1.478, 0.4698, 0.0, 0.0]","[2.4478, -1.1428, 0.0, 0.0]","[0.0, 53.054, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1022.63202,1869.27319,-22.7204781,18.9898853,0.351999998,1710.57,1082.11,0.0,8279.16,0.0,0.0,0.0,1,-20.94793138044688,-20.27590302741912,-20.97590302741912,0.0170589343640258,10896.0,1.288181,18.925348262895263,18.869825,75016040000.0,-0.0010595152587747,-0.03198339,0.9898296593432936,1.0,0.16129868,-0.013357301,0.9544672,0.38622162,0.9353608,1.3315518,57.27478237667356,-28.439922224085763,0.3663060389630286,0.9517543,0.9616598,18.91425,82138590000.0,-0.14829236,2.112517,18.91425,-0.01232256,-0.0011713889472512,2625184358,4.0,18.925348262895263,-22.71166,-0.16074467,7122552000.0,0.14880346,-0.38489506,-0.0051255314620894,1356021529239.4368,-0.0011713889472512,0.0011713889472512,-1.5293433677954782,0.442770739093398,-1.5293433670415932,0.7409418327339959,-1.5293433702129142,0.7222098176918713,6.655403818394536,0.1243580660183536,0.8231744115432009,-0.0214751523785243,10.914547243435148,10.875154134574226,9.852635628600265,12.132266584778582,0.9649906736467626
109,496941,0,4,0.21,219.2805,0.1383089,78.70923,0.02065924,64.58894,2.65,-0.02244336,-0.04866444,23.19,21.07673,2.505031,"[-0.4046, 1.1359, -0.9426, 0.227]","[-1.2453, 0.0458, 0.6573, 1.1788]","[6.1601, -7.0034, -8.3667, 11.6045]","[0.0, 5.062, 4.535, 3.604]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",706.934082,1035.02222,-22.4871387,17.7976074,0.209999993,1642.88,1408.53,0.0,21887.3,0.0,0.0,0.0,1,-23.30096096024318,-22.212094872672587,-23.06809487267259,0.0357086785296346,8638.0,0.90912753,17.96847056754274,17.749144,76712340000.0,0.0001265971175257,0.046067595,0.9971012137343876,1.0,0.10812324,0.01676879,0.7460523,0.29703858,0.6777651,0.9256197,56.393198558992765,-28.5287364330851,0.2282609402990969,0.9516772,0.74498814,17.965319,81272330000.0,0.09733209,1.2505487,17.965319,0.015280077,0.0011285138910917,2625042664,4.0,17.96847056754274,-22.492659,0.106814995,4559996000.0,0.09852419,0.29344454,-0.0014531957246248,1108764816225.352,0.0011285138910917,-0.0011285138910917,0.0778590743122868,0.5419741726479664,0.0778590719854168,0.8206244466487282,0.0778590733520344,0.804853399041378,3.3100021827581845,-0.0335674108516306,0.5198282801683236,-0.021510335262251,10.909942710738896,10.88486523047886,9.658964461704196,12.044839436277815,1.1872789611742554
110,1713979,0,2,0.326,228.5599,0.03235026,-134.8307,0.09751182,-100.0764,1.13,-0.1416323,-0.1694571,24.13,22.86872,1.985451,"[-0.5543, 0.6698, 0.0, 0.0]","[-1.1894, 0.3738, 0.0, 0.0]","[3.1953, -3.3473, 0.0, 0.0]","[0.0, 26.664, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",972.226318,1709.44214,-22.6828575,18.807415,0.326000005,1694.09,1088.85,0.0,7685.92,0.0,0.0,0.0,1,-19.97247929367745,-19.292004794379032,-19.94400479437904,0.0127375261779723,58474.0,1.1519659,18.86865996695717,18.699932,74328720000.0,-0.0001076720600803,-0.015225395,0.9923193525915964,1.0,0.034804374,-0.017241552,1.0744182,0.030734489,1.6919912,1.1562092,57.31272748677025,-29.36847778514165,0.3379768463027435,0.99244213,1.0784339,18.860289,74410580000.0,0.030256977,1.7992941,18.860289,-0.01725486,-0.0005498653231996,3375142670,4.0,18.86865996695717,-22.679283,0.030233646,81865730.0,0.034831233,0.026698243,-0.0038627447537804,1069724282591.5492,-0.0005498653231996,0.0005498653231996,-0.2591388031776895,0.940363906294576,-0.2591388119958628,0.9326822911780668,-0.2591387762321341,0.932732456296801,5.481104262347795,0.0630364207503379,0.7388680633624116,-0.0032948078438437,10.87163468969839,10.871156653969056,7.91310213879802,12.029271854340044,0.9669948008575453
111,7810428,0,2,0.574,257.0396,0.4247697,-45.1336,0.03502809,-38.60705,2.43,-0.7284846,0.594702,22.57,22.9114,2.719391,"[-1.7717, 0.3149, 0.0, 0.0]","[1.5223, -0.2216, 0.0, 0.0]","[1.6348, -0.7302, 0.0, 0.0]","[0.0, 235.892, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1350.36792,3345.50391,-23.176899,20.0194073,0.574000001,1674.88,1055.21,0.0,19704.8,0.0,0.0,0.0,1,-23.328860155084943,-22.637742506031486,-23.43674250603149,0.0338881789745091,62676.0,0.58169174,19.822810504981188,19.811708,69689140000.0,0.0006774869238254,-0.7571915,0.9898267311335,1.0,0.4342678,-0.43387142,0.22944234,0.7578832,0.096627496,0.58169174,57.40935904821094,-29.711750566651887,0.5486769036332768,1.0,0.22944236,19.811708,69689140000.0,-0.01855016,0.7015616,19.811708,-0.43387142,-0.0009447072377833,3375530293,4.0,19.822810504981188,-23.15648,-0.01855016,25.233786,0.4342678,-0.032373697,-0.0051264494749596,1855751343954.9297,-0.0009447072377833,0.0009447072377833,-0.8067626348511592,0.1377319839208172,-0.8067626372630143,0.3944397325004867,-0.8067626372630143,0.3944397325004867,3.677715438727523,-0.2353071031225363,0.565578122897878,0.0,10.843165105134634,10.843165105134634,1.4019824156207863,12.268519783745536,1.1988028391296506
113,46389159,0,2,1.22,227.5097,0.06054864,-122.386,0.02491733,-116.3669,2.54,0.2648321,-0.0284483,22.77,22.8986,1.05324,"[-0.2617, 0.7904, 0.0, 0.0]","[0.0403, -0.0087, 0.0, 0.0]","[-0.8883, 3.3758, 0.0, 0.0]","[83.467, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1714.61914,8450.3291,-23.34128,22.5130882,1.22000003,1659.21,583.936,0.0,20792.6,0.0,0.0,0.0,1,-22.5995439642889,-22.537289916756663,-23.342289916756663,0.0148298418417988,225113.0,0.4434944,22.48826015467224,22.39936,170461710000.0,0.0048825984831738,0.115760714,0.9907100041036137,1.0,0.06384595,0.03816977,0.39074337,0.19363104,0.3611691,0.44392237,57.98795739471418,-29.592826552452863,1.226402082459377,0.9753641,0.390639,22.478127,170491530000.0,0.050688144,0.5346221,22.478127,0.037803084,0.020353316583119,3378709749,4.0,22.48826015467224,-23.328316,0.051179815,29819108.0,0.06323259,0.15521738,-0.0048956196870784,4146135963042.254,0.020353316583119,-0.020353316583119,0.3204029981279369,0.6755596497550307,0.3204029946006437,0.8810559504426755,0.3204029887372697,0.8799714448749342,3.692696518662095,-0.3526929695887937,0.5673436169696316,-0.0108332334264569,11.231702808163512,11.231626840787555,7.474494647954268,12.617643539685195,0.524633740073036
114,10865216,0,2,0.654,194.9845,0.532211,15.88655,0.03061939,41.94732,1.47,0.108407,0.3059354,20.11,21.5097,0.9712882,"[0.5475, -0.0065, 0.0, 0.0]","[0.6572, -0.1406, 0.0, 0.0]","[1.8724, -0.2755, 0.0, 0.0]","[0.0, 49.605, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1432.98291,3920.23462,-22.5121002,21.1084595,0.653999984,1744.08,784.508,0.0,10640.5,0.0,0.0,0.0,1,-24.37081019627399,-23.937938988699408,-24.76193898869941,0.0642302057392838,66664.0,0.32288623,20.88647072003004,20.790768,47006650000.0,-0.0005020526816789,0.22342993,0.9880871626180407,1.0,0.4827667,0.14182666,0.14412697,0.76053774,0.056373235,0.34712586,56.772198622887885,-29.825402912922183,0.6949906840389464,0.8173222,0.12108787,20.873459,75064420000.0,-0.36588094,0.4144587,20.873459,0.112450145,-0.0037139957036709,3375994931,4.0,20.88647072003004,-22.512838,-0.4614638,28057766000.0,0.38277134,-0.72697777,-0.0060171518910117,2503847186028.169,-0.0037139957036709,0.0037139957036709,1.4217074300061587,0.136016562513243,1.421707425135624,0.446370737311297,1.4217074239028429,0.3488299034933185,2.4501485172815616,-0.4595130312811767,0.3891924101934912,-0.0876067046703851,10.875434133286412,10.67215930163804,10.44805308891271,12.398607819630284,0.4925197391652904
115,3793933,0,2,0.436,285.7591,0.2799016,48.2765,0.0737714,-141.9555,2.94,-0.8453091,-0.8354131,21.15,21.13877,3.957005,"[-2.3561, 0.5027, 0.0, 0.0]","[-2.2524, 0.4835, 0.0, 0.0]","[1.7546, -1.0104, 0.0, 0.0]","[0.0, 292.801, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1166.50928,2405.4541,-23.3512402,18.9907455,0.43599999,1598.27,1173.11,0.0,24810.9,0.0,0.0,0.0,1,-25.387212601603785,-24.48284231432181,-25.39584231432182,0.0384559029795496,12660.0,2.6257632,18.92927817512773,18.91711,210640650000.0,-0.0011299905007682,0.39207643,0.9888556679809318,1.0,0.2602248,0.259327,1.5413713,0.39343378,1.9734032,2.625763,57.1933659707944,-28.811354534336346,0.4385530038175755,1.0,1.5413712,18.91711,210640650000.0,-0.021597283,4.533399,18.91711,0.259327,0.0011936943278589,2625296482,4.0,18.92927817512773,-23.384182,-0.021597283,0.17417139,0.2602248,-0.032652926,-0.0056205196899035,180892061061408.47,0.0011936943278589,-0.0011936943278589,0.8269433108002636,0.4353032245578305,0.8269433121459093,0.5870184696098582,0.8269433121459093,0.5870184696098582,14.670341535740064,0.4192555243287935,1.1664402246381491,0.0,11.32354218625647,11.32354218625647,-0.7590231821961619,14.25741950708712,1.7261606644772172
116,14022825,0,2,0.724,234.9633,0.5833465,-124.2539,0.03282771,2.197781,1.6,-0.246896,-0.3508786,23.31,22.76333,1.58974,"[-0.7488, 0.194, 0.0, 0.0]","[-0.9666, 0.3134, 0.0, 0.0]","[1.6545, -3.1515, 0.0, 0.0]","[0.0, 110.748, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1493.50708,4438.96582,-23.0538387,20.9065704,0.723999977,1747.53,757.217,0.0,11813.3,0.0,0.0,0.0,1,-21.327856188288624,-20.9371394803251,-21.8011394803251,0.0843158407012831,28091.0,1.2374369,21.13023234733957,21.11172,100701500000.0,-0.0037522994876655,0.28174525,0.9830932487364537,1.0,0.52357477,0.28682634,0.38694927,0.51429975,0.70681894,1.2374369,56.51071952016952,-28.86982568070107,0.7632627795740621,1.0,0.38694924,21.11172,100701500000.0,0.43801963,2.2036963,21.11172,0.28682634,-0.0013402545742398,2626163312,4.0,21.13023234733957,-23.009174,0.43801963,278.0992,0.52357477,0.4302602,-0.0085699684405609,19111067048022.53,-0.0013402545742398,0.0013402545742398,0.289879923881237,0.3207424813397537,0.2898799392083742,0.3127022264394092,0.2898799392083742,0.3127022264394092,9.066116103498173,0.0925230624092467,0.9574212764682808,0.0,11.003035939638732,11.003035939638732,2.4441997395434645,13.281284936146104,0.6889508963708916
120,5161303,0,2,0.49,206.538,0.1168216,-113.6787,0.0531217,-81.40929,2.21,-0.1530698,-0.424835,23.01,22.87538,1.742832,"[-0.3378, 0.1506, 0.0, 0.0]","[-1.299, 0.374, 0.0, 0.0]","[2.2875, -1.132, 0.0, 0.0]","[0.0, 60.411, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1245.45239,2765.02905,-22.5401001,20.1583977,0.49000001,1703.67,1125.57,0.0,17554.8,0.0,0.0,0.0,1,-22.721979419789776,-21.98284813928369,-22.794848139283687,0.0137023474940518,14747.0,1.1594015,20.07361103094713,19.85218,59939394000.0,0.000464507064938,-0.018122138,0.9958707746520254,1.0,0.12348411,-0.006113661,1.01253,0.3660321,0.9558924,1.3278544,56.24484037908436,-28.08402824065662,0.478069991980822,0.8048841,1.0359608,20.069118,68685320000.0,-0.06753963,2.0596936,20.069118,-0.0033479726,-0.0009406230194675,2625379983,4.0,20.07361103094713,-22.54112,-0.12333268,8745926000.0,0.067622565,-0.3655832,-0.0020715778255149,1577252327481.6902,-0.0009406230194675,0.0009406230194675,-1.5460313534521248,0.4640944531570555,-1.5460313526180238,0.8733212242222851,-1.5460313545005366,0.7801764815540693,7.796783620288949,0.1231504570024648,0.891915481659629,-0.0942666517492442,10.836863925935065,10.777712347822398,9.941805798423012,12.197901176947704,0.8116699274026125
121,33924349,0,2,1.056,197.2423,0.2462302,-52.52117,0.07664661,-56.62567,2.46,0.1666153,0.03014087,22.35,22.49971,0.8468741,"[0.5959, -0.2426, 0.0, 0.0]","[-0.2142, -0.0954, 0.0, 0.0]","[3.075, -0.8712, 0.0, 0.0]","[0.0, 37.125, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1672.05896,7068.02051,-22.8437996,22.4586887,1.05599999,1670.61,677.039,0.0,19999.9,0.0,0.0,0.0,1,-23.09913913093072,-22.885293997439742,-23.683293997439744,0.0198733097817456,101271.0,0.49074996,21.96629219487257,21.971611,84197320000.0,-0.0005968278149784,-0.1497209,1.0049108405416478,1.0,0.2558711,-0.12872541,0.29077923,0.2976044,0.39295503,0.49074996,56.88455672794255,-28.178193241951742,1.0533155401453436,1.0,0.29077923,21.971611,84197320000.0,0.22113295,0.7259445,21.971611,-0.12872541,0.0195079099100999,2627500583,4.0,21.96629219487257,-22.82663,0.22113295,3.7840196e-05,0.2558711,0.25720036,0.0022555073001593,5856050692326.761,0.0195079099100999,-0.0195079099100999,-0.2635835098850783,0.5413018136088967,-0.2635834934664224,0.5925201415733852,-0.2635834934664224,0.5925201415733852,3.965556406515617,-0.3091397271263871,0.598304131710647,0.0,10.925298268129875,10.925298268129875,-4.422046622759198,12.767604827494068,0.45407878705008997
126,6040966,0,2,0.52,223.3572,0.373083,75.39692,0.0589104,118.4695,1.84,-0.05431996,-0.2711354,23.83,22.93431,1.837078,"[-0.114, 0.371, 0.0, 0.0]","[-1.2367, 0.5352, 0.0, 0.0]","[2.2818, -6.0908, 0.0, 0.0]","[0.0, 47.087, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1285.27393,2969.49683,-22.7679596,20.1154556,0.519999981,1739.41,1051.51,0.0,14029.4,0.0,0.0,0.0,1,-21.385195508047307,-20.74254756398852,-21.625547563988512,0.050724409296268,16546.0,0.44808713,20.31849203307878,20.188782,72871535000.0,-0.008663274472757,0.3225762,1.0048117226287774,1.0,0.35098675,0.33277813,0.21518093,0.3402266,0.2822592,0.4499542,56.22383686945255,-29.441794408348045,0.5531829588137156,0.97677624,0.21615775,20.323704,73034140000.0,-0.11163318,0.57336545,20.323704,0.33293238,-0.0006412089969829,2625531495,4.0,20.31849203307878,-22.736597,-0.11158146,162601250.0,0.35114944,-0.10816072,0.0023593920410627,3552740897171.831,-0.0006412089969829,0.0006412089969829,0.9471591999256364,0.4922849502208068,0.94715920438784,0.480221154943434,0.9471592050179533,0.4803994076973439,2.8567102566583533,-0.3468316900014448,0.4558661940699617,-0.0102049131114862,10.863525919677382,10.862557917802665,8.211123879917432,12.550563535372318,0.8685680417448568
129,20180474,0,2,0.842,240.4363,0.1006359,54.61254,0.0408538,-62.02767,2.35,0.2665662,-0.1229092,21.93,21.44267,1.652886,"[0.9591, -0.4854, 0.0, 0.0]","[-0.5965, 0.2069, 0.0, 0.0]","[4.1841, -1.5665, 0.0, 0.0]","[0.0, 79.418, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1574.97473,5343.83252,-23.2027397,21.2785225,0.842000008,1685.82,819.817,0.0,18919.1,0.0,0.0,0.0,1,-23.6125023557299,-23.202196354933843,-24.004196354933843,0.0207050053702239,36939.0,0.7062395,21.159968614049365,20.990347,94771690000.0,-0.003582059316338,-0.30979493,0.9677531621500736,1.0,0.103709236,-0.10179611,0.57356197,0.3156171,0.49480534,0.70628434,56.41760307971305,-29.1821024927943,0.8375882174665805,0.9994624,0.5735534,21.12438,94772770000.0,0.019820783,0.9511845,21.12438,-0.10175804,-0.0036066728488697,2626542623,4.0,21.159968614049365,-23.182745,0.019828198,1085118.9,0.10367045,0.060342927,-0.0165368587147705,8930120706884.508,-0.0036066728488697,0.0036066728488697,-0.6892108348636429,0.5201991271274671,-0.6892108332950827,0.8121351355587059,-0.6892108352176931,0.8120714553965281,5.349161628211104,-0.1510204229814304,0.7282857205683598,-0.0002335394945135,10.97668357428456,10.976678625176149,6.035477327847907,12.950857329211008,0.8096517854098872
131,9658813,0,2,0.624,199.5262,0.2018827,53.52919,0.04491387,118.8693,1.92,-0.4579801,0.1071423,17.69,19.06092,1.245997,"[-1.0554, 0.1476, 0.0, 0.0]","[0.2813, -0.0432, 0.0, 0.0]","[2.7704, -0.2829, 0.0, 0.0]","[0.0, 66.307, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1403.79321,3702.33081,-22.5499992,20.916378,0.624000013,1733.58,952.843,0.0,14781.2,0.0,0.0,0.0,1,-27.53454845371589,-26.980819902405365,-27.84781990240537,0.0288062863949333,20957.0,0.46715087,20.8132972269224,20.823717,74597210000.0,-0.0032610259079767,0.2736309,1.0096432732976952,1.0,0.17961699,0.15592466,0.32488734,0.31520835,0.35227448,0.46715087,56.39060138961662,-28.03332007823579,0.6265157357219666,1.0,0.32488737,20.823717,74597210000.0,0.08916143,0.6765771,20.823717,0.15592466,0.0006271774920399,2625759751,4.0,20.8132972269224,-22.568102,0.08916143,73.88956,0.17961699,0.15646864,0.004781501943108,11163476821814.086,0.0006271774920399,-0.0006271774920399,0.5256761898338191,0.5206716091799665,0.5256761647217855,0.6954655881069389,0.5256761647217855,0.6954655881069389,3.150432190338574,-0.3305428380057831,0.4983701363305433,0.0,10.872722584788177,10.872722584788177,1.868583080415296,13.047799475010851,0.6301875376591911
132,1385503,0,2,0.302,208.9296,0.3705935,23.55123,0.0517634,74.78359,2.2,0.2973151,0.01739945,24.05,23.28453,1.8707,"[-0.6209, 1.2432, 0.0, 0.0]","[0.2829, 0.4399, 0.0, 0.0]","[-2.0239, 2.5962, 0.0, 0.0]","[26.926, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",922.962646,1564.61011,-22.4292984,18.8447323,0.301999986,1704.92,1329.39,0.0,17458.4,0.0,0.0,0.0,1,-21.858022212276364,-20.93258472537648,-21.74658472537648,0.0665297913033922,8795.0,1.2168349,18.470497394005967,18.195286,42664526000.0,-0.0002231573146166,0.2776012,0.995113962154366,1.0,0.40561342,0.19451755,0.5418273,0.5788618,0.5224792,1.2996618,56.26046431778946,-29.294777263128708,0.2610918289884965,0.88847244,0.5495832,18.46518,48329142000.0,0.33680362,1.9587927,18.46518,0.18406561,-5.408479908253988e-05,2625059854,4.0,18.470497394005967,-22.39023,0.3559286,5664618500.0,0.38381875,0.50795525,-0.0024520343411551,2360693485971.831,-5.408479908253988e-05,5.408479908253988e-05,0.2500788210286387,0.266735330005856,0.2500788297324898,0.4452759876135983,0.2500788301117405,0.4228663252431936,5.139605912809755,0.1138303542279264,0.7109298200743546,-0.0513560392616713,10.68420908506288,10.63006692501312,9.753170666375244,12.373039601651913,0.9802589936501023
135,229733,0,2,0.16,279.8981,0.2967346,55.7922,0.0485475,-91.33297,1.45,-0.242352,1.117299,21.01,21.4915,3.953903,"[0.3166, -0.0716, 0.0, 0.0]","[-0.7036, 3.2312, 0.0, 0.0]","[-0.6418, 2.1075, 0.0, 0.0]","[99.485, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",568.838135,765.428589,-23.08988,16.4896431,0.159999996,1742.93,1473.61,0.0,10461.9,0.0,0.0,0.0,1,-23.92805282655202,-23.00559521709636,-23.81059521709636,0.103978815014235,57759.0,0.9191345,17.78829142199324,17.526232,109032230000.0,7.66235590098363e-05,0.32175937,0.998722384167332,1.0,0.29076245,0.15360732,0.5506564,0.60905653,0.25137603,0.93203217,57.60627330214418,-28.866602722083528,0.2638066076709089,0.88843644,0.51212543,17.786903,123508420000.0,0.21286103,1.0346209,17.786903,0.13244323,-0.0016273651354607,3375058486,4.0,17.78829142199324,-23.09022,0.24687567,14476191000.0,0.25070107,0.51712745,-0.0006407469274178,16912173638670.424,-0.0016273651354607,0.0016273651354607,0.2782935104606663,0.2429643875193623,0.278293506823626,0.5991031314588322,0.2782935151063235,0.5494717810893902,3.7138309567116328,-0.0305690972894045,0.5698221319729244,-0.0513736367890703,11.091696565975342,11.037554894657507,10.160654304589436,13.22819942892322,1.907633776196476
136,7533320,0,2,0.566,234.4229,0.0640926,72.85174,0.03053886,96.34458,2.29,0.001206126,0.4347196,21.99,21.41254,2.095201,"[0.0117, 0.0094, 0.0, 0.0]","[-0.5995, 1.4957, 0.0, 0.0]","[-1.7021, 2.752, 0.0, 0.0]","[83.811, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1341.24475,3289.20947,-22.9292984,20.2221584,0.565999985,1693.71,1055.29,0.0,18332.9,0.0,0.0,0.0,1,-23.760155862554825,-23.08366097511736,-23.88666097511736,0.0179492214979921,17661.0,1.0897181,20.10417369072034,20.09877,89084440000.0,0.0021848184724689,-0.0032963245,0.9950355113513432,1.0,0.07907665,-0.0011356421,0.9300052,0.22952856,1.1122257,1.0897181,56.902118669774936,-28.15676554257287,0.5717278644555799,1.0,0.93000513,20.09877,89084440000.0,0.0790685,1.7749044,20.09877,-0.0011356421,0.0164119762312241,2625546021,4.0,20.10417369072034,-22.937351,0.0790685,50.016907,0.07907665,0.2295049,-0.0026282382606996,240194793645070.44,0.0164119762312241,-0.0164119762312241,-0.007180887778279,0.6266397115650454,-0.0071808875818101,0.8534364455245407,-0.0071808875818101,0.8534364455245407,7.034105264336048,0.0373141645016059,0.8472088631816944,0.0,10.94980185429202,10.94980185429202,1.6991168318494003,14.38056358959594,0.9861099189492392
142,13086012,0,2,0.704,318.4198,0.4116405,29.16158,0.119733,-172.6104,2.19,-0.6753243,0.1835227,21.63,21.92739,3.301495,"[0.6353, -2.6463, 0.0, 0.0]","[-0.5479, -0.186, 0.0, 0.0]","[-0.7604, 1.8269, 0.0, 0.0]","[350.964, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1477.22681,4289.29932,-23.8361206,20.0298119,0.703999996,1706.11,917.02,0.0,17361.5,0.0,0.0,0.0,1,-23.863936227321144,-23.342197869499667,-24.15719786949967,0.0774214648540539,36341.0,1.3351678,20.04344670456032,19.932207,280955200000.0,0.0010950012065467,-0.7375329,0.987832682975676,1.0,0.4241046,-0.39748293,0.5402446,0.7869296,0.19778924,1.3353801,56.12151499587444,-28.2513439349881,0.7734193867847994,0.9981018,0.540016,20.030155,280958140000.0,0.14780867,1.6587731,20.030155,-0.39725915,0.0012596249306715,2626379664,4.0,20.04344670456032,-23.868053,0.14789192,2933201.8,0.42386582,0.2744147,-0.0061411281678251,37808168106185.92,0.0012596249306715,-0.0012596249306715,-0.6072979508310095,0.119238268993919,-0.6072979409963707,0.4046267344079627,-0.6072979543470696,0.4043912364524549,9.832284982323376,0.1256049000354112,0.9926544578011828,-0.0008251611940393,11.448641619117772,11.448637074553028,6.467341942834492,13.577585635293016,1.569511121194956
143,7044135,0,2,0.552,172.9816,0.3838064,50.51739,0.02353192,-60.78994,2.59,0.06070655,0.09992436,22.67,21.55638,1.103665,"[0.121, 0.3923, 0.0, 0.0]","[-0.4684, 0.6014, 0.0, 0.0]","[-5.3, 2.789, 0.0, 0.0]","[12.597, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1324.84302,3191.15503,-22.1215191,20.9502201,0.551999986,1651.86,1079.12,0.0,21289.3,0.0,0.0,0.0,1,-23.41880692355536,-22.68093884883245,-23.50193884883246,0.0332974309806751,62633.0,0.3481735,20.915626000420733,20.800117,34693288000.0,-0.0015212076819495,0.4385377,0.9891782606159518,1.0,0.37989095,0.37610996,0.15764682,0.44294626,0.19792779,0.3561743,57.57878974048048,-29.67670211218521,0.542422806757699,0.93895257,0.16006115,20.903812,35287400000.0,-0.053010862,0.51269585,20.903812,0.37291977,-0.0035494375961857,3375529523,4.0,20.915626000420733,-22.08987,-0.05346435,594111000.0,0.3766687,-0.062338505,-0.0054626015951944,830275676304.2253,-0.0035494375961857,0.0035494375961857,0.8560005710052614,0.3860529897069125,0.8560005726527691,0.4527823623765588,0.8560005723690864,0.4493898889376748,2.2386638550884745,-0.4483374205573718,0.3499888873084418,-0.0273563450155969,10.547619660421438,10.540245461346473,8.773867593438924,11.919222315050083,0.5629746145499203
