,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN
27,61535,0,2,0.102,189.2344,0.3156743,64.17694,0.05244845,-26.39467,0.53,0.1867851,-0.5676444,21.21,22.35824,1.615864,"[0.382, -0.0955, 0.0, 0.0]","[-1.3553, 0.1884, 0.0, 0.0]","[2.2468, -0.3473, 0.0, 0.0]","[0.0, 14.413, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",387.118622,470.118378,-22.0195808,16.4434528,0.101999998,1297.96,1019.13,0.0,3038.39,0.0,0.0,0.0,1,-21.10121759219015,-20.37635330166815,-20.74835330166815,0.1482934932072497,417.0,4.0,0.8463604,-28.214910159356563,1.360622,0.88684666,0.8983388,0.87962574,20.38311953709136,52.74988525115604,20.376646,1.0,0.9940554298552926,0.85157067,2563368302,8914103,0.5342,775.2,688.4,0.8106,658.0,0.5063,760.9,0.6286,742.9,-20.79942678922088,0.7119,718.9,0.5723,5323.721,2903.3416,-28.22270527263458,4950.0376,4226.9673,3743.35,1,1,3628.1787,4300.8926,4883.891,3750.2593,52.75736467732465,2787.835,5383.036,0.6692209,3665.0522,-0.05677085,0.01856121,0.025738645,0.20301577,-0.0071974937,0.0133913873989111,-0.005190413,0.21080402,0.02672605,-0.016679315984804,0.01927327,-0.0231290403669924,-0.1824322908360943,0.009657088160913,0.1056257173619457,-22.880394,0.96345204,149881140000.0,5085678150670.423,153866620000.0,3985477600.0,0.0014021268670488,0.007730289135185,-0.003016372106519,0.9217344891382826,0.6517949866633768,0.9217344919791856,0.9621823317955712,0.9217344865714728,0.9479392769978394,6.239623731723871,-0.0465598423739616,0.7951584011947579,-0.016169899360126,11.187144413709564,11.175746987689886,9.600480372561748,12.70634887219622,0.8097686144603095
31,75058968,0,2,1.548,251.1886,0.2142355,121.5832,0.04909736,161.1342,2.59,0.2644872,-0.2149081,21.11,21.7748,0.9962008,"[0.6676, -0.1172, 0.0, 0.0]","[-0.5302, 0.0834, 0.0, 0.0]","[1.9233, -0.5421, 0.0, 0.0]","[0.0, 166.527, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1746.92749,11341.583,-23.8469982,22.974371,1.54799998,1651.86,411.983,0.0,21289.3,0.0,0.0,0.0,1,-23.98280692955536,-24.24093884883246,-25.06193884883246,0.1344810943264492,9917.0,4.0,0.46281764,-28.381323661013,1.0027045,0.19343828,0.6516354,0.6516354,23.378819402585385,52.476118066299335,23.341703,1.0,0.9663926204381176,0.4628176,2579189179,3484095,0.2178,310.7,270.2,0.3305,256.3,0.2064,304.0,0.2563,295.5,-24.92795361981512,0.2902,284.4,0.2333,19713.969,5449.3975,-28.401987425743155,17591.602,14719.936,12841.303,1,1,12485.122,14954.267,17380.416,15113.086,52.50053262634861,5254.1997,19912.012,2.5784621,14803.703,-0.62599194,0.06427217,0.06427217,0.25665534,-0.15676221,-0.1396038688891578,-0.15676221,0.67656326,0.1694264,0.0960003313456533,0.1694264,0.0960003313456533,0.3833540626749139,-0.1396038688891578,-0.5574742248659733,-23.097595,1.0,118347310000.0,2090002853138.0283,118347310000.0,0.2691471,-0.0520612521628436,-0.0310305330293059,-0.0190433658920332,1.3762486380737131,0.1929164996539658,1.3762486290025688,0.7102401772432734,1.3762486290025688,0.7102401772432734,5.28473403371963,-0.1859953307369844,0.723023135334177,0.0,11.07315839098979,11.07315839098979,-0.5700102952493065,12.320146878982468,0.45320886623700873
35,53826421,0,2,1.31,249.4595,0.3495147,-22.76541,0.109704,168.8809,2.35,0.1615278,-0.3084543,22.21,23.17513,1.086318,"[0.7144, -0.0388, 0.0, 0.0]","[-0.6133, 0.1695, 0.0, 0.0]","[1.857, -0.4111, 0.0, 0.0]","[0.0, 150.484, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1729.39233,9228.20996,-23.6503811,22.4852066,1.30999994,1685.82,493.312,0.0,18919.1,0.0,0.0,0.0,1,-22.8645024237299,-22.92219635493384,-23.72419635493384,0.0567591591068267,9171.0,4.0,0.20059252,-28.600403339106062,0.43515143,0.2085102,0.23149824,0.2314475,24.192554107918635,53.75087831622064,24.21366,1.0,1.0196287473276535,0.20060827,2577437908,7388490,0.1841,223.3,200.9,0.2786,192.9,0.1745,219.7,0.2164,215.0,-23.719090054755235,0.2449,208.8,0.1971,7674.963,2878.7595,-28.62379808853044,7196.8086,5936.3633,5182.2114,1,1,5041.293,6028.2036,7112.3813,5624.526,53.760682045792514,2778.2166,7751.045,2.293471,5511.9893,0.32857588,0.025672324,0.025697464,0.12657417,0.06670846,-0.0641832765346094,0.06664319,0.35211238,0.071486905,0.0314475234683507,0.07141697,0.0314783200125196,0.1550480640862463,-0.0641204833769721,-0.3161379886043934,-21.444761,0.999252,12232945000.0,1108764816225.352,12233169000.0,224201.97,0.0098919047588147,-0.0125538666169955,0.0095432505079497,0.1838504386722914,0.4791669885546764,0.1838504384643686,0.8666868866055852,0.1838504166451349,0.8665650335637106,1.919426833552181,-0.6354523064222428,0.283171561939139,-0.0003249738278329,10.087538975510148,10.087531023126378,5.350639424299858,12.044839436277815,0.5244487576317644
38,11903900,0,2,0.678,214.783,0.331755,-79.83294,0.05508746,115.4376,1.81,0.07894157,0.4621317,20.31,20.79099,1.444112,"[-0.0824, -0.0025, 0.0, 0.0]","[-0.2212, 1.2207, 0.0, 0.0]","[-0.6421, 1.8094, 0.0, 0.0]","[91.89, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1454.87415,4096.46582,-22.7837791,20.9562664,0.677999973,1741.22,872.438,0.0,13748.8,0.0,0.0,0.0,1,-24.703323999242013,-24.224441072360666,-25.105441072360662,0.1821493039483581,6117.0,4.0,0.34888065,-27.85180608924849,1.0327059,0.3703976,0.71035856,0.71035856,22.48910490863804,53.37399928751677,22.45497,1.0,0.969049136719017,0.34888068,2570317880,2647708,0.2466,151.1,132.5,0.3745,126.0,0.2337,148.0,0.2902,144.1,-24.92499189784002,0.3288,139.0,0.2642,28319.283,18508.79,-27.86620592020356,27641.111,27226.805,20715.744,1,1,20250.771,27572.99,27372.854,21672.307,53.37812480331086,17968.305,28549.475,1.8348287,21315.078,-0.20057388,0.30892125,0.30892125,0.42729774,-0.14500786,0.2785213679027941,-0.14500786,0.47203097,0.3412618,-0.1971939820627693,0.3412618,-0.1971939820627693,-0.2727573523136219,0.2785213679027941,0.3852488299960012,-23.35266,1.0,224287820000.0,2032741373115.493,224287820000.0,0.00068996346,0.0142501243474037,0.0070598318712843,-0.0159686624309718,1.0048331375681048,0.3586670633967045,1.0048331286700285,0.4911331967986215,1.0048331286700285,0.4911331967986215,6.031360588730198,-0.1485223818131656,0.7804152938190547,0.0,11.350805689764794,11.350805689764794,-3.1611739085969046,12.30808212660961,0.6656918234012048
44,8730702,0,2,0.6,174.9847,0.2321808,-64.772,0.05190619,-134.3704,2.18,-0.3744548,0.05921166,22.07,23.27635,1.028262,"[-0.8762, 0.1409, 0.0, 0.0]","[0.1417, -0.0094, 0.0, 0.0]","[2.7392, -0.3292, 0.0, 0.0]","[0.0, 39.631, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1378.92273,3530.04224,-22.1877213,21.1511784,0.600000024,1707.32,1013.53,0.0,17265.1,0.0,0.0,0.0,1,-23.515845466700004,-22.891811590719463,-23.707811590719466,0.0627314828561048,8220.0,4.0,0.43634713,-28.169717743491702,0.888927,0.54159,0.5089577,0.5089577,23.363441492944776,53.19264912373685,23.361189,1.0,0.997927425434801,0.43634713,2576153704,8627148,0.3042,119.1,106.8,0.4587,102.5,0.2886,117.1,0.3571,114.6,-23.71082633122667,0.4037,111.2,0.3256,7727.5063,4526.839,-28.1895589790876,8141.9946,6693.293,5404.4624,1,1,5277.662,6782.7803,8059.283,5985.9375,53.20020110939627,4390.1484,7793.3154,2.117341,5881.951,-0.09572529,-0.07059037,-0.07059037,-0.22313909,-0.03028283,-0.0482966209287026,-0.03028283,0.24280524,0.07681178,0.0597284389292444,0.07681178,0.0597284389292444,0.188804080979201,-0.0482966209287026,-0.1526676285587611,-22.576378,1.0,67914660000.0,4174764672360.564,67914660000.0,0.17962654,0.0094130286462242,0.0022061490132733,-0.001084587461849,-0.9880224520596612,0.6092626064246831,-0.988022438370002,0.8573348008452535,-0.988022438370002,0.8573348008452535,4.267968964962838,-0.2933183108262383,0.6302212527406259,0.0,10.831963530832695,10.831963530832695,-0.745629495486054,12.620631999729634,0.523497151197367
47,65718203,0,4,1.446,277.9713,0.4840605,-48.08993,0.03287599,-19.99786,3.05,-0.1860312,-0.1695945,22.71,21.36237,1.332997,"[-0.0439, -0.5961, -0.9636, 0.3013]","[-0.9153, -0.6783, 0.0496, 0.2812]","[4.6822, -4.8073, 3.4598, -0.5947]","[7.56, 12.347, 0.0, 128.339]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1742.70007,10426.4287,-24.0362587,22.5004177,1.44599998,1580.97,528.462,0.0,25931.9,0.0,0.0,0.0,1,-22.91317171092073,-23.0038529119024,-23.9178529119024,0.1323741787887753,7345.0,4.0,0.38660794,-27.75092216537409,0.69916004,0.50333047,0.46181947,0.4418648,24.99573154364537,52.59416782294913,24.970825,1.0,0.9773215175296264,0.3980552,1894570033,3187708,0.2259,258.6,225.4,0.3422,213.9,0.2142,253.1,0.2657,246.1,-23.88634203363786,0.3007,237.0,0.242,4641.6587,827.1647,-27.762880873363283,4002.1323,3951.6406,2880.226,1,1,2802.815,4013.6897,3954.6824,3723.4658,52.61522525166933,798.1974,4687.825,2.921431,3648.3054,0.04869806,0.06364542,0.07076221,0.15540177,0.022174668,-0.0017970448383566,0.019944489,0.16285335,0.074155286,0.0666776599941679,0.06669725,0.0741335083807515,0.1628055192745631,-0.0016163101860875,-0.0039465125077539,-21.929998,0.7669933,22923952000.0,3318506002749.296,23239508000.0,315556130.0,0.0106546494181271,0.0206586659211727,-0.0118028625068917,0.6335600929566781,0.7199073407501981,0.6335600740621244,0.87494625533616,0.6335600802025113,0.861928185138524,3.632499104652439,-0.3355277614679621,0.5602055159240706,-0.1152084297742755,10.366226929434864,10.360289490426222,8.499076621206456,12.52094260756147,0.7438451559741923
48,2724885,0,2,0.386,208.4491,0.5943185,-124.907,0.0351053,-103.3932,2.26,-0.1003837,0.5920776,20.91,22.14679,1.864,"[0.2551, 0.1548, 0.0, 0.0]","[1.6223, -0.239, 0.0, 0.0]","[1.6707, -0.3201, 0.0, 0.0]","[0.0, 70.925, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1084.2074,2082.7583,-22.4862576,19.4929352,0.386000007,1697.55,1236.59,0.0,18040.9,0.0,0.0,0.0,1,-24.985290989208128,-24.133768996123205,-24.937768996123204,0.1577308048592144,6784.0,4.0,0.63422364,-27.71414564260651,1.1758333,0.6167273,0.7445445,0.74454445,23.912715722031503,52.793143480414855,23.81566,1.0,0.9144877701972132,0.6342237,1888638413,4160555,0.2219,304.3,272.7,0.3368,261.5,0.2103,299.1,0.2611,292.5,-25.040331693268392,0.2958,283.8,0.2377,25976.389,14896.927,-27.72926826803548,27302.332,22348.904,18173.506,1,1,17710.105,22674.135,27000.865,20162.441,52.80962061557008,14408.485,26217.336,2.1401672,19781.674,0.12657511,-0.07312925,-0.07312925,-0.28506592,0.032470886,-0.0068798804262259,0.032470886,0.31190357,0.080014035,-0.0797177085672805,0.080014035,-0.0797177085672805,-0.310748452472941,-0.0068798804262259,-0.0268185354806609,-23.192955,1.0,131325300000.0,2506449980574.648,131325300000.0,0.044472817,0.0137654462167615,5.436875017750253e-06,-0.0458000878129416,-0.5764630376029434,0.524502292053247,-0.5764630350417512,0.8518277883117369,-0.5764630350417512,0.8518277883117369,6.2351791949608,-0.1281093401859607,0.794848939332501,0.0,11.118348401580196,11.118348401580196,-1.351905360571121,12.399059042131928,0.9115818963336753
53,50650679,0,4,1.272,277.9713,0.5101913,42.46428,0.06534059,-145.8851,1.89,-0.1067335,-0.06485402,23.63,22.93902,1.178077,"[-0.5775, 0.3324, -0.1124, 0.2986]","[-0.4378, -0.1762, 0.3952, 0.3498]","[1.8897, -1.3423, -2.0891, 3.9711]","[0.0, 84.196, 76.622, 71.24]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1723.77197,8898.08203,-23.9057598,22.1127224,1.27199996,1735.9,380.737,0.0,14498.4,0.0,0.0,0.0,1,-20.904600427205366,-21.00447808375968,-21.88347808375968,0.0581826364072148,6243.0,4.0,0.21008123,-27.934692761563383,0.348816,0.18904442,0.26091233,0.26091233,23.190505554550253,52.79542955790719,23.125706,1.0,0.942063257662926,0.21008123,2570359757,6183488,0.36,161.2,142.6,0.5457,136.0,0.3413,158.1,0.4235,154.3,-21.826781302949,0.4794,149.1,0.3856,1601.5474,1022.204,-27.951131542510097,1562.9487,1508.1608,1153.877,1,1,1120.8179,1532.7502,1543.5166,1217.9039,52.8074087795881,984.1953,1618.2386,1.876935,1192.2028,-0.25597787,-0.05475619,-0.05475619,-0.1507123,-0.09300085,-0.099513057190403,-0.09300085,0.29705027,0.10792311,0.0417678073059353,0.10792311,0.0417678073059353,0.1149627545792062,-0.099513057190403,-0.2739022206124075,-22.739687,1.0,47359787000.0,1223283714884.507,47359787000.0,0.00050078926,0.0016458687152677,-0.0177666128419335,-0.0304456338419629,-1.304735411052934,0.5419602731324341,-1.3047353973271232,0.8051794167772516,-1.3047353973271232,0.8051794167772516,2.2124461657162904,-0.5835053968505952,0.3448727120402378,0.0,10.67540974048571,10.67540974048571,-3.30034499364098,12.087527194173664,0.4880819920527693
54,12265074,0,2,0.686,287.7398,0.09541145,76.94339,0.06247884,-75.78483,1.47,-0.2875188,0.1253554,20.19,19.69494,2.010324,"[0.6685, -0.9894, 0.0, 0.0]","[-0.1913, 0.9457, 0.0, 0.0]","[-1.5777, 4.2344, 0.0, 0.0]","[103.993, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1461.90955,4155.61816,-23.5568581,20.2223206,0.68599999,1744.08,746.198,0.0,10640.5,0.0,0.0,0.0,1,-24.258810190273987,-23.85793898869941,-24.681938988699407,0.1394960525745199,1599.0,4.0,0.30224162,-27.53732264168453,0.35548493,0.26980424,0.3220144,0.32200727,22.043375466026657,52.942386181846594,22.005419,1.0,0.9656446186017492,0.3022348,1879749548,7075696,0.1796,223.3,192.9,0.2712,182.5,0.1704,218.2,0.211,211.9,-24.549366196303595,0.2386,203.5,0.1923,28353.225,21070.832,-27.547955813044773,29831.822,29157.078,22129.396,1,1,21545.781,29595.396,29491.89,27709.477,52.94687669969799,20354.443,28623.566,1.4265995,27176.355,0.052850135,-0.029213171,-0.0292338,-0.12642357,0.012220904,0.0011648897658432,0.01221228,0.13702574,0.031685416,-0.0316416512031004,0.031663056,-0.0316639952799277,-0.1369331098465498,0.0011640677474532,0.0050376453399251,-23.301764,0.99922043,169170850000.0,2660014858816.9014,169172160000.0,1317429.2,0.0141492400148673,0.0159981030548076,-0.0178574585697206,-0.587417713342565,0.7589751174897249,-0.5874177128456926,0.9386174463930336,-0.5874177092261896,0.9385754319125212,2.725479003474456,-0.4921247068734047,0.4354428406618967,-0.0003386949846414,11.228328894440676,11.228325531428856,6.119727285079636,12.424884062602557,1.0201876018956317
55,16390358,0,2,0.772,242.661,0.1442349,0.227859,0.061347,-57.41763,1.91,0.2864611,-0.2515646,23.47,23.07161,1.699724,"[0.9413, -0.3117, 0.0, 0.0]","[-0.8263, 0.3222, 0.0, 0.0]","[2.5235, -1.4433, 0.0, 0.0]","[0.0, 103.738, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1529.5177,4802.66162,-23.1744003,21.0050087,0.772000015,1734.34,802.959,0.0,14686.6,0.0,0.0,0.0,1,-21.59260631856513,-21.18874009733275,-22.05974009733275,0.0317602794329522,6329.0,4.0,0.41820344,-28.530698861290844,1.2763511,0.25856197,0.67407644,0.67407644,24.305364414556266,53.59950918291108,24.321987,1.0,1.0154279071676422,0.4182034,2570903293,4782100,0.4509,285.0,256.5,0.6825,246.4,0.4275,280.3,0.5301,274.4,-22.0912734448818,0.5999,266.5,0.4828,1983.8341,1236.2216,-28.55676250678886,1962.854,1816.1666,1405.3923,1,1,1371.4829,1841.0367,1942.284,1504.4202,53.60492283187932,1197.5607,2001.1809,1.9137899,1477.6646,0.4156928,-0.18250863,-0.18250863,-0.51661485,0.1468551,0.1558135722052222,0.1468551,0.6630923,0.23425588,0.1749226917419045,0.23425588,0.1749226917419045,0.4951418619224895,0.1558135722052222,0.441050966493937,-22.678894,1.0,43196396000.0,1798489863932.3943,43196396000.0,0.56340975,0.0317322512189733,0.012008665118365,0.0070460027801939,-0.4466140082322776,0.2025790702871971,-0.4466140016999652,0.6204095290660422,-0.4466140016999652,0.6204095290660422,5.708455521423162,-0.1712908518506808,0.7565186215111193,0.0,10.63544751388423,10.63544751388423,-0.2491756416694507,12.25490799453116,0.7851480988445395
57,6859988,0,2,0.546,195.8845,0.2234625,62.66535,0.05439871,161.1239,2.37,-0.06640996,0.09059279,23.53,22.13098,1.418058,"[0.4114, -0.413, 0.0, 0.0]","[-0.44, 0.7138, 0.0, 0.0]","[-3.6275, 10.6942, 0.0, 0.0]","[14.018, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1317.64575,3149.32617,-22.4431801,20.5939083,0.546000004,1683.11,1078.63,0.0,19114.9,0.0,0.0,0.0,1,-22.33086014770153,-21.62132277561236,-22.42132277561236,0.0098109812376534,9328.0,4.0,0.38658276,-28.17327332108356,0.7763962,0.2322112,0.4801192,0.4801192,24.65598252540828,52.67826574797255,24.601774,1.0,0.9512982024516928,0.3865828,2577931674,9838071,0.4321,226.0,200.5,0.6498,191.5,0.41,221.8,0.5067,216.5,-22.41529990463951,0.5723,209.5,0.4622,1891.7288,566.6467,-28.192612485890148,1647.1128,1383.0214,1253.5471,1,1,1216.0563,1406.5782,1625.8286,1340.6311,52.69806263041121,544.80914,1912.3107,2.3777447,1311.2205,-0.20388918,-0.0999197,-0.0999197,-0.4995334,-0.04078315,-0.0463497632702175,-0.04078315,0.53954095,0.10792225,0.0974623577347822,0.10792225,0.0974623577347822,0.4872483055996921,-0.0463497632702175,-0.2317186259726675,-22.771347,1.0,88321130000.0,2568917049690.141,88321130000.0,13.763576,-0.0111943397121514,0.017616978737915,-0.0254904980845953,-0.9791583471442789,0.299088553397036,-0.9791583461427412,0.8051808258960499,-0.9791583461427412,0.8051808258960499,3.9565304431405752,-0.3186509262172066,0.5973145117132433,0.0,10.946064616879973,10.946064616879973,1.138731285301943,12.409750081127592,0.7081946268625575
61,9204144,0,2,0.612,238.2319,0.2511473,37.75023,0.08674918,-128.0919,2.9,0.5246224,0.06014218,21.53,21.6293,2.157331,"[-0.5226, 1.5436, 0.0, 0.0]","[0.0824, 0.7028, 0.0, 0.0]","[-0.9126, 2.1373, 0.0, 0.0]","[116.552, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1391.53992,3615.97778,-23.0060787,20.3970509,0.611999989,1604.51,1029.34,0.0,24404.6,0.0,0.0,0.0,1,-24.795358480055828,-24.072527710272706,-24.986527710272707,0.146009104411573,10638.0,4.0,0.32565644,-28.06288883303561,0.5648224,0.4745084,0.3432149,0.34321484,23.41397154802073,52.84550302720064,23.359941,1.0,0.951454388951913,0.32565644,2581139921,1260119,0.1776,85.73,74.18,0.2666,70.2,0.1686,83.8,0.2081,81.39,-25.07880428714631,0.2349,78.2,0.1899,14588.611,3369.4607,-28.08061011954328,12791.213,12194.136,9261.008,1,1,9011.597,12384.976,12640.897,11606.33,52.86311095300181,3252.008,14732.729,2.7868466,11372.857,-0.022085268,-0.025388803,-0.025388828,-0.084042855,-0.006671823,0.0105312474186786,-0.006671817,0.08689626,0.026250824,-0.0240457384839945,0.0262508,-0.0240457606643781,-0.0795969954236691,0.0105312377044046,0.0348608498724642,-22.29017,0.99999905,46715150000.0,2024932989476.0564,46715160000.0,7311.339,-0.0098644444313824,-0.0076488072353104,-0.02526988764344,-0.9138860023582372,0.840102011494839,-0.9138860089917428,0.94884135682423,-0.9138859984979834,0.9488413080125268,2.7332411789248567,-0.4644338663731115,0.43667795516682,-4.125799537834082e-07,10.669457840650182,10.669457747683673,3.863996921015063,12.306410655806337,1.0485973074270294
63,14002518,0,2,0.724,213.3045,0.2501164,-98.20956,0.02242169,-141.9639,1.56,0.2558326,0.07361611,22.07,22.29598,1.105859,"[-0.28, 0.7329, 0.0, 0.0]","[-0.0398, 0.404, 0.0, 0.0]","[-0.8121, 3.1184, 0.0, 0.0]","[50.19, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1493.50708,4438.96582,-22.8001595,21.1602516,0.723999977,1747.15,741.369,0.0,11450.1,0.0,0.0,0.0,1,-22.50004642112125,-22.11774644148144,-22.98174644148144,0.0707107716688476,5191.0,4.0,0.4771265,-28.17949795494627,1.2406552,0.5290567,0.6263055,0.62511694,23.97351974573127,53.1075005922103,23.95518,1.0,0.9832496205887216,0.47752914,2568906647,2052513,0.3256,143.1,129.5,0.4899,124.7,0.309,140.9,0.3819,138.1,-23.028185723485407,0.4314,134.3,0.3483,8059.395,5050.9365,-28.197146603922626,8410.962,8185.6387,6161.133,1,1,5996.762,8310.332,8314.141,6862.0244,53.11399476419677,4877.093,8137.17,1.6133236,6728.3594,0.3887787,0.03427102,0.03440336,0.10263685,0.13031667,0.1338891301679053,0.12981538,0.40209848,0.1347814,-0.0154235937105295,0.13426293,-0.0154831536042153,-0.0461914792061192,0.1333740915289867,0.3994365185650835,-22.179682,0.98843306,43308240000.0,1915615618523.944,43312300000.0,4056580.0,0.0002021955141352,-0.0210174951386347,-0.0087009023548061,0.1290546843709619,0.4264333109181699,0.1290546928778458,0.7632595921165454,0.129054694197834,0.76245398526,5.330477691522762,-0.2032137744568234,0.7267661301328359,-0.0050527372324656,10.636611246551048,10.63657053483076,6.608160045139697,12.282308369303497,0.5560281163200471
66,29767290,0,4,0.996,223.3572,0.5530586,-100.9869,0.04806673,-75.1776,2.13,-0.02338825,0.04193266,21.37,21.09092,1.316073,"[-0.137, 0.4326, -0.4981, 0.0121]","[-0.6034, -0.104, 0.0243, 0.7042]","[2.6544, -0.9684, -1.2931, 2.2058]","[12.078, 31.835, 25.385, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1650.26575,6574.68506,-23.1249599,21.9604149,0.995999992,1713.06,660.684,0.0,16782.7,0.0,0.0,0.0,1,-23.758309164948667,-23.538878735015608,-24.36187873501561,0.106710909644673,8609.0,4.0,0.4757488,-28.278583031052,1.6671351,0.15105468,1.0342219,1.0342219,23.38777087981271,53.13042644750753,23.382084,1.0,0.9947757853362804,0.4757488,2576768912,3601128,0.2983,186.8,167.9,0.4505,161.3,0.2829,183.7,0.3504,179.8,-24.37804004180663,0.3962,174.6,0.3193,22496.85,10535.282,-28.30277753481171,22876.53,18631.662,15704.498,1,1,15339.256,18877.947,22647.05,17312.39,53.14060622722693,10220.732,22686.973,2.23548,17015.225,0.8222621,0.061421357,0.061421357,0.13847415,0.36472118,0.018767836308431,0.36472118,0.83384055,0.3698569,-0.3693804141689963,0.3698569,-0.3693804141689963,-0.8327663275193149,0.018767836308431,0.0423119946768622,-23.420868,1.0,177526130000.0,6780059924912.677,177526130000.0,0.08681247,0.0007709702524901,-0.0055018990343965,-0.0026377789116716,0.0834204263156185,0.0906073636156301,0.0834204240526164,0.4600065221201117,0.0834204240526164,0.4600065221201117,8.609135355003747,0.0146137298665799,0.9349595359592352,0.0,11.249262285726935,11.249262285726935,-1.0614178869985016,12.831233532354362,0.5541324920836064
