,om10M_i,om10z,index,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,bin
670,-22.10654999579947,2.07,876,0.011476647584082317,7880.0,4.0,0.19365545,-28.423667295647945,0.35298184,0.119836375,0.24185535,0.24185534,23.635747655355868,53.411439598892585,23.62928,1.0,0.9940608593150456,0.19365546,2575574808,7654620,0.3884,227.7,199.9,0.589,190.2,0.3681,223.1,0.4569,217.3,-22.095501244801767,0.5174,209.6,0.416,1850.8649,1110.4215,-28.450903564298176,1958.069,1619.7703,1296.991,1,1,1267.0121,1641.0992,1938.4537,1430.9755,53.41613018880387,1077.3535,1866.3611,2.0731046,1406.4995,0.05931519,-0.10987076,-0.10987076,-0.4895169,0.013313136,0.0179656822215727,0.013313136,0.49309745,0.1106744,0.1092064919144723,0.1106744,0.1092064919144723,0.4865573375746306,0.0179656822215727,0.0800440922164799,-22.375889,1.0,43377377000.0,1264926950760.5637,43377377000.0,7.2298346,-0.0007853030493828,-0.000856343108429,-0.0029835366778026,-0.7251066548060666,0.33949730536923517,-0.7251066542640979,0.8007077452097718,-0.7251066542640979,0.8007077452097718,2.033144619527262,-0.6164443012886349,0.3081682715199052,0.0,10.63726328698506,10.63726328698506,0.8591283618686706,12.102065445829917,2.0 - 2.5
990,-22.09648766138065,2.06,1289,0.013141672603862039,7880.0,4.0,0.19365545,-28.423667295647945,0.35298184,0.119836375,0.24185535,0.24185534,23.635747655355868,53.411439598892585,23.62928,1.0,0.9940608593150456,0.19365546,2575574808,7654620,0.3884,227.7,199.9,0.589,190.2,0.3681,223.1,0.4569,217.3,-22.095501244801767,0.5174,209.6,0.416,1850.8649,1110.4215,-28.450903564298176,1958.069,1619.7703,1296.991,1,1,1267.0121,1641.0992,1938.4537,1430.9755,53.41613018880387,1077.3535,1866.3611,2.0731046,1406.4995,0.05931519,-0.10987076,-0.10987076,-0.4895169,0.013313136,0.0179656822215727,0.013313136,0.49309745,0.1106744,0.1092064919144723,0.1106744,0.1092064919144723,0.4865573375746306,0.0179656822215727,0.0800440922164799,-22.375889,1.0,43377377000.0,1264926950760.5637,43377377000.0,7.2298346,-0.0007853030493828,-0.000856343108429,-0.0029835366778026,-0.7251066548060666,0.33949730536923517,-0.7251066542640979,0.8007077452097718,-0.7251066542640979,0.8007077452097718,2.033144619527262,-0.6164443012886349,0.3081682715199052,0.0,10.63726328698506,10.63726328698506,0.8591283618686706,12.102065445829917,2.0 - 2.5
3,-22.32470137819719,1.78,4,0.05059014463785491,5555.0,4.0,0.11626987,-27.539466206510937,0.18663518,0.042275596,0.17353988,0.17353988,22.6988440052217,53.57037508940321,22.672026,1.0,0.9756019734356676,0.11626987,2569421570,5843108,0.3108,147.9,130.3,0.4702,124.1,0.2947,145.0,0.3653,141.3,-22.33995649433536,0.4133,136.5,0.3327,2838.512,1845.5732,-27.55349279899002,2831.7961,2780.2747,2131.2393,1,1,2074.4285,2822.3865,2799.2659,2278.1218,53.57728097234901,1781.6975,2865.9053,1.7317647,2233.7446,0.0003231617,-0.19761238,-0.19761238,-0.6306368,0.00010126391,0.1322242856776352,0.00010126391,0.6306369,0.1976124,0.1468584380180048,0.1976124,0.1468584380180048,0.4686666603446702,0.1322242856776352,0.4219649563302555,-22.902842,1.0,123916450000.0,1519991770501.4084,123916450000.0,8.303938,-0.012879346524651,0.0262531014967541,-0.0128490902545552,-0.7851419448642819,0.22651463431008392,-0.7851419448823524,0.6699893805965621,-0.7851419448823524,0.6699893805965621,1.4765721425217162,-0.7606007071916681,0.1692546706263193,0.0,11.09312896311546,11.09312896311546,0.9192840979275043,12.181841236605626,1.5 - 2.0
919,-22.33295825717352,1.72,1190,0.013688808913246685,5555.0,4.0,0.11626987,-27.539466206510937,0.18663518,0.042275596,0.17353988,0.17353988,22.6988440052217,53.57037508940321,22.672026,1.0,0.9756019734356676,0.11626987,2569421570,5843108,0.3108,147.9,130.3,0.4702,124.1,0.2947,145.0,0.3653,141.3,-22.33995649433536,0.4133,136.5,0.3327,2838.512,1845.5732,-27.55349279899002,2831.7961,2780.2747,2131.2393,1,1,2074.4285,2822.3865,2799.2659,2278.1218,53.57728097234901,1781.6975,2865.9053,1.7317647,2233.7446,0.0003231617,-0.19761238,-0.19761238,-0.6306368,0.00010126391,0.1322242856776352,0.00010126391,0.6306369,0.1976124,0.1468584380180048,0.1976124,0.1468584380180048,0.4686666603446702,0.1322242856776352,0.4219649563302555,-22.902842,1.0,123916450000.0,1519991770501.4084,123916450000.0,8.303938,-0.012879346524651,0.0262531014967541,-0.0128490902545552,-0.7851419448642819,0.22651463431008392,-0.7851419448823524,0.6699893805965621,-0.7851419448823524,0.6699893805965621,1.4765721425217162,-0.7606007071916681,0.1692546706263193,0.0,11.09312896311546,11.09312896311546,0.9192840979275043,12.181841236605626,1.5 - 2.0
1245,-22.319397887338386,1.71,1626,0.029939246612866916,5555.0,4.0,0.11626987,-27.539466206510937,0.18663518,0.042275596,0.17353988,0.17353988,22.6988440052217,53.57037508940321,22.672026,1.0,0.9756019734356676,0.11626987,2569421570,5843108,0.3108,147.9,130.3,0.4702,124.1,0.2947,145.0,0.3653,141.3,-22.33995649433536,0.4133,136.5,0.3327,2838.512,1845.5732,-27.55349279899002,2831.7961,2780.2747,2131.2393,1,1,2074.4285,2822.3865,2799.2659,2278.1218,53.57728097234901,1781.6975,2865.9053,1.7317647,2233.7446,0.0003231617,-0.19761238,-0.19761238,-0.6306368,0.00010126391,0.1322242856776352,0.00010126391,0.6306369,0.1976124,0.1468584380180048,0.1976124,0.1468584380180048,0.4686666603446702,0.1322242856776352,0.4219649563302555,-22.902842,1.0,123916450000.0,1519991770501.4084,123916450000.0,8.303938,-0.012879346524651,0.0262531014967541,-0.0128490902545552,-0.7851419448642819,0.22651463431008392,-0.7851419448823524,0.6699893805965621,-0.7851419448823524,0.6699893805965621,1.4765721425217162,-0.7606007071916681,0.1692546706263193,0.0,11.09312896311546,11.09312896311546,0.9192840979275043,12.181841236605626,1.5 - 2.0
1436,-22.365820148218784,1.74,1870,0.027143116222930423,5555.0,4.0,0.11626987,-27.539466206510937,0.18663518,0.042275596,0.17353988,0.17353988,22.6988440052217,53.57037508940321,22.672026,1.0,0.9756019734356676,0.11626987,2569421570,5843108,0.3108,147.9,130.3,0.4702,124.1,0.2947,145.0,0.3653,141.3,-22.33995649433536,0.4133,136.5,0.3327,2838.512,1845.5732,-27.55349279899002,2831.7961,2780.2747,2131.2393,1,1,2074.4285,2822.3865,2799.2659,2278.1218,53.57728097234901,1781.6975,2865.9053,1.7317647,2233.7446,0.0003231617,-0.19761238,-0.19761238,-0.6306368,0.00010126391,0.1322242856776352,0.00010126391,0.6306369,0.1976124,0.1468584380180048,0.1976124,0.1468584380180048,0.4686666603446702,0.1322242856776352,0.4219649563302555,-22.902842,1.0,123916450000.0,1519991770501.4084,123916450000.0,8.303938,-0.012879346524651,0.0262531014967541,-0.0128490902545552,-0.7851419448642819,0.22651463431008392,-0.7851419448823524,0.6699893805965621,-0.7851419448823524,0.6699893805965621,1.4765721425217162,-0.7606007071916681,0.1692546706263193,0.0,11.09312896311546,11.09312896311546,0.9192840979275043,12.181841236605626,1.5 - 2.0
4,-22.420456064481122,1.29,5,0.026585004271529662,3582.0,4.0,1.2200731,-28.51271003296237,1.998768,1.6581817,1.2249231,1.2249231,22.900289512292023,53.58680083883848,22.876587,1.0,0.9784056697170056,1.2200731,2566532405,3051011,0.4769,235.6,205.9,0.7264,195.6,0.4518,230.7,0.562,224.5,-22.39433732369453,0.6372,216.3,0.5112,4533.205,3274.4,-28.531657855193327,4441.899,4489.948,3487.161,1,1,3404.944,4550.145,4396.6377,4422.2065,53.59049171698717,3174.474,4571.689,1.2949572,4345.8613,-0.02367626,-0.0019184827,-0.0019184827,-0.09007424,-0.0005042784,-0.0014181509596601,-0.0005042784,0.09313396,0.0019836514,-0.0013869826366089,0.0019836514,-0.0013869826366089,-0.0651199040217465,-0.0014181509596601,-0.0665832808168418,-23.547558,1.0,203964000000.0,34586594093430.99,203964000000.0,0.009454483,-0.001332899446246,0.0047124984795642,-0.0109871026168462,-0.9139173106662639,0.8296019318357728,-0.9139173063839194,0.9960405515173762,-0.9139173063839194,0.9960405515173762,10.266721822770906,0.08810882478710899,1.0114317949555256,0.0,11.309553520460044,11.309553520460044,-2.024362214718046,13.538907797074879,1.0 - 1.5
989,-22.378938367989456,1.28,1287,0.021467316288880108,3582.0,4.0,1.2200731,-28.51271003296237,1.998768,1.6581817,1.2249231,1.2249231,22.900289512292023,53.58680083883848,22.876587,1.0,0.9784056697170056,1.2200731,2566532405,3051011,0.4769,235.6,205.9,0.7264,195.6,0.4518,230.7,0.562,224.5,-22.39433732369453,0.6372,216.3,0.5112,4533.205,3274.4,-28.531657855193327,4441.899,4489.948,3487.161,1,1,3404.944,4550.145,4396.6377,4422.2065,53.59049171698717,3174.474,4571.689,1.2949572,4345.8613,-0.02367626,-0.0019184827,-0.0019184827,-0.09007424,-0.0005042784,-0.0014181509596601,-0.0005042784,0.09313396,0.0019836514,-0.0013869826366089,0.0019836514,-0.0013869826366089,-0.0651199040217465,-0.0014181509596601,-0.0665832808168418,-23.547558,1.0,203964000000.0,34586594093430.99,203964000000.0,0.009454483,-0.001332899446246,0.0047124984795642,-0.0109871026168462,-0.9139173106662639,0.8296019318357728,-0.9139173063839194,0.9960405515173762,-0.9139173063839194,0.9960405515173762,10.266721822770906,0.08810882478710899,1.0114317949555256,0.0,11.309553520460044,11.309553520460044,-2.024362214718046,13.538907797074879,1.0 - 1.5
1566,-22.426117255364765,1.32,2055,0.040461165193366455,3582.0,4.0,1.2200731,-28.51271003296237,1.998768,1.6581817,1.2249231,1.2249231,22.900289512292023,53.58680083883848,22.876587,1.0,0.9784056697170056,1.2200731,2566532405,3051011,0.4769,235.6,205.9,0.7264,195.6,0.4518,230.7,0.562,224.5,-22.39433732369453,0.6372,216.3,0.5112,4533.205,3274.4,-28.531657855193327,4441.899,4489.948,3487.161,1,1,3404.944,4550.145,4396.6377,4422.2065,53.59049171698717,3174.474,4571.689,1.2949572,4345.8613,-0.02367626,-0.0019184827,-0.0019184827,-0.09007424,-0.0005042784,-0.0014181509596601,-0.0005042784,0.09313396,0.0019836514,-0.0013869826366089,0.0019836514,-0.0013869826366089,-0.0651199040217465,-0.0014181509596601,-0.0665832808168418,-23.547558,1.0,203964000000.0,34586594093430.99,203964000000.0,0.009454483,-0.001332899446246,0.0047124984795642,-0.0109871026168462,-0.9139173106662639,0.8296019318357728,-0.9139173063839194,0.9960405515173762,-0.9139173063839194,0.9960405515173762,10.266721822770906,0.08810882478710899,1.0114317949555256,0.0,11.309553520460044,11.309553520460044,-2.024362214718046,13.538907797074879,1.0 - 1.5
1850,-22.37646219199573,1.26,2435,0.039262274069255906,3582.0,4.0,1.2200731,-28.51271003296237,1.998768,1.6581817,1.2249231,1.2249231,22.900289512292023,53.58680083883848,22.876587,1.0,0.9784056697170056,1.2200731,2566532405,3051011,0.4769,235.6,205.9,0.7264,195.6,0.4518,230.7,0.562,224.5,-22.39433732369453,0.6372,216.3,0.5112,4533.205,3274.4,-28.531657855193327,4441.899,4489.948,3487.161,1,1,3404.944,4550.145,4396.6377,4422.2065,53.59049171698717,3174.474,4571.689,1.2949572,4345.8613,-0.02367626,-0.0019184827,-0.0019184827,-0.09007424,-0.0005042784,-0.0014181509596601,-0.0005042784,0.09313396,0.0019836514,-0.0013869826366089,0.0019836514,-0.0013869826366089,-0.0651199040217465,-0.0014181509596601,-0.0665832808168418,-23.547558,1.0,203964000000.0,34586594093430.99,203964000000.0,0.009454483,-0.001332899446246,0.0047124984795642,-0.0109871026168462,-0.9139173106662639,0.8296019318357728,-0.9139173063839194,0.9960405515173762,-0.9139173063839194,0.9960405515173762,10.266721822770906,0.08810882478710899,1.0114317949555256,0.0,11.309553520460044,11.309553520460044,-2.024362214718046,13.538907797074879,1.0 - 1.5
5,-22.081756358251514,2.92,7,0.041858662001071065,11108.0,4.0,0.5742278,-27.710845545884567,0.8511965,0.7472127,0.63604903,0.6358237,25.95739746893112,53.4815276428646,26.000332,1.0,1.0403363275300626,0.57441413,2582046555,9619210,0.4676,401.0,360.6,0.7048,346.3,0.4436,394.4,0.5488,386.0,-22.11184528319924,0.6203,374.9,0.5003,886.5291,168.11363,-27.719665835534972,764.29846,752.7953,553.4864,1,1,539.60547,763.7969,755.8675,708.0195,53.48723209283551,162.62732,894.73285,2.8909001,694.70294,0.042024992,-0.038856756,-0.038868096,-0.04965878,0.032893106,-0.0462594601935957,0.03288351,0.06505455,0.05091842,-0.0212716611858836,0.050903562,-0.0212778694259279,-0.0271850985616266,-0.0462459630794134,-0.0591021572506761,-23.166016,0.9736703,84909810000.0,4140930743166.197,84917370000.0,7563002.5,-0.0267610359002924,0.0414468503457637,0.0183373273856436,-0.4342343513533695,0.8778380894462353,-0.4342343319253877,0.9031241976809576,-0.4342343376301784,0.9030972960599494,5.017176560727044,-0.19650940536145903,0.700459384663438,-0.011588077136383008,10.928996535044423,10.928957869074871,6.878694243955017,12.617097967012333,2.5 - 3.0
6,-22.35161665454776,1.58,8,0.07125327237959067,4936.0,4.0,0.13051184,-28.42939867890693,0.20908946,0.18402001,0.13478926,0.13433905,24.07872413857093,52.52000795446583,24.02906,1.0,0.955288369005156,0.13087125,2568441516,6375918,0.2561,48.37,43.68,0.3905,42.02,0.2426,47.6,0.3019,46.63,-22.4226633269286,0.3424,45.34,0.2746,3647.2861,2382.8284,-28.448281247309307,3818.5432,3743.3955,2791.3433,1,1,2710.23,3805.7534,3770.571,3161.629,52.53374692614446,2293.6558,3685.724,1.5745779,3094.4563,0.061889187,0.0034855898,0.003557406,0.0153824985,0.014312692,0.0115113418680842,0.01402375,0.063772194,0.014748162,0.0090332778185041,0.014450429,0.009219396981669,0.0398653871101376,0.0112789534244958,0.0497759344391777,-21.476078,0.98091346,16059160000.0,1517389068259.155,16065080000.0,5921185.0,-0.0270192378004632,-0.005950896429109,-0.0235085643296595,0.1218062977802553,0.8801017842728698,0.12180630081764085,0.9715108226952728,0.12180629881582843,0.9709323696300304,1.1466296875425952,-0.8703447109799065,0.059423181960739146,-0.008369306078065358,10.205882892568647,10.205722825070586,6.772408630280448,12.181096950947353,1.5 - 2.0
536,-22.366439453696376,1.59,697,0.05830064398995218,4936.0,4.0,0.13051184,-28.42939867890693,0.20908946,0.18402001,0.13478926,0.13433905,24.07872413857093,52.52000795446583,24.02906,1.0,0.955288369005156,0.13087125,2568441516,6375918,0.2561,48.37,43.68,0.3905,42.02,0.2426,47.6,0.3019,46.63,-22.4226633269286,0.3424,45.34,0.2746,3647.2861,2382.8284,-28.448281247309307,3818.5432,3743.3955,2791.3433,1,1,2710.23,3805.7534,3770.571,3161.629,52.53374692614446,2293.6558,3685.724,1.5745779,3094.4563,0.061889187,0.0034855898,0.003557406,0.0153824985,0.014312692,0.0115113418680842,0.01402375,0.063772194,0.014748162,0.0090332778185041,0.014450429,0.009219396981669,0.0398653871101376,0.0112789534244958,0.0497759344391777,-21.476078,0.98091346,16059160000.0,1517389068259.155,16065080000.0,5921185.0,-0.0270192378004632,-0.005950896429109,-0.0235085643296595,0.1218062977802553,0.8801017842728698,0.12180630081764085,0.9715108226952728,0.12180629881582843,0.9709323696300304,1.1466296875425952,-0.8703447109799065,0.059423181960739146,-0.008369306078065358,10.205882892568647,10.205722825070586,6.772408630280448,12.181096950947353,1.5 - 2.0
1423,-22.416706722489412,1.57,1851,0.007512543168258804,4936.0,4.0,0.13051184,-28.42939867890693,0.20908946,0.18402001,0.13478926,0.13433905,24.07872413857093,52.52000795446583,24.02906,1.0,0.955288369005156,0.13087125,2568441516,6375918,0.2561,48.37,43.68,0.3905,42.02,0.2426,47.6,0.3019,46.63,-22.4226633269286,0.3424,45.34,0.2746,3647.2861,2382.8284,-28.448281247309307,3818.5432,3743.3955,2791.3433,1,1,2710.23,3805.7534,3770.571,3161.629,52.53374692614446,2293.6558,3685.724,1.5745779,3094.4563,0.061889187,0.0034855898,0.003557406,0.0153824985,0.014312692,0.0115113418680842,0.01402375,0.063772194,0.014748162,0.0090332778185041,0.014450429,0.009219396981669,0.0398653871101376,0.0112789534244958,0.0497759344391777,-21.476078,0.98091346,16059160000.0,1517389068259.155,16065080000.0,5921185.0,-0.0270192378004632,-0.005950896429109,-0.0235085643296595,0.1218062977802553,0.8801017842728698,0.12180630081764085,0.9715108226952728,0.12180629881582843,0.9709323696300304,1.1466296875425952,-0.8703447109799065,0.059423181960739146,-0.008369306078065358,10.205882892568647,10.205722825070586,6.772408630280448,12.181096950947353,1.5 - 2.0
1950,-22.35670672248941,1.57,2576,0.06611528444737871,4936.0,4.0,0.13051184,-28.42939867890693,0.20908946,0.18402001,0.13478926,0.13433905,24.07872413857093,52.52000795446583,24.02906,1.0,0.955288369005156,0.13087125,2568441516,6375918,0.2561,48.37,43.68,0.3905,42.02,0.2426,47.6,0.3019,46.63,-22.4226633269286,0.3424,45.34,0.2746,3647.2861,2382.8284,-28.448281247309307,3818.5432,3743.3955,2791.3433,1,1,2710.23,3805.7534,3770.571,3161.629,52.53374692614446,2293.6558,3685.724,1.5745779,3094.4563,0.061889187,0.0034855898,0.003557406,0.0153824985,0.014312692,0.0115113418680842,0.01402375,0.063772194,0.014748162,0.0090332778185041,0.014450429,0.009219396981669,0.0398653871101376,0.0112789534244958,0.0497759344391777,-21.476078,0.98091346,16059160000.0,1517389068259.155,16065080000.0,5921185.0,-0.0270192378004632,-0.005950896429109,-0.0235085643296595,0.1218062977802553,0.8801017842728698,0.12180630081764085,0.9715108226952728,0.12180629881582843,0.9709323696300304,1.1466296875425952,-0.8703447109799065,0.059423181960739146,-0.008369306078065358,10.205882892568647,10.205722825070586,6.772408630280448,12.181096950947353,1.5 - 2.0
2074,-22.406659085353265,1.55,2740,0.029329318383004795,4936.0,4.0,0.13051184,-28.42939867890693,0.20908946,0.18402001,0.13478926,0.13433905,24.07872413857093,52.52000795446583,24.02906,1.0,0.955288369005156,0.13087125,2568441516,6375918,0.2561,48.37,43.68,0.3905,42.02,0.2426,47.6,0.3019,46.63,-22.4226633269286,0.3424,45.34,0.2746,3647.2861,2382.8284,-28.448281247309307,3818.5432,3743.3955,2791.3433,1,1,2710.23,3805.7534,3770.571,3161.629,52.53374692614446,2293.6558,3685.724,1.5745779,3094.4563,0.061889187,0.0034855898,0.003557406,0.0153824985,0.014312692,0.0115113418680842,0.01402375,0.063772194,0.014748162,0.0090332778185041,0.014450429,0.009219396981669,0.0398653871101376,0.0112789534244958,0.0497759344391777,-21.476078,0.98091346,16059160000.0,1517389068259.155,16065080000.0,5921185.0,-0.0270192378004632,-0.005950896429109,-0.0235085643296595,0.1218062977802553,0.8801017842728698,0.12180630081764085,0.9715108226952728,0.12180629881582843,0.9709323696300304,1.1466296875425952,-0.8703447109799065,0.059423181960739146,-0.008369306078065358,10.205882892568647,10.205722825070586,6.772408630280448,12.181096950947353,1.5 - 2.0
7,-22.646117255364764,1.32,9,0.06804577719892656,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828757,-1.104827768069131,0.9157554763861143,2.0819622725321425,-0.6080547450327256,0.31847285534763864,-0.0018818302240678855,10.394537830702397,10.39451701271486,6.074319862084236,12.00426208682782,1.0 - 1.5
396,-22.714662760227604,1.4,515,0.055172461930011414,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828757,-1.104827768069131,0.9157554763861143,2.0819622725321425,-0.6080547450327256,0.31847285534763864,-0.0018818302240678855,10.394537830702397,10.39451701271486,6.074319862084236,12.00426208682782,1.0 - 1.5
898,-22.65925213896821,1.42,1162,0.033704622103039636,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828757,-1.104827768069131,0.9157554763861143,2.0819622725321425,-0.6080547450327256,0.31847285534763864,-0.0018818302240678855,10.394537830702397,10.39451701271486,6.074319862084236,12.00426208682782,1.0 - 1.5
920,-22.63650408423931,1.41,1191,0.03419594861703459,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828757,-1.104827768069131,0.9157554763861143,2.0819622725321425,-0.6080547450327256,0.31847285534763864,-0.0018818302240678855,10.394537830702397,10.39451701271486,6.074319862084236,12.00426208682782,1.0 - 1.5
1097,-22.691990608580465,1.36,1440,0.04052384360819494,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828757,-1.104827768069131,0.9157554763861143,2.0819622725321425,-0.6080547450327256,0.31847285534763864,-0.0018818302240678855,10.394537830702397,10.39451701271486,6.074319862084236,12.00426208682782,1.0 - 1.5
1253,-22.649882172455193,1.34,1634,0.04771492656246776,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828757,-1.104827768069131,0.9157554763861143,2.0819622725321425,-0.6080547450327256,0.31847285534763864,-0.0018818302240678855,10.394537830702397,10.39451701271486,6.074319862084236,12.00426208682782,1.0 - 1.5
