,om10M_i,om10z,index,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,bin
513,-21.483427128093805,1.22,663,0.008727910924904908,3350.0,4.0,0.53789425,-27.84858787986103,1.3866132,0.50464463,0.8216546,0.8216547,22.035516836223152,52.84813992493255,22.0176,1.0,0.9836325863060544,0.5378942,2566210805,2463566,0.5047,307.6,269.4,0.7605,256.2,0.4788,301.2,0.5923,293.3,-21.485603922687485,0.6694,282.8,0.5401,2357.309,1619.3483,-27.861765039503823,2148.3682,2212.352,1754.122,1,1,1707.9008,2245.7122,2123.8425,2182.4275,52.853934711522136,1563.9436,2379.7524,1.2115479,2140.1235,0.3665175,-0.12904865,-0.12904865,-0.28833595,0.16403985,0.1763508540426062,0.16403985,0.46633968,0.20871662,-0.1116378165647265,0.20871662,-0.1116378165647265,-0.2494345892090219,0.1763508540426062,0.3940242131954798,-22.984983,1.0,107866540000.0,2691248393374.648,107866540000.0,0.00078169827,-0.01577443479119,-0.0036625660439503,-0.0084155942722095,-0.33328636717383286,0.36394044723531294,-0.3332863804723633,0.6546475583342605,-0.3332863804723633,0.6546475583342605,6.821834430210956,-0.08531070902758421,0.8339011746260039,0.0,11.032886748232933,11.032886748232933,-3.106960849192025,12.429953783565875,1.0 - 1.5
515,-23.28187873501561,2.13,665,0.014323756921500617,8102.0,4.0,0.62257004,-27.87052380874239,1.3490736,0.63403,0.7676994,0.7676994,23.96027473070896,53.209099821714936,23.972563,1.0,1.011382008484723,0.62257004,2576119377,2527921,0.3679,388.6,344.0,0.556,328.4,0.3489,381.3,0.4323,372.0,-23.275710496159483,0.4889,359.7,0.3939,5116.1924,2924.397,-27.887117819350284,5375.105,4398.809,3579.224,1,1,3488.6108,4462.3545,5316.185,3971.5554,53.21700616252634,2829.2012,5163.306,2.1429276,3897.0913,0.2333483,0.07958091,0.07958091,0.27487788,0.06755753,-0.0189413697116731,0.06755753,0.360568,0.10438938,-0.1026565464596446,0.10438938,-0.1026565464596446,-0.3545826729822707,-0.0189413697116731,-0.0654247754667134,-22.948692,1.0,70905640000.0,2959336231661.972,70905640000.0,0.021354385,-0.0046708729666943,-0.0031225703426563,0.0056270060052604,0.4334658849675805,0.46997431173763865,0.433465877482307,0.8109554924705896,0.433465877482307,0.8109554924705896,6.4280309854251625,-0.11480879881843666,0.8080779615522177,0.0,10.850680781353152,10.850680781353152,-1.6705129316102503,12.471194311311267,2.0 - 2.5
1108,-23.26781159071946,2.18,1455,0.037904558418617895,8102.0,4.0,0.62257004,-27.87052380874239,1.3490736,0.63403,0.7676994,0.7676994,23.96027473070896,53.209099821714936,23.972563,1.0,1.011382008484723,0.62257004,2576119377,2527921,0.3679,388.6,344.0,0.556,328.4,0.3489,381.3,0.4323,372.0,-23.275710496159483,0.4889,359.7,0.3939,5116.1924,2924.397,-27.887117819350284,5375.105,4398.809,3579.224,1,1,3488.6108,4462.3545,5316.185,3971.5554,53.21700616252634,2829.2012,5163.306,2.1429276,3897.0913,0.2333483,0.07958091,0.07958091,0.27487788,0.06755753,-0.0189413697116731,0.06755753,0.360568,0.10438938,-0.1026565464596446,0.10438938,-0.1026565464596446,-0.3545826729822707,-0.0189413697116731,-0.0654247754667134,-22.948692,1.0,70905640000.0,2959336231661.972,70905640000.0,0.021354385,-0.0046708729666943,-0.0031225703426563,0.0056270060052604,0.4334658849675805,0.46997431173763865,0.433465877482307,0.8109554924705896,0.433465877482307,0.8109554924705896,6.4280309854251625,-0.11480879881843666,0.8080779615522177,0.0,10.850680781353152,10.850680781353152,-1.6705129316102503,12.471194311311267,2.0 - 2.5
1166,-23.294146034743267,2.12,1526,0.029420127882696066,8102.0,4.0,0.62257004,-27.87052380874239,1.3490736,0.63403,0.7676994,0.7676994,23.96027473070896,53.209099821714936,23.972563,1.0,1.011382008484723,0.62257004,2576119377,2527921,0.3679,388.6,344.0,0.556,328.4,0.3489,381.3,0.4323,372.0,-23.275710496159483,0.4889,359.7,0.3939,5116.1924,2924.397,-27.887117819350284,5375.105,4398.809,3579.224,1,1,3488.6108,4462.3545,5316.185,3971.5554,53.21700616252634,2829.2012,5163.306,2.1429276,3897.0913,0.2333483,0.07958091,0.07958091,0.27487788,0.06755753,-0.0189413697116731,0.06755753,0.360568,0.10438938,-0.1026565464596446,0.10438938,-0.1026565464596446,-0.3545826729822707,-0.0189413697116731,-0.0654247754667134,-22.948692,1.0,70905640000.0,2959336231661.972,70905640000.0,0.021354385,-0.0046708729666943,-0.0031225703426563,0.0056270060052604,0.4334658849675805,0.46997431173763865,0.433465877482307,0.8109554924705896,0.433465877482307,0.8109554924705896,6.4280309854251625,-0.11480879881843666,0.8080779615522177,0.0,10.850680781353152,10.850680781353152,-1.6705129316102503,12.471194311311267,2.0 - 2.5
1282,-23.22781159071946,2.18,1672,0.06056953016255066,8102.0,4.0,0.62257004,-27.87052380874239,1.3490736,0.63403,0.7676994,0.7676994,23.96027473070896,53.209099821714936,23.972563,1.0,1.011382008484723,0.62257004,2576119377,2527921,0.3679,388.6,344.0,0.556,328.4,0.3489,381.3,0.4323,372.0,-23.275710496159483,0.4889,359.7,0.3939,5116.1924,2924.397,-27.887117819350284,5375.105,4398.809,3579.224,1,1,3488.6108,4462.3545,5316.185,3971.5554,53.21700616252634,2829.2012,5163.306,2.1429276,3897.0913,0.2333483,0.07958091,0.07958091,0.27487788,0.06755753,-0.0189413697116731,0.06755753,0.360568,0.10438938,-0.1026565464596446,0.10438938,-0.1026565464596446,-0.3545826729822707,-0.0189413697116731,-0.0654247754667134,-22.948692,1.0,70905640000.0,2959336231661.972,70905640000.0,0.021354385,-0.0046708729666943,-0.0031225703426563,0.0056270060052604,0.4334658849675805,0.46997431173763865,0.433465877482307,0.8109554924705896,0.433465877482307,0.8109554924705896,6.4280309854251625,-0.11480879881843666,0.8080779615522177,0.0,10.850680781353152,10.850680781353152,-1.6705129316102503,12.471194311311267,2.0 - 2.5
517,-22.60781159071946,2.18,667,0.017225336619163534,6899.0,4.0,0.36007237,-28.11390767173316,0.8551718,0.54219085,0.4088633,0.4088633,25.362692488993865,52.551733147852666,25.377209,1.0,1.013459710595514,0.36007234,1889280362,9300430,0.3393,546.8,480.6,0.5149,457.6,0.3216,535.9,0.3993,522.1,-22.624007701260066,0.4522,503.8,0.3635,3024.3418,1611.0574,-28.13462302688891,3151.7344,2573.1921,2117.3909,1,1,2070.243,2605.7861,3121.4128,2350.332,52.57358411010495,1564.9589,3048.8,2.185865,2311.6194,0.21997583,0.0119441105,0.0119441105,0.042161256,0.06231825,-0.0628239314305065,0.06231825,0.22397977,0.06345255,0.0089095257778092,0.06345255,0.0089095257778092,0.0314495409142494,-0.0628239314305065,-0.2217608266916685,-21.828821,0.9999999,16462072000.0,1197256692461.972,16462072000.0,75.097786,0.0155969212592771,-0.0002671526422783,0.0065401958261721,0.0946833190893328,0.6340139349549362,0.09468331659593465,0.880666890717719,0.09468331659593465,0.880666890717719,3.414441874476877,-0.38842187042584875,0.5333197239342555,-4.342945033893839e-08,10.216484496826055,10.216484496826055,1.8756271335134032,12.07818727335397,2.0 - 2.5
1164,-22.62658472537648,2.2,1524,0.014367994929584703,6899.0,4.0,0.36007237,-28.11390767173316,0.8551718,0.54219085,0.4088633,0.4088633,25.362692488993865,52.551733147852666,25.377209,1.0,1.013459710595514,0.36007234,1889280362,9300430,0.3393,546.8,480.6,0.5149,457.6,0.3216,535.9,0.3993,522.1,-22.624007701260066,0.4522,503.8,0.3635,3024.3418,1611.0574,-28.13462302688891,3151.7344,2573.1921,2117.3909,1,1,2070.243,2605.7861,3121.4128,2350.332,52.57358411010495,1564.9589,3048.8,2.185865,2311.6194,0.21997583,0.0119441105,0.0119441105,0.042161256,0.06231825,-0.0628239314305065,0.06231825,0.22397977,0.06345255,0.0089095257778092,0.06345255,0.0089095257778092,0.0314495409142494,-0.0628239314305065,-0.2217608266916685,-21.828821,0.9999999,16462072000.0,1197256692461.972,16462072000.0,75.097786,0.0155969212592771,-0.0002671526422783,0.0065401958261721,0.0946833190893328,0.6340139349549362,0.09468331659593465,0.880666890717719,0.09468331659593465,0.880666890717719,3.414441874476877,-0.38842187042584875,0.5333197239342555,-4.342945033893839e-08,10.216484496826055,10.216484496826055,1.8756271335134032,12.07818727335397,2.0 - 2.5
2125,-22.63719786949967,2.19,2806,0.013823124219547485,6899.0,4.0,0.36007237,-28.11390767173316,0.8551718,0.54219085,0.4088633,0.4088633,25.362692488993865,52.551733147852666,25.377209,1.0,1.013459710595514,0.36007234,1889280362,9300430,0.3393,546.8,480.6,0.5149,457.6,0.3216,535.9,0.3993,522.1,-22.624007701260066,0.4522,503.8,0.3635,3024.3418,1611.0574,-28.13462302688891,3151.7344,2573.1921,2117.3909,1,1,2070.243,2605.7861,3121.4128,2350.332,52.57358411010495,1564.9589,3048.8,2.185865,2311.6194,0.21997583,0.0119441105,0.0119441105,0.042161256,0.06231825,-0.0628239314305065,0.06231825,0.22397977,0.06345255,0.0089095257778092,0.06345255,0.0089095257778092,0.0314495409142494,-0.0628239314305065,-0.2217608266916685,-21.828821,0.9999999,16462072000.0,1197256692461.972,16462072000.0,75.097786,0.0155969212592771,-0.0002671526422783,0.0065401958261721,0.0946833190893328,0.6340139349549362,0.09468331659593465,0.880666890717719,0.09468331659593465,0.880666890717719,3.414441874476877,-0.38842187042584875,0.5333197239342555,-4.342945033893839e-08,10.216484496826055,10.216484496826055,1.8756271335134032,12.07818727335397,2.0 - 2.5
519,-21.965547563988512,1.84,669,0.009806361915828959,6066.0,4.0,0.17325698,-27.87687830374849,0.38659036,0.25029406,0.20180424,0.20115702,24.478005926543545,53.66664685230389,24.631508,1.0,1.151862869107788,0.17364374,2570296913,1803651,0.2942,217.2,191.1,0.4445,182.1,0.2791,212.9,0.3456,207.4,-21.97529900537244,0.3909,200.3,0.315,1873.0746,1223.1667,-27.893099073756964,1830.6677,1794.5853,1370.4182,1,1,1330.7484,1824.1647,1807.7052,1434.385,53.670670489286586,1177.154,1892.8011,1.8410364,1403.8549,-0.19110498,0.033537555,0.033757426,0.0963168,-0.0669791,-0.0608756840719482,-0.06654285,0.21400477,0.07500509,-0.0435314431142363,0.074516565,-0.0438168332232603,-0.1250183300459314,-0.0604791853559027,-0.1736906983738516,-21.284353,0.98430544,6795989500.0,6472908384630.986,6797726000.0,1736727.1,-0.0010219080229936,0.0910912029710943,0.0638068840547658,1.3373753129759467,0.6474399920362892,1.3373753317054835,0.8613021565879468,1.3373753241368882,0.8604563058382786,1.7131357047310023,-0.6950697132762207,0.23379176663247084,-0.0068701146550814015,9.832363655232884,9.832252699200012,6.239731581098025,12.811099460203348,1.5 - 2.0
521,-23.08534126823783,2.05,672,0.0388667276466827,8121.0,4.0,0.40663692,-28.51419406096496,0.68418276,0.45632845,0.45234862,0.45234862,23.75726549378604,53.695602846140986,23.789978,1.0,1.030587838927478,0.4066369,2576126883,7667579,0.3436,145.5,128.3,0.5219,122.3,0.3257,142.6,0.4045,139.1,-23.093861241242564,0.4582,134.3,0.3682,4507.398,2691.3887,-28.54076674667652,4771.933,3929.563,3160.6519,1,1,3076.2395,3989.5244,4716.663,3491.4724,53.70252175165366,2598.8599,4551.1387,2.0879214,3422.4194,0.017064137,-0.053021446,-0.053021446,-0.19905254,0.0045453594,-0.027259208156863,0.0045453594,0.19978262,0.05321592,0.0457041552878029,0.05321592,0.0457041552878029,0.1715820369315878,-0.027259208156863,-0.1023362193490732,-22.849691,1.0,108990150000.0,4752544078602.817,108990150000.0,0.13029495,0.0339148958633204,-0.0173516826251962,0.0142153841016383,-0.7426393057710089,0.6669686269153714,-0.7426393003484667,0.8989458515059194,-0.7426393003484667,0.8989458515059194,3.7995707874449254,-0.3445267302667028,0.5797345399925232,0.0,11.037387250289758,11.037387250289758,-0.8850724164411765,12.676926153523846,2.0 - 2.5
697,-23.055519988470632,2.1,917,0.040198808963465636,8121.0,4.0,0.40663692,-28.51419406096496,0.68418276,0.45632845,0.45234862,0.45234862,23.75726549378604,53.695602846140986,23.789978,1.0,1.030587838927478,0.4066369,2576126883,7667579,0.3436,145.5,128.3,0.5219,122.3,0.3257,142.6,0.4045,139.1,-23.093861241242564,0.4582,134.3,0.3682,4507.398,2691.3887,-28.54076674667652,4771.933,3929.563,3160.6519,1,1,3076.2395,3989.5244,4716.663,3491.4724,53.70252175165366,2598.8599,4551.1387,2.0879214,3422.4194,0.017064137,-0.053021446,-0.053021446,-0.19905254,0.0045453594,-0.027259208156863,0.0045453594,0.19978262,0.05321592,0.0457041552878029,0.05321592,0.0457041552878029,0.1715820369315878,-0.027259208156863,-0.1023362193490732,-22.849691,1.0,108990150000.0,4752544078602.817,108990150000.0,0.13029495,0.0339148958633204,-0.0173516826251962,0.0142153841016383,-0.7426393057710089,0.6669686269153714,-0.7426393003484667,0.8989458515059194,-0.7426393003484667,0.8989458515059194,3.7995707874449254,-0.3445267302667028,0.5797345399925232,0.0,11.037387250289758,11.037387250289758,-0.8850724164411765,12.676926153523846,2.0 - 2.5
802,-23.03551998847063,2.1,1048,0.059578472227465346,8121.0,4.0,0.40663692,-28.51419406096496,0.68418276,0.45632845,0.45234862,0.45234862,23.75726549378604,53.695602846140986,23.789978,1.0,1.030587838927478,0.4066369,2576126883,7667579,0.3436,145.5,128.3,0.5219,122.3,0.3257,142.6,0.4045,139.1,-23.093861241242564,0.4582,134.3,0.3682,4507.398,2691.3887,-28.54076674667652,4771.933,3929.563,3160.6519,1,1,3076.2395,3989.5244,4716.663,3491.4724,53.70252175165366,2598.8599,4551.1387,2.0879214,3422.4194,0.017064137,-0.053021446,-0.053021446,-0.19905254,0.0045453594,-0.027259208156863,0.0045453594,0.19978262,0.05321592,0.0457041552878029,0.05321592,0.0457041552878029,0.1715820369315878,-0.027259208156863,-0.1023362193490732,-22.849691,1.0,108990150000.0,4752544078602.817,108990150000.0,0.13029495,0.0339148958633204,-0.0173516826251962,0.0142153841016383,-0.7426393057710089,0.6669686269153714,-0.7426393003484667,0.8989458515059194,-0.7426393003484667,0.8989458515059194,3.7995707874449254,-0.3445267302667028,0.5797345399925232,0.0,11.037387250289758,11.037387250289758,-0.8850724164411765,12.676926153523846,2.0 - 2.5
524,-21.675177896420188,2.04,680,0.014419822049075971,8020.0,4.0,0.1717764,-28.326567105694338,0.22557922,0.2153765,0.17651227,0.17651227,23.6455193095412,52.63519547866254,23.634504,1.0,0.9899061068565144,0.1717764,2575606130,5021226,0.3522,179.3,158.9,0.5309,151.8,0.3341,175.9,0.4134,171.7,-21.665153335390546,0.4672,166.1,0.3768,1265.5532,766.79376,-28.348493740592,1332.0701,1108.8945,886.4449,1,1,860.1191,1127.749,1314.8655,974.5523,52.65169629279626,737.4522,1279.2144,2.0296347,953.13574,0.019180652,0.007604907,0.007604907,0.01294058,0.011272064,0.0115467019944944,0.011272064,0.023137761,0.013597575,0.0071810667295869,0.013597575,0.0071810667295869,0.0122193705513732,0.0115467019944944,0.0196479764957043,-22.460072,1.0,57674342000.0,2678234420642.2534,57674342000.0,4.3758383,-0.0106940319674988,0.0046544996869118,-0.0051531452616218,0.29676091653535386,0.9547709747795564,0.29676096214986847,0.9731696779391628,0.29676096214986847,0.9731696779391628,1.4871974820638785,-0.7532250998621252,0.17236864147155528,0.0,10.760982648405108,10.760982648405108,0.6410612651729006,12.427848587289782,2.0 - 2.5
526,-21.46658472537648,2.2,684,0.031976829258168304,6847.0,4.0,0.42423734,-28.06139163393196,0.8729727,0.67982155,0.46565408,0.43730396,25.64352632843326,52.56495450054133,25.590935,1.0,0.9527158050530103,0.4453574,1889228348,7664782,0.5037,87.5,78.65,0.7595,75.53,0.4778,86.04,0.5913,84.21,-21.482759350133986,0.6683,81.78,0.539,1560.4806,748.74445,-28.080955832628103,1595.6053,1299.8497,1090.7665,1,1,1065.7001,1316.8292,1579.786,1204.438,52.58534563594391,726.65283,1573.5096,2.2275844,1184.0009,0.12390337,-0.0013394016,-0.001967544,-0.0109851705,0.022192223,-0.0022899910736407,0.01510731,0.12438939,0.022279272,0.0150862400872213,0.0151665695,0.0221612701647262,0.1237305619115638,-0.0015589068170617,-0.0127854531896382,-21.902163,0.46368626,19255415000.0,752194239819.7184,19386644000.0,131228456.0,0.0158377457146483,-0.0030236755802145,-0.0246418552289346,-0.0442139818240402,0.7787432244673038,-0.04421398073132048,0.970120038699347,-0.044213977998091535,0.9564125512983913,3.8782544338630176,-0.33193658746107624,0.5886362976766664,-0.3337757729732724,10.287502635358932,10.284552883138847,8.118028019062319,11.876330003343108,2.0 - 2.5
530,-24.24193884883246,2.59,688,0.04756672736863282,10253.0,4.0,0.33792716,-28.511697004297744,0.6833041,0.38820344,0.49621406,0.49621406,23.19465401388174,53.26102762050352,23.14966,1.0,0.9594060187274028,0.33792713,2579954763,7296144,0.2514,176.7,155.0,0.3807,147.5,0.2384,173.1,0.2956,168.6,-24.21001362102886,0.3346,162.6,0.2692,8133.7163,2219.6392,-28.54279825475084,7310.4478,6293.5815,5258.075,1,1,5122.3247,6386.9717,7228.8267,6374.4434,53.269821530472406,2145.6873,8209.732,2.6252615,6252.6826,-0.15924986,0.15481983,0.15481983,0.2246964,-0.10972599,-0.0493759579126353,-0.10972599,0.27540696,0.18976031,0.1832238820590298,0.18976031,0.1832238820590298,0.2659203660623896,-0.0493759579126353,-0.0716613612551826,-23.139175,1.0,97011550000.0,3466854769216.9014,97011550000.0,0.10292569,-0.0247808226072806,0.0102387843836071,-0.0212886460234127,1.0936798327300514,0.5681269373498699,1.0936798201654232,0.6810108681085658,1.0936798201654232,0.6810108681085658,4.0083421268956725,-0.3043309343525908,0.6029647830891369,0.0,10.986823443571922,10.986823443571922,-0.9874762128688483,12.539935648910857,2.5 - 3.0
656,-24.278184204393064,2.63,859,0.06833507019434318,10253.0,4.0,0.33792716,-28.511697004297744,0.6833041,0.38820344,0.49621406,0.49621406,23.19465401388174,53.26102762050352,23.14966,1.0,0.9594060187274028,0.33792713,2579954763,7296144,0.2514,176.7,155.0,0.3807,147.5,0.2384,173.1,0.2956,168.6,-24.21001362102886,0.3346,162.6,0.2692,8133.7163,2219.6392,-28.54279825475084,7310.4478,6293.5815,5258.075,1,1,5122.3247,6386.9717,7228.8267,6374.4434,53.269821530472406,2145.6873,8209.732,2.6252615,6252.6826,-0.15924986,0.15481983,0.15481983,0.2246964,-0.10972599,-0.0493759579126353,-0.10972599,0.27540696,0.18976031,0.1832238820590298,0.18976031,0.1832238820590298,0.2659203660623896,-0.0493759579126353,-0.0716613612551826,-23.139175,1.0,97011550000.0,3466854769216.9014,97011550000.0,0.10292569,-0.0247808226072806,0.0102387843836071,-0.0212886460234127,1.0936798327300514,0.5681269373498699,1.0936798201654232,0.6810108681085658,1.0936798201654232,0.6810108681085658,4.0083421268956725,-0.3043309343525908,0.6029647830891369,0.0,10.986823443571922,10.986823443571922,-0.9874762128688483,12.539935648910857,2.5 - 3.0
684,-24.24809487267259,2.65,901,0.04541117823843523,10253.0,4.0,0.33792716,-28.511697004297744,0.6833041,0.38820344,0.49621406,0.49621406,23.19465401388174,53.26102762050352,23.14966,1.0,0.9594060187274028,0.33792713,2579954763,7296144,0.2514,176.7,155.0,0.3807,147.5,0.2384,173.1,0.2956,168.6,-24.21001362102886,0.3346,162.6,0.2692,8133.7163,2219.6392,-28.54279825475084,7310.4478,6293.5815,5258.075,1,1,5122.3247,6386.9717,7228.8267,6374.4434,53.269821530472406,2145.6873,8209.732,2.6252615,6252.6826,-0.15924986,0.15481983,0.15481983,0.2246964,-0.10972599,-0.0493759579126353,-0.10972599,0.27540696,0.18976031,0.1832238820590298,0.18976031,0.1832238820590298,0.2659203660623896,-0.0493759579126353,-0.0716613612551826,-23.139175,1.0,97011550000.0,3466854769216.9014,97011550000.0,0.10292569,-0.0247808226072806,0.0102387843836071,-0.0212886460234127,1.0936798327300514,0.5681269373498699,1.0936798201654232,0.6810108681085658,1.0936798201654232,0.6810108681085658,4.0083421268956725,-0.3043309343525908,0.6029647830891369,0.0,10.986823443571922,10.986823443571922,-0.9874762128688483,12.539935648910857,2.5 - 3.0
716,-24.2638221111363,2.56,938,0.084583786802746,10253.0,4.0,0.33792716,-28.511697004297744,0.6833041,0.38820344,0.49621406,0.49621406,23.19465401388174,53.26102762050352,23.14966,1.0,0.9594060187274028,0.33792713,2579954763,7296144,0.2514,176.7,155.0,0.3807,147.5,0.2384,173.1,0.2956,168.6,-24.21001362102886,0.3346,162.6,0.2692,8133.7163,2219.6392,-28.54279825475084,7310.4478,6293.5815,5258.075,1,1,5122.3247,6386.9717,7228.8267,6374.4434,53.269821530472406,2145.6873,8209.732,2.6252615,6252.6826,-0.15924986,0.15481983,0.15481983,0.2246964,-0.10972599,-0.0493759579126353,-0.10972599,0.27540696,0.18976031,0.1832238820590298,0.18976031,0.1832238820590298,0.2659203660623896,-0.0493759579126353,-0.0716613612551826,-23.139175,1.0,97011550000.0,3466854769216.9014,97011550000.0,0.10292569,-0.0247808226072806,0.0102387843836071,-0.0212886460234127,1.0936798327300514,0.5681269373498699,1.0936798201654232,0.6810108681085658,1.0936798201654232,0.6810108681085658,4.0083421268956725,-0.3043309343525908,0.6029647830891369,0.0,10.986823443571922,10.986823443571922,-0.9874762128688483,12.539935648910857,2.5 - 3.0
1898,-24.229249761503752,2.58,2499,0.049179594168920975,10253.0,4.0,0.33792716,-28.511697004297744,0.6833041,0.38820344,0.49621406,0.49621406,23.19465401388174,53.26102762050352,23.14966,1.0,0.9594060187274028,0.33792713,2579954763,7296144,0.2514,176.7,155.0,0.3807,147.5,0.2384,173.1,0.2956,168.6,-24.21001362102886,0.3346,162.6,0.2692,8133.7163,2219.6392,-28.54279825475084,7310.4478,6293.5815,5258.075,1,1,5122.3247,6386.9717,7228.8267,6374.4434,53.269821530472406,2145.6873,8209.732,2.6252615,6252.6826,-0.15924986,0.15481983,0.15481983,0.2246964,-0.10972599,-0.0493759579126353,-0.10972599,0.27540696,0.18976031,0.1832238820590298,0.18976031,0.1832238820590298,0.2659203660623896,-0.0493759579126353,-0.0716613612551826,-23.139175,1.0,97011550000.0,3466854769216.9014,97011550000.0,0.10292569,-0.0247808226072806,0.0102387843836071,-0.0212886460234127,1.0936798327300514,0.5681269373498699,1.0936798201654232,0.6810108681085658,1.0936798201654232,0.6810108681085658,4.0083421268956725,-0.3043309343525908,0.6029647830891369,0.0,10.986823443571922,10.986823443571922,-0.9874762128688483,12.539935648910857,2.5 - 3.0
2072,-24.233031492524834,2.55,2738,0.07870270510252614,10253.0,4.0,0.33792716,-28.511697004297744,0.6833041,0.38820344,0.49621406,0.49621406,23.19465401388174,53.26102762050352,23.14966,1.0,0.9594060187274028,0.33792713,2579954763,7296144,0.2514,176.7,155.0,0.3807,147.5,0.2384,173.1,0.2956,168.6,-24.21001362102886,0.3346,162.6,0.2692,8133.7163,2219.6392,-28.54279825475084,7310.4478,6293.5815,5258.075,1,1,5122.3247,6386.9717,7228.8267,6374.4434,53.269821530472406,2145.6873,8209.732,2.6252615,6252.6826,-0.15924986,0.15481983,0.15481983,0.2246964,-0.10972599,-0.0493759579126353,-0.10972599,0.27540696,0.18976031,0.1832238820590298,0.18976031,0.1832238820590298,0.2659203660623896,-0.0493759579126353,-0.0716613612551826,-23.139175,1.0,97011550000.0,3466854769216.9014,97011550000.0,0.10292569,-0.0247808226072806,0.0102387843836071,-0.0212886460234127,1.0936798327300514,0.5681269373498699,1.0936798201654232,0.6810108681085658,1.0936798201654232,0.6810108681085658,4.0083421268956725,-0.3043309343525908,0.6029647830891369,0.0,10.986823443571922,10.986823443571922,-0.9874762128688483,12.539935648910857,2.5 - 3.0
531,-21.92120627257412,1.75,689,0.021542329490117727,5905.0,4.0,0.3358599,-28.135568249973616,0.7449049,0.35274205,0.398439,0.39794526,23.7397139389792,52.59454953630162,23.676609,1.0,0.9435350551305192,0.33601382,2569866886,8633016,0.3968,126.5,109.6,0.6,103.8,0.3762,123.7,0.4663,120.1,-21.90761101054609,0.5275,115.5,0.4248,1842.5701,1217.6396,-28.15349311797409,1823.7913,1802.8123,1372.6233,1,1,1340.5681,1826.6737,1805.4261,1452.3671,52.611557751549725,1180.6517,1858.1317,1.7667105,1427.5499,0.03046281,-0.08429932,-0.08468598,-0.35597488,0.007247065,-0.0026789030238021,0.007213976,0.35727593,0.0849955,0.0845653876011107,0.08460742,0.0849532731871381,0.3570984308133023,-0.0026666715013391,-0.0112606852003626,-22.163736,0.99484414,30124816000.0,7342303422377.465,30127827000.0,3012366.0,0.0091765573222436,-0.0244984632361275,-0.0298196050338785,-0.7427142902613678,0.47353971263587175,-0.7427142890599452,0.8439851591807255,-0.7427142873746111,0.8433256160860814,3.3883071980689095,-0.39963815856201895,0.5299827783936285,-0.0022449538673652725,10.478967808874094,10.478924402954586,6.478907737158055,12.865832327858158,1.5 - 2.0
1422,-21.930661458012313,1.77,1850,0.023283984595490817,5905.0,4.0,0.3358599,-28.135568249973616,0.7449049,0.35274205,0.398439,0.39794526,23.7397139389792,52.59454953630162,23.676609,1.0,0.9435350551305192,0.33601382,2569866886,8633016,0.3968,126.5,109.6,0.6,103.8,0.3762,123.7,0.4663,120.1,-21.90761101054609,0.5275,115.5,0.4248,1842.5701,1217.6396,-28.15349311797409,1823.7913,1802.8123,1372.6233,1,1,1340.5681,1826.6737,1805.4261,1452.3671,52.611557751549725,1180.6517,1858.1317,1.7667105,1427.5499,0.03046281,-0.08429932,-0.08468598,-0.35597488,0.007247065,-0.0026789030238021,0.007213976,0.35727593,0.0849955,0.0845653876011107,0.08460742,0.0849532731871381,0.3570984308133023,-0.0026666715013391,-0.0112606852003626,-22.163736,0.99484414,30124816000.0,7342303422377.465,30127827000.0,3012366.0,0.0091765573222436,-0.0244984632361275,-0.0298196050338785,-0.7427142902613678,0.47353971263587175,-0.7427142890599452,0.8439851591807255,-0.7427142873746111,0.8433256160860814,3.3883071980689095,-0.39963815856201895,0.5299827783936285,-0.0022449538673652725,10.478967808874094,10.478924402954586,6.478907737158055,12.865832327858158,1.5 - 2.0
