,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,DSLUM,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,size_bulge_true,mag_i_lsst,mag_true_i_lsst_no_host_extinction,stellar_mass_bulge,shear_1,ellipticity_2_disk_true,magnification,sersic_disk,ellipticity_true,ellipticity_2_true,size_minor_bulge_true,ellipticity_disk_true,size_minor_disk_true,size_true,ra_true,dec_true,redshift,bulge_to_total_ratio_i,size_minor_true,mag_true_i_lsst,stellar_mass,ellipticity_1_bulge_true,size_disk_true,mag_true_i,ellipticity_2_bulge_true,shear_2_treecorr,galaxy_id,sersic_bulge,mag_i,Mag_true_i_lsst_z0,ellipticity_1_true,stellar_mass_disk,ellipticity_bulge_true,ellipticity_1_disk_true,convergence,halo_mass,shear_2,shear_2_phosim,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log
872,4,1.018,199.9862,0.362699,-153.0921,0.09763446,45.20355,1.52,-0.02202575,-0.02888796,23.65,22.80033,0.6576514,"[-0.286, 0.1861, 0.2579, -0.0743]","[-0.2345, -0.1586, 0.1352, 0.2138]","[2.3376, -2.1871, 3.6563, -1.5257]","[0.0, 11.12, 8.729, 13.266]",1658.71729,6754.83496,-22.8515396,22.3145332,1.01800001,1746.23,417.942,11089.3,-20.556520653238067,-20.47676998726114,-21.33376998726114,0.007266809193647134,20739.0,0.53422713,20.350689101711865,20.28057,93173100000.0,-0.0126414648346061,-0.3028568,0.9894435364351184,1.0,0.16127759,-0.15608184,0.39083213,0.31293848,0.36912492,0.5410168,57.21924962809273,-28.216825483231418,0.6328602294369512,0.9598589,0.3907446,20.339167,95638454000.0,-0.039029244,0.70537835,20.339167,-0.1500178,-0.0014076241126047,2625757626,4.0,20.350689101711865,-22.858393,-0.04060689,2465360000.0,0.15501168,-0.07879246,-0.0054008551213513,1012464833261.972,-0.0014076241126047,0.0014076241126047,-0.9126590337132554,0.5233006180659604,-0.9126590382327272,0.7315842147326745,-0.9126590399389941,0.7222411085767068,3.665472231371936,-0.2667892486937772,0.5641299337568182,-0.017792603892934175,10.98063254711024,10.969290545317168,9.391880345356798,12.005379947456575
1739,2,0.346,257.6321,0.4700524,-171.7464,0.02928897,-30.97051,2.79,0.9044394,-0.2577278,23.09,23.1632,3.203332,"[2.5748, -0.5278, 0.0, 0.0]","[-0.4308, 0.3662, 0.0, 0.0]","[1.7673, -0.9348, 0.0, 0.0]","[0.0, 149.402, 0.0, 0.0]",1011.27069,1832.13513,-23.01194,18.6488495,0.345999986,1621.63,1262.49,23293.3,-23.40015511452347,-22.42685608806338,-23.33085608806338,0.026567768402698685,15841.0,0.5628249,21.157954442608325,21.130205,21013772000.0,9.436671423057597e-05,-0.8289076,0.9981595524309992,1.0,0.39791214,-0.39779904,0.24481972,0.8291433,0.104062244,0.56808054,56.14172829505038,-29.311835413031773,0.5314919166055059,0.985134,0.24467517,21.155954,21036315000.0,-0.009387466,1.1140608,21.155954,-0.39363202,-0.0063643986251607,2625449023,4.0,21.157954442608325,-21.58407,-0.009486842,22543350.0,0.39374396,-0.01976806,-0.0009417343365882,533563374692.95776,-0.0063643986251607,0.0063643986251607,-0.797320067377788,0.09340805469300552,-0.7973200681785663,0.4349838159282284,-0.7973200675947105,0.4307050731998714,3.5329701183122264,-0.2455900875320532,0.5481399642089776,-0.006504691834915135,10.322969665361496,10.322504015840083,7.353018453786799,11.727186010723605
811,3,0.436,207.0141,0.768465,-114.3721,0.0403387,-20.03176,1.38,-0.8653269,0.4186808,23.37,21.85402,0.7243783,"[-1.5392, -1.2521, -1.5851, 0.0]","[0.5602, 1.0547, 0.4114, 0.0]","[-13.4151, 4.0401, 12.2297, 0.0]","[0.866, 0.0, 0.841, 0.0]",1166.50928,2405.4541,-22.5056381,19.8363476,0.43599999,1737.47,1033.64,9841.73,-21.15935724169669,-20.52863603537605,-21.292636035376045,0.025902602137811457,185516.0,0.35558173,25.135950920924746,25.127483,142867700000.0,-0.0098055624821582,-0.0011761736,0.9922314280219372,1.0,0.34268442,-0.0009554776,0.1740762,0.4218376,0.17016108,0.35558173,56.41849670016919,-29.333649921488217,1.742436217183993,1.0,0.17407621,25.127483,142867700000.0,-0.34268308,0.41846624,25.127483,-0.0009554776,0.0241206314797855,2632391909,4.0,25.135950920924746,-23.44445,-0.34268308,0.07459067,0.34268442,-0.42183596,-0.0042446659638177,26982846706298.598,0.0241206314797855,-0.0241206314797855,-1.5694022178715152,0.40663040589209737,-1.5694022178065175,0.4895533023729377,-1.5694022178065175,0.4895533023729377,3.0250464183970998,-0.44906056143641926,0.4807320431534628,0.0,11.154934053162128,11.154934053162128,-1.1273154918426267,13.431087766077884
1163,2,0.654,199.9862,0.1401615,49.48895,0.02211183,-73.10978,1.98,-0.01391785,-0.05680567,24.87,22.87922,1.238252,"[-0.2362, -0.1685, 0.0, 0.0]","[-0.6695, 0.5669, 0.0, 0.0]","[6.2562, -12.499, 0.0, 0.0]","[0.0, 9.505, 0.0, 0.0]",1432.98291,3920.23462,-22.5785389,21.0420208,0.653999984,1728.36,933.008,15348.5,-20.40632970869654,-19.87155936260121,-20.71555936260122,0.037765288693579604,102400.0,0.87720793,21.525221988383127,21.530216,225218990000.0,-0.0066948510646162,-0.6153767,1.0046104501543582,1.0,0.14431365,-0.14001635,0.65595204,0.6342635,0.2523803,0.87720793,56.36823117277903,-28.71462467797859,1.032062035028503,1.0,0.65595204,21.530216,225218990000.0,-0.03495501,1.1277407,21.530216,-0.14001635,0.0072878031612045,2627510142,4.0,21.525221988383127,-23.666098,-0.03495501,0.07815813,0.14431365,-0.15362848,0.0022482063905713,3000980944405.634,0.0072878031612045,-0.0072878031612045,-0.9077225360053542,0.22379285522223522,-0.9077225342388798,0.7477725546932965,-0.9077225342388798,0.7477725546932965,7.0547858812670015,-0.05689745093469407,0.8484838370846444,0.0,11.352605006536795,11.352605006536795,-1.1070258400313067,12.47726323775549
817,2,0.512,200.4472,0.2355896,85.59659,0.03659566,81.33958,1.49,0.1402223,-0.120942,21.23,20.82262,1.220261,"[0.3575, -0.3982, 0.0, 0.0]","[-0.7711, 0.187, 0.0, 0.0]","[3.3662, -1.4553, 0.0, 0.0]","[0.0, 24.205, 0.0, 0.0]",1274.92236,2914.65649,-22.4780807,20.3568554,0.512000024,1745.02,970.848,10819.3,-23.428995791880663,-22.849746632010994,-23.690746632010995,0.03535343550212028,8242.0,1.6299624,17.605250001237714,17.37601,77455150000.0,-0.0023828583764547,-0.573324,0.9981215130062444,1.0,0.4463834,-0.44587418,0.63407046,0.5739788,0.69101745,1.6747142,56.45620450592625,-28.33294221989212,0.1999555326365694,0.9513943,0.6410124,17.603209,82059080000.0,0.02100437,2.5530343,17.603209,-0.43937346,-0.0025504295877743,2625026393,4.0,17.605250001237714,-22.56506,0.021315137,4603938000.0,0.43987525,0.027407913,-0.0009466544493683,1441910703233.803,-0.0025504295877743,0.0025504295877743,-0.7615137082369847,0.27066518723824307,-0.7615137085148473,0.38900923752396793,-0.761513710440213,0.3827592542218523,5.40365213284082,0.22394070274399705,0.7326873829757432,-0.021639454856376045,10.914126643594054,10.889050299335041,9.66312946646966,12.158938365588936
1397,2,1.382,271.0192,0.005365079,77.02013,0.02714826,-30.54736,2.16,-0.07799848,0.08613884,24.09,22.56175,1.038989,"[0.2528, -0.458, 0.0, 0.0]","[-0.311, 0.4468, 0.0, 0.0]","[-4.086, 4.4966, 0.0, 0.0]","[58.778, 0.0, 0.0, 0.0]",1737.6554,9859.32422,-23.9218178,22.4294186,1.38199997,1709.61,399.775,17071.5,-20.689358441989107,-20.8507495587161,-21.6697495587161,0.06801166381789624,8242.0,1.6299624,17.605250001237714,17.37601,77455150000.0,-0.0023828583764547,-0.573324,0.9981215130062444,1.0,0.4463834,-0.44587418,0.63407046,0.5739788,0.69101745,1.6747142,56.45620450592625,-28.33294221989212,0.1999555326365694,0.9513943,0.6410124,17.603209,82059080000.0,0.02100437,2.5530343,17.603209,-0.43937346,-0.0025504295877743,2625026393,4.0,17.605250001237714,-22.56506,0.021315137,4603938000.0,0.43987525,0.027407913,-0.0009466544493683,1441910703233.803,-0.0025504295877743,0.0025504295877743,-0.7615137082369847,0.27066518723824307,-0.7615137085148473,0.38900923752396793,-0.761513710440213,0.3827592542218523,5.40365213284082,0.22394070274399705,0.7326873829757432,-0.021639454856376045,10.914126643594054,10.889050299335041,9.66312946646966,12.158938365588936
878,2,0.482,136.1445,0.118941,-0.5699909,0.046495,124.6951,1.38,-0.1560513,0.07248939,21.05,21.10033,0.6313187,"[0.1246, -0.4356, 0.0, 0.0]","[-0.0617, 0.2294, 0.0, 0.0]","[-0.9547, 2.38, 0.0, 0.0]","[9.701, 0.0, 0.0, 0.0]",1234.37317,2711.0835,-21.4408607,21.2068539,0.481999993,1737.47,968.838,9841.73,-23.433357238696686,-22.84863603537605,-23.612636035376045,0.033584826653355326,9378.0,0.71646076,18.632380006624803,18.3584,109662840000.0,-0.0026967044833397,-0.3117362,0.9971647092295812,1.0,0.11338239,-0.11217148,0.6009816,0.31510144,0.44199488,0.73140377,56.11501869623459,-28.185993828964925,0.3312092698798969,0.8874554,0.58243734,18.629297,124216800000.0,-0.012776385,0.84869224,18.629297,-0.08671791,-0.0024735293636532,2625109143,4.0,18.632380006624803,-22.883923,-0.016526528,14553965000.0,0.08765405,-0.045928936,-0.0014273528639543,20940442274974.65,-0.0024735293636532,0.0024735293636532,-0.8585383263709164,0.5207952175490038,-0.8585383330905824,0.8388199867412844,-0.8585383307369239,0.796328029336001,3.4204967498850607,-0.13584280543360872,0.5340891820993627,-0.05185346364819543,11.094180337015128,11.040059488860589,10.16298132617667,13.320985850005314
1204,2,0.262,201.3724,0.2509959,-94.49779,0.02044249,61.80582,1.37,0.07214513,-0.7640248,21.01,22.55812,1.847676,"[0.0554, -0.0209, 0.0, 0.0]","[-1.6992, 0.1469, 0.0, 0.0]","[1.8039, -0.2403, 0.0, 0.0]","[0.0, 54.713, 0.0, 0.0]",834.609497,1329.23572,-22.30266,18.5773487,0.261999995,1736.45,1292.03,9753.47,-23.67379576746538,-22.871360329952747,-23.633360329952747,0.010998187597488572,16491.0,0.47569066,20.973791937848087,20.878733,39658900000.0,-0.0003401563927655,-0.04153937,0.9999904653585928,1.0,0.20582399,-0.031462975,0.31553292,0.2717416,0.45260093,0.49115726,56.39627148559604,-29.32766769714506,0.5492735293159579,0.9377235,0.32348445,20.973782,40336260000.0,0.20003887,0.79036707,20.973782,-0.030942297,0.0052438521516625,2625530818,4.0,20.973791937848087,-22.049273,0.20340501,677359600.0,0.20241782,0.26854792,-1.8574039541308096e-05,3716705323267.606,0.0052438521516625,-0.0052438521516625,-0.07673258316776956,0.5726465018620847,-0.07673259102210012,0.663315330975373,-0.0767325878433414,0.6586168532133737,3.1070431080066876,-0.30877943208216796,0.49234727882290347,-0.02792520013526456,10.605695627722527,10.598340664217362,8.8308192903005,12.57015812968546
1726,2,0.424,247.1724,0.1838724,108.3012,0.03582191,111.5894,1.49,0.2111744,0.391864,21.19,20.97366,2.182005,"[-0.4165, 0.3549, 0.0, 0.0]","[-0.4991, 1.542, 0.0, 0.0]","[-1.2205, 2.9573, 0.0, 0.0]","[72.825, 0.0, 0.0, 0.0]",1147.60913,2327.09424,-22.9617195,19.2963505,0.423999995,1745.02,1088.71,10819.3,-23.556995820880665,-22.889746632011,-23.730746632010995,0.03487259458470851,9901.0,0.5415035,20.02997821964181,20.012024,16571559000.0,-0.0017078745340123,0.35304147,0.9935417256133716,1.0,0.24261968,0.16088533,0.3306226,0.5323966,0.29762375,0.5427253,56.02822603958927,-28.92259567151825,0.3496109500561175,0.99712044,0.3307927,20.022943,16600090000.0,0.18099174,0.97535133,20.022943,0.16034243,-0.0008676123033456,2625142626,4.0,20.02997821964181,-21.564932,0.18160458,28529950.0,0.24180095,0.3985071,-0.0032466916976825,765207981791.5493,-0.0008676123033456,0.0008676123033456,0.3624879357448916,0.3051451174137315,0.3624879623066162,0.6105640618683391,0.36248792958598963,0.6095029072119613,2.631315702252811,-0.26541993262305785,0.4201729573677158,-0.0012523810381099055,10.220110442642309,10.219363367396296,7.455301010537443,11.883779491451895
833,4,0.514,198.1527,0.1978872,159.2141,0.04418661,-6.39989,1.76,-0.06555253,0.04064487,22.29,20.77642,1.462605,"[0.0935, 0.6692, -0.7702, 0.4983]","[-0.5946, 0.0227, 0.2822, 0.4163]","[-4.0312, 11.1118, 3.6446, -8.4335]","[11.918, 9.566, 0.0, 9.874]",1277.53003,2928.34912,-22.449379,20.3977356,0.513999999,1743.85,1043.06,13284.0,-22.812644335631745,-22.17950798205022,-23.05650798205022,0.007762084498619358,220522.0,0.4342199,21.98343271207157,21.96872,114073215000.0,0.0151326615307606,0.43381986,0.9865400213558788,1.0,0.3506567,0.3503317,0.20875607,0.4342223,0.21311016,0.4342199,56.76822346311568,-29.970783075905345,1.1840948467191046,1.0,0.20875606,21.96872,114073215000.0,-0.015093879,0.54022515,21.96872,0.3503317,0.0023919225854596,3378361826,4.0,21.98343271207157,-23.223694,-0.015093879,0.6765692,0.3506567,-0.018690927,-0.0069152597099586,2740701489757.7466,0.0023919225854596,-0.0023919225854596,0.806927116317572,0.39448394751968385,0.8069271171193133,0.48076116725517853,0.8069271171193133,0.48076116725517853,3.5915597842980094,-0.3622902770074674,0.5552830999979501,0.0,11.05718368172508,11.05718368172508,-0.1696877768325598,12.437861735863887
1609,2,0.556,331.8945,0.2585151,102.2725,0.03190793,-107.221,1.77,-0.2856801,-0.4847479,22.37,21.69979,3.637898,"[-0.6919, 0.9855, 0.0, 0.0]","[-2.419, 0.8091, 0.0, 0.0]","[2.8374, -1.8539, 0.0, 0.0]","[0.0, 223.225, 0.0, 0.0]",1329.56787,3219.0647,-23.8338394,19.2608089,0.555999994,1743.38,996.519,13376.8,-22.70576117534287,-22.11266145801231,-22.990661458012312,0.037590127000104334,57093.0,0.7664048,20.82110668458078,20.678808,41568830000.0,-0.0245112079252464,-0.3154432,1.0196241379799165,1.0,0.34880716,-0.17017628,0.47485545,0.64655805,0.25981027,0.8892605,55.99852971079255,-29.97944095611679,0.742922408173281,0.82790715,0.42932755,20.842207,67065524000.0,0.2050307,1.2103621,20.842207,-0.11459427,-0.0011091393632495,3313646433,4.0,20.82110668458078,-22.73844,0.30447736,25496693000.0,0.23488174,0.5643872,0.0093660684290782,793837844912.6761,-0.0011091393632495,0.0011091393632495,-0.2548301241482925,0.21465501249324542,-0.25483012110316056,0.6195882774100819,-0.25483012727359966,0.4827916634229215,6.4480456971504685,-0.050970998152147645,0.8094281066428721,-0.082018366722061,10.826499322190237,10.61876780098698,10.406483854748144,11.8997317993393
837,4,0.768,176.1976,0.2760243,163.7171,0.01918931,167.6003,1.6,-0.0004814552,-0.03038572,24.03,22.38035,0.7551356,"[0.341, -0.3913, 0.067, -0.1386]","[-0.2236, -0.0393, 0.3063, -0.3444]","[4.5694, 5.5691, -2.3933, -5.1601]","[0.0, 1.058, 5.779, 2.141]",1526.68091,4772.13574,-22.3318405,21.8297234,0.768000007,1747.53,709.384,11813.3,-20.56385615828862,-20.2171394803251,-21.0811394803251,0.022393759278691763,40497.0,0.42034006,21.601900399707016,21.133644,40773670000.0,0.0030206262423322,0.6010252,0.9827618873597416,1.0,0.19320944,0.19299449,0.29608694,0.60169464,0.14503723,0.42786643,57.22199613599992,-28.570851020908734,0.8287754783217065,0.96313787,0.28930262,21.583021,42708824000.0,0.008178725,0.58323437,21.583021,0.17324148,0.0079882775798806,2626571672,4.0,21.601900399707016,-22.316563,0.009111264,1935156500.0,0.17343444,0.028374381,-0.0087682658204639,1452321512202.817,0.0079882775798806,-0.0079882775798806,0.7618106923149948,0.24867749129826153,0.7618106919779414,0.7043985984864988,0.761810691980844,0.6761516715881405,3.228934174352886,-0.3686917865183582,0.5090591915000652,-0.016311540607057473,10.630517613165475,10.610379803652684,9.286716093043832,12.162062770302633
1954,2,0.892,335.7376,0.3520615,64.16636,0.06982978,-16.63744,2.99,-0.02814498,-0.4675335,23.69,22.51052,3.295382,"[-0.4787, -0.3588, 0.0, 0.0]","[-2.0869, 1.2063, 0.0, 0.0]","[3.4999, -2.9634, 0.0, 0.0]","[0.0, 260.273, 0.0, 0.0]",1602.83081,5737.5957,-24.1160412,20.5696087,0.89200002,1590.41,830.37,25319.5,-22.43527560572639,-21.98005950611796,-22.888059506117955,0.03951413713486321,373790.0,0.7359682,25.03484046035992,25.012688,824708760000.0,0.013574971674135,-0.012244733,0.9798170504045072,1.0,0.030352827,-0.010908509,0.6926069,0.03407086,0.71756953,0.7359682,57.02101871931474,-29.468365998239136,1.9611953253226784,1.0,0.6926069,25.012703,824708760000.0,0.028324874,0.7681907,25.012703,-0.010908509,-0.0015351603959545,3387509948,4.0,25.03484046035992,-24.408756,0.028324874,335.6686,0.030352827,0.031794496,-0.0103392145860659,118740509941183.12,-0.0015351603959545,0.0015351603959545,-0.18380717616067632,0.9341034337889379,-0.18380718891409784,0.9410826555981995,-0.18380718891409784,0.9410826555981995,6.220661517794778,-0.1331409504218576,0.793836570904922,0.0,11.916300607633891,11.916300607633891,2.5259107172249595,14.074598909708504
1605,2,0.786,169.8244,0.1724651,156.7922,0.03139665,113.1171,2.51,-0.06229455,-0.1845878,23.07,23.13234,0.8733404,"[-0.1015, 0.0877, 0.0, 0.0]","[-0.629, 0.2236, 0.0, 0.0]","[4.1106, -0.9442, 0.0, 0.0]","[0.0, 24.342, 0.0, 0.0]",1539.24512,4909.87793,-22.2486992,21.9926548,0.786000013,1663.55,880.329,20495.1,-22.70225019536928,-22.210616312787,-23.010616312787,0.02495410561396515,10528.0,0.9580759,18.41214472625513,18.24404,233255930000.0,1.1446062337938656e-06,-0.19983713,0.9971414369033998,1.0,0.09001747,-0.06466454,0.808669,0.27818698,0.6170095,0.9618631,57.08751224779677,-28.930176014519176,0.3631365215171691,0.97125703,0.8029951,18.409037,236627380000.0,0.0588307,1.092601,18.409037,-0.060748603,0.0010868535686983,2625180445,4.0,18.41214472625513,-23.358519,0.06262301,3371459600.0,0.08456621,0.19352806,-0.001432942915772,12329611483222.535,0.0010868535686983,-0.0010868535686983,-0.40071774890887535,0.5647163144716729,-0.4007177710640195,0.8440552359713435,-0.4007177566286252,0.8348329848829583,4.780648039997251,-0.01688673580565877,0.6794867713231453,-0.012665824737584236,11.374064995131045,11.36783269350553,9.527817959918876,13.09094939181463
847,2,0.99,224.3882,0.2480981,-92.2013,0.09392953,-6.543914,2.61,-0.104426,0.1595649,23.71,22.55547,1.33983,"[0.2952, -0.5417, 0.0, 0.0]","[-0.3778, 0.6685, 0.0, 0.0]","[-2.8961, 4.0741, 0.0, 0.0]","[50.86, 0.0, 0.0, 0.0]",1647.86621,6525.71484,-23.1325397,21.9306011,0.99000001,1648.89,740.506,21488.5,-21.961030493595143,-21.658146501213068,-22.489146501213067,0.017746411836782973,45017.0,0.43277588,21.748266175851025,21.286896,26648756000.0,0.0020256995141372,-0.50100636,0.9878441520875226,1.0,0.363082,-0.35147336,0.20358464,0.51755387,0.1917716,0.43594173,56.10820373167275,-29.23215334223059,0.874152753054223,0.95770234,0.20369953,21.734987,26680056000.0,-0.09034382,0.6032253,21.734987,-0.34864423,-0.0070011561369289,2626760948,4.0,21.748266175851025,-22.309237,-0.091076925,31299594.0,0.36015943,-0.12982526,-0.0061603006003894,107475200144225.36,-0.0070011561369289,0.0070011561369289,-0.9121741659460559,0.31791041308553086,-0.912174167553994,0.470415876618335,-0.912174161500335,0.4672631723788666,3.3480446678028537,-0.36057155667331003,0.5247912434821818,-0.01876945144619311,10.426186736806185,10.425676940381527,7.495538704169348,14.031308262548771
1548,2,0.978,209.894,0.3602567,-71.0226,0.05595084,50.1221,2.24,0.06230451,0.2040696,22.41,21.81715,1.091622,"[-0.2012, 0.1413, 0.0, 0.0]","[-0.2655, 0.771, 0.0, 0.0]","[-1.7264, 2.3565, 0.0, 0.0]","[53.344, 0.0, 0.0, 0.0]",1643.01392,6428.26514,-22.9483795,22.0700893,0.977999985,1699.97,696.924,17845.6,-22.86965578635152,-22.613474508593256,-23.421474508593256,0.22545781690142072,71065.0,1.2500112,21.68269054718374,21.658161,49446445000.0,-0.0085698541398011,0.6560727,0.997633916587687,1.0,0.6683207,0.63700765,0.24851663,0.6883229,0.475157,1.2501293,57.827921435171575,-29.82542663226428,0.7905168314218696,0.99988484,0.24853855,21.680119,49448410000.0,0.20217223,2.5738766,21.680119,0.637006,0.0184433068538382,3376330543,4.0,21.68269054718374,-22.609966,0.20217276,1967399.1,0.668319,0.2082236,-0.0013916781201499,4010800246264.789,0.0184433068538382,-0.0184433068538382,0.6317364314312633,0.18460749720816902,0.631736433323009,0.19881151502240285,0.6317364288127798,0.19881026971856808,9.27875064754627,0.09695493410598535,0.967489503869324,-5.001623252592737e-05,10.694152331538294,10.694135073033653,6.293892468382111,12.603231032935224
1920,2,1.012,204.6445,0.01626671,30.14342,0.05682997,100.7345,2.6,-0.004953685,0.2167779,23.69,22.94872,1.146662,"[0.0007, -0.0509, 0.0, 0.0]","[-0.3439, 0.8016, 0.0, 0.0]","[-1.9793, 2.8205, 0.0, 0.0]","[51.725, 0.0, 0.0, 0.0]",1656.45862,6705.5835,-22.9074421,22.2367401,1.01199996,1650.38,724.609,21388.9,-21.948942290063293,-21.669564124104184,-22.495564124104185,0.03298279195473695,227610.0,0.6413757,21.658828186339505,21.58663,344410400000.0,-0.0079097909579785,-0.079554215,0.9356656208335098,1.0,0.15159361,-0.02603089,0.47251675,0.46329227,0.27171865,0.6413757,57.39334110579634,-29.08679319187938,1.278463520717377,1.0,0.47251675,21.58663,344410400000.0,0.14934194,0.74081993,21.58663,-0.02603089,0.006726859611811,3379004642,4.0,21.658828186339505,-23.769705,0.14934194,0.06838693,0.15159361,0.45641086,-0.033859608340109,2662617653363.3804,0.006726859611811,-0.006726859611811,-0.08628510915131549,0.36678093177936166,-0.08628510977914973,0.7367237751590725,-0.08628510977914973,0.7367237751590725,5.366846769284853,-0.19288749834556848,0.7297191957707239,0.0,11.537076257167266,11.537076257167266,-1.1650268920117521,12.42530880708626
849,2,0.824,232.2737,0.1277487,13.96004,0.04295816,119.3362,1.29,-0.03668631,0.02474682,24.33,22.12543,0.9035148,"[0.2856, -0.4258, 0.0, 0.0]","[-0.2959, 0.2611, 0.0, 0.0]","[-13.3998, 7.6178, 0.0, 0.0]","[11.332, 0.0, 0.0, 0.0]",1564.00085,5203.39307,-23.0986404,21.3067913,0.824000001,1726.55,480.811,9054.2,-19.630250416405985,-19.408456064481125,-20.140456064481125,0.053186739496148466,247042.0,0.46422368,22.16190355541076,22.10931,379666900000.0,-0.0044650980731041,-0.18608439,0.9527141990407428,1.0,0.12653749,-0.08076895,0.35993654,0.29153097,0.24522278,0.46422365,56.97779698466921,-29.71873228823561,1.50828441871619,1.0,0.3599365,22.10931,379666900000.0,-0.097406946,0.44703832,22.10931,-0.08076895,-0.0274433932132428,3380612629,4.0,22.16190355541076,-24.06427,-0.097406946,27.79752,0.12653749,-0.22441682,-0.0248930680820271,18606232348123.945,-0.0274433932132428,0.0274433932132428,-1.2246520323037149,0.5485497745981195,-1.2246520487640995,0.7753514796350767,-1.2246520487640995,0.7753514796350767,3.9427613993909705,-0.3332727380660953,0.5958004960528718,0.0,11.579402736265534,11.579402736265534,1.444006051372786,13.269658439972472
867,2,1.944,274.7894,0.05068014,140.3479,0.05478765,7.992425,3.03,0.1455019,0.05726354,23.35,22.45454,0.9429808,"[-0.2726, 0.6172, 0.0, 0.0]","[-0.1416, 0.1706, 0.0, 0.0]","[-2.2813, 3.1023, 0.0, 0.0]","[103.877, 0.0, 0.0, 0.0]",1731.58386,15007.8721,-24.3795586,23.4460373,1.94400001,1584.15,319.192,25728.0,-21.75803012534178,-22.3493988276654,-23.261398827665392,0.004083721275888637,16733.0,0.47814527,20.0610891462842,19.996508,94923270000.0,-0.0017662771321913,-0.21898563,0.9913152149913732,1.0,0.10184557,-0.089797005,0.3913259,0.24836814,0.36672813,0.47990176,57.04392568489727,-28.46391975461279,0.558581325414504,0.9774059,0.39118537,20.051619,94972850000.0,0.04711216,0.6090903,20.051619,-0.08804023,-0.0012451753607366,2625533832,4.0,20.0610891462842,-22.77538,0.048052244,49584420.0,0.09985308,0.11718375,-0.0043732082691549,963013490659.155,-0.0012451753607366,0.0012451753607366,-0.5397242311572061,0.6020914997627758,-0.5397241961576988,0.8184246924966534,-0.5397242086117201,0.8151363977673146,3.0618812244783156,-0.31884765732557707,0.48598833967571503,-0.009925043730489087,10.977599470758424,10.97737269075995,7.695345237559896,11.983632371109778
868,2,0.698,294.4422,0.4791603,-142.311,0.04608056,40.80543,1.43,-0.325966,-0.4644307,23.25,22.87104,2.256332,"[-1.2128, 0.0986, 0.0, 0.0]","[-1.302, 0.5341, 0.0, 0.0]","[1.7192, -1.4177, 0.0, 0.0]","[0.0, 227.485, 0.0, 0.0]",1472.18433,4244.60742,-23.6262608,20.2109261,0.698000014,1741.63,712.923,10284.2,-21.112852555556465,-20.73284472755857,-21.521844727558577,0.025443886311236612,51075.0,0.41765743,22.08344023703025,22.251024,96205260000.0,0.0133849511962702,0.3668619,1.166899902820605,1.0,0.2327432,0.23152718,0.25994912,0.36878875,0.26212916,0.41765743,56.66542490266246,-28.409694747362792,0.9819620747282732,1.0,0.25994912,22.251024,96205260000.0,-0.02376054,0.56843007,22.251024,0.23152718,-0.004964745493442,2627193203,4.0,22.08344023703025,-22.938686,-0.02376054,0.0004164828,0.2327432,-0.037649307,0.0741623577347967,3607395705870.423,-0.004964745493442,0.004964745493442,0.8365317949716197,0.461145875088654,0.8365317889760385,0.6223979137259359,0.8365317889760385,0.6223979137259359,3.317416111836159,-0.3791797882212541,0.5207999495840141,0.0,10.983198817635781,10.983198817635781,-3.3804029294776803,12.55719378397351
869,2,0.786,182.3896,0.4193588,-40.0263,0.156649,65.30842,1.78,-0.1700446,0.07127182,21.69,21.45225,0.7662006,"[0.2255, -0.4485, 0.0, 0.0]","[-0.0373, 0.3271, 0.0, 0.0]","[-1.2448, 3.3066, 0.0, 0.0]","[25.454, 0.0, 0.0, 0.0]",1539.24512,4909.87793,-22.4359398,21.8054142,0.786000013,1742.86,753.975,13469.5,-23.170757360094782,-22.80570137819719,-23.68470137819719,0.05446924029884024,225564.0,0.8486904,22.236140645651812,22.216335,122735034000.0,0.0195204831741125,0.19519831,0.9886414809054264,1.0,0.35253644,0.17828159,0.4062877,0.38598782,0.5561438,0.8489113,57.60506768869624,-29.81933113204083,1.2607071043631373,0.99760693,0.40637657,22.223738,122737790000.0,-0.3041185,1.2553637,22.223738,0.17827238,0.0181278088379943,3378716701,4.0,22.236140645651812,-23.388428,-0.30413422,2751559.5,0.35251823,-0.33299282,-0.0060808536264698,11460216445476.057,0.0181278088379943,-0.0181278088379943,1.3056933324452984,0.4430141224026808,1.3056933129528883,0.4787231354641841,1.3056933190298232,0.4787032163827175,7.090004193642164,-0.07113768541327965,0.85064649206249,-0.0010405426386696987,11.088978299170776,11.088968547251417,6.4395789084763715,13.059192820091074
