ID,RAJ2000,DEJ2000,R,PMem,Pfree,tLum,tRad,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zspec,ObjID
132,83.22435694444444,-57.863006111111105,0.181,0.209,1.0,0.9579650000000001,1.0000000000000002,25.6669,0.6236,23.991,0.1602,23.407,0.1623,22.2359,0.135,,2943152257
132,83.26999694444443,-57.862578055555545,0.297,0.931,1.0,1.0000000000000002,1.0000000000000002,25.1569,0.341,23.3361,0.0771,22.215,0.0433,21.7774,0.0684,,2943152295
132,83.2426711111111,-57.86315888888888,0.071,0.0,0.0,1.0000000000000002,1.0000000000000002,22.0688,0.0308,20.9438,0.0128,20.3223,0.011,19.932,0.0186,,2943152346
132,83.23819388888887,-57.857051111111105,0.186,0.93,1.0,1.0000000000000002,1.0000000000000002,24.262,0.1725,22.924,0.06,21.8898,0.0376,21.5124,0.0658,,2943152729
132,83.23899194444444,-57.85611305555555,0.202,0.777,1.0,0.9999660000000001,1.0000000000000002,26.2343,0.8148,23.8592,0.1053,22.4975,0.0511,22.115,0.0889,,2943152809
132,83.23128888888888,-57.85291388888888,0.278,0.811,1.0,1.0000000000000002,1.0000000000000002,24.4832,0.1924,22.873,0.0495,21.8301,0.0323,21.2508,0.0471,,2943153098
132,83.21982999999999,-57.85360999999999,0.325,0.05,1.0,1.0000000000000002,1.0000000000000002,22.9887,0.0696,21.903,0.0296,21.1091,0.0257,20.6666,0.0424,,2943153106
132,83.26744194444443,-57.851096111111104,0.393,0.876,1.0,1.0000000000000002,1.0000000000000002,24.0299,0.1382,22.3117,0.0324,21.1686,0.0182,20.6884,0.0269,,2943153286
132,83.2342511111111,-57.84736694444444,0.37,0.247,1.0,1.0000000000000002,1.0000000000000002,24.6715,0.2752,23.5373,0.1168,22.7137,0.0883,21.9385,0.1013,,2943153560
132,83.28067805555554,-57.84591888888888,0.553,0.372,1.0,1.0000000000000002,1.0000000000000002,24.6469,0.2239,23.2091,0.0675,22.4275,0.0527,21.9477,0.0784,,2943153717
132,83.2408911111111,-57.844671111111104,0.414,0.614,1.0,1.0000000000000002,1.0000000000000002,24.268,0.1395,22.9806,0.0483,22.081,0.0352,21.6075,0.0542,,2943153794
132,83.25919888888887,-57.84349305555555,0.471,0.753,1.0,1.0000000000000002,1.0000000000000002,24.7973,0.2568,23.3675,0.078,22.4327,0.0553,21.9575,0.0823,,2943153882
132,83.24063694444443,-57.84262388888888,0.452,0.796,1.0,1.0000000000000002,1.0000000000000002,25.1343,0.4543,23.187,0.0844,22.1508,0.0565,21.5803,0.079,,2943153962
132,83.25205694444443,-57.841046111111105,0.494,0.692,1.0,0.9830790000000001,1.0000000000000002,25.5867,0.4962,23.5619,0.0873,22.6233,0.0637,22.2437,0.1062,,2943154101
132,83.28069888888888,-57.837804999999996,0.669,0.154,1.0,1.0000000000000002,0.9999570000000001,23.9588,0.1223,22.4229,0.0337,21.6236,0.0266,21.1898,0.0412,,2943154419
132,83.28265999999999,-57.83398888888888,0.738,0.339,1.0,1.0000000000000002,0.9944520000000001,22.6021,0.0383,21.2031,0.0129,20.0774,0.0071,19.5802,0.0104,,2943154786
132,83.26759999999999,-57.82323999999999,0.854,0.238,1.0,1.0000000000000002,0.586443,23.0385,0.0588,21.7474,0.0218,20.8754,0.0157,20.4919,0.0257,,2943155775
132,83.19855194444443,-57.892574999999994,0.637,0.329,1.0,0.9799290000000002,0.9999970000000001,24.6153,0.1785,23.6524,0.0871,22.7057,0.0575,22.282,0.0911,,2943149577
132,83.20036388888887,-57.891616111111105,0.612,0.677,1.0,1.0000000000000002,1.0000000000000002,24.2387,0.2587,22.1212,0.0418,20.9992,0.0239,20.5646,0.0371,,2943149793
132,83.17581888888888,-57.88973805555555,0.774,0.7,1.0,0.9999920000000001,0.9663170000000001,25.1003,0.5299,23.5801,0.1453,22.4656,0.0845,21.9408,0.1224,,2943149822
132,83.187395,-57.904734999999995,0.883,0.134,1.0,1.0000000000000002,0.36432000000000003,24.1632,0.1348,22.0969,0.0231,21.1553,0.0171,20.6797,0.0242,,2943148502
209,64.66095888888889,-55.96379111111111,0.798,0.241,1.0,0.32394400000000007,0.7953970000000001,24.7116,0.3276,23.4289,0.1379,22.3388,0.0831,21.7736,0.098,,2933655213
209,64.6628561111111,-55.96330694444444,0.787,0.427,1.0,1.0000000000000002,0.8527920000000001,24.8171,0.2892,22.6726,0.0553,21.7171,0.0387,21.3717,0.0569,,2933655258
209,64.64483305555555,-55.94945499999999,0.627,0.524,1.0,1.0000000000000002,0.9999890000000001,23.8583,0.1178,22.2813,0.0374,21.4332,0.0243,20.9547,0.0287,,2933657150
209,64.64610499999999,-55.94942305555555,0.621,0.033,1.0,1.0000000000000002,0.9999940000000002,22.7373,0.0494,21.3787,0.0192,20.835,0.0167,20.49,0.022,,2933657195
209,64.64402805555555,-55.94894999999999,0.624,0.532,1.0,1.0000000000000002,0.9999920000000001,23.7223,0.1377,22.1009,0.0413,21.1728,0.0264,20.6957,0.0296,,2933657208
209,64.69646694444444,-55.971191944444435,0.919,0.619,1.0,1.0000000000000002,0.05568200000000001,24.3827,0.2233,22.5749,0.0562,21.6441,0.0346,21.2665,0.0479,,2933654749
209,64.73113805555555,-55.9648461111111,0.936,0.664,1.0,1.0000000000000002,0.027009000000000002,23.4092,0.1013,21.7906,0.037,21.0648,0.0233,20.6932,0.0333,,2933655146
209,64.70897,-55.95691999999999,0.726,0.386,1.0,1.0000000000000002,0.9883620000000001,24.0139,0.1787,22.7342,0.0748,21.7503,0.0462,21.3462,0.0551,,2933656662
209,64.71005888888888,-55.953851111111106,0.684,0.065,1.0,0.8745290000000001,0.9990620000000001,23.9032,0.1494,22.8627,0.0819,21.9212,0.0523,21.6463,0.0719,,2933656865
209,64.64250888888888,-55.89859499999999,0.44,0.9,1.0,1.0000000000000002,1.0000000000000002,23.1357,0.0747,21.4032,0.0227,20.5142,0.0143,20.096,0.0178,,2933669588
209,64.62143499999999,-55.88472388888888,0.738,0.013,1.0,1.0000000000000002,0.9783430000000001,22.7053,0.0506,21.0613,0.0158,20.4733,0.0138,20.1853,0.0193,,2933673499
209,64.61665888888888,-55.941778055555545,0.707,0.021,1.0,1.0000000000000002,0.9960200000000001,23.004,0.0512,21.5923,0.0201,21.0565,0.0183,20.756,0.0253,,2933659686
209,64.59130111111111,-55.915681111111105,0.803,0.397,1.0,1.0000000000000002,0.7683070000000001,24.2094,0.1398,22.4251,0.0433,21.7914,0.0324,21.4365,0.0428,,2933666414
209,64.5841711111111,-55.91556388888888,0.869,0.297,1.0,0.9999530000000001,0.28017100000000006,24.4555,0.1858,22.8572,0.0684,21.8414,0.036,21.5347,0.0497,,2933666432
209,64.58696194444444,-55.9147961111111,0.843,0.749,1.0,1.0000000000000002,0.47085200000000005,23.4063,0.1007,21.6087,0.0309,20.767,0.019,20.3387,0.0235,,2933666522
209,64.6495661111111,-55.871626944444436,0.781,0.092,1.0,0.9936050000000001,0.8776590000000001,24.908,0.4087,23.4128,0.19,22.0866,0.0686,21.5485,0.0724,,2933676322
209,64.6565461111111,-55.9059511111111,0.263,0.665,1.0,1.0000000000000002,1.0000000000000002,23.6225,0.1034,21.9967,0.042,21.0705,0.0235,20.7674,0.0307,,2933667094
209,64.67994305555554,-55.89428499999999,0.362,0.651,1.0,0.15291800000000003,1.0000000000000002,24.6604,0.2039,22.9322,0.0535,22.314,0.0493,21.7959,0.0655,,2933669791
209,64.66334194444444,-55.893986944444435,0.392,0.512,1.0,1.0000000000000002,1.0000000000000002,23.0934,0.0634,21.7661,0.028,20.994,0.0213,20.6165,0.0292,,2933669813
209,64.65691805555555,-55.89413499999999,0.415,0.936,1.0,1.0000000000000002,1.0000000000000002,23.2254,0.092,21.4956,0.0296,20.72,0.0213,20.3261,0.0269,,2933669868
209,64.67995111111111,-55.893878888888885,0.369,0.42,1.0,1.0000000000000002,1.0000000000000002,23.2885,0.1127,21.8415,0.0384,21.21,0.035,20.9547,0.0574,,2933669881
209,64.67801694444444,-55.8940211111111,0.366,0.546,1.0,1.0000000000000002,1.0000000000000002,22.9234,0.1058,21.6098,0.0423,20.754,0.0326,20.434,0.048,,2933669899
209,64.71469805555554,-55.905761111111104,0.377,0.044,1.0,1.0000000000000002,1.0000000000000002,23.9508,0.2009,23.0667,0.1588,21.6384,0.0484,21.2759,0.0631,,2933667069
209,64.70198805555555,-55.90544305555555,0.282,0.156,1.0,0.18522400000000003,1.0000000000000002,25.1367,0.3944,23.5646,0.1319,22.3432,0.0641,21.7881,0.0662,,2933667089
209,64.69775999999999,-55.894776111111106,0.397,0.901,1.0,1.0000000000000002,1.0000000000000002,24.342,0.1848,22.5386,0.0422,21.7615,0.0353,21.3971,0.0427,,2933669755
209,64.69418805555554,-55.88381194444444,0.554,0.293,1.0,0.9892160000000001,1.0000000000000002,23.9955,0.1965,22.4088,0.051,21.7542,0.0516,21.5599,0.0735,,2933673480
209,64.6625261111111,-55.94031194444444,0.422,0.017,1.0,1.0000000000000002,1.0000000000000002,23.5701,0.076,22.1354,0.0305,21.5716,0.028,21.0789,0.0333,,2933659762
209,64.64248194444444,-55.939201944444434,0.502,0.851,1.0,1.0000000000000002,1.0000000000000002,23.8198,0.1316,21.9582,0.0356,21.1444,0.024,20.7196,0.0297,,2933659873
209,64.62277611111111,-55.93946499999999,0.639,0.034,1.0,1.0000000000000002,0.9999700000000001,22.1495,0.0305,20.4909,0.0096,19.9109,0.0084,19.582,0.0113,,2933659982
209,64.676425,-55.93188388888888,0.257,0.946,1.0,1.0000000000000002,1.0000000000000002,24.314,0.2288,22.6924,0.0691,21.7967,0.0514,21.3771,0.0689,,2933663352
209,64.65116694444444,-55.9291661111111,0.328,0.937,1.0,1.0000000000000002,1.0000000000000002,24.4343,0.1603,22.7026,0.0488,21.8666,0.0332,21.4577,0.042,,2933663517
209,64.68054805555555,-55.92233999999999,0.102,0.915,1.0,1.0000000000000002,1.0000000000000002,23.5388,0.1481,22.1893,0.0548,21.5623,0.0523,21.1966,0.0753,,2933664060
209,64.68679694444444,-55.921631944444435,0.118,0.986,1.0,1.0000000000000002,1.0000000000000002,22.9088,0.0581,21.1394,0.0146,20.2755,0.0122,19.8745,0.0149,,2933664063
209,64.6805261111111,-55.917718888888885,0.031,0.924,1.0,1.0000000000000002,1.0000000000000002,23.6945,0.1467,22.4651,0.0692,21.6459,0.0496,21.3034,0.0703,,2933664276
209,64.67882805555554,-55.91761111111111,0.022,0.794,1.0,0.9662590000000001,1.0000000000000002,23.8941,0.1784,22.3721,0.0659,21.8266,0.0608,21.5648,0.0897,,2933664280
209,64.67478388888888,-55.91761111111111,0.039,0.019,1.0,1.0000000000000002,1.0000000000000002,22.209,0.0491,20.9411,0.0238,20.2057,0.018,19.7447,0.022,,2933666358
209,64.67146,-55.916148888888884,0.063,0.916,1.0,0.9772310000000001,1.0000000000000002,25.8291,0.9476,22.9711,0.1078,21.9072,0.0555,21.5699,0.0795,,2933666370
209,64.6760861111111,-55.91649388888888,0.021,0.985,1.0,1.0000000000000002,1.0000000000000002,22.8691,0.0615,21.0319,0.0173,20.184,0.0118,19.7809,0.0161,,2933666468
209,64.67423805555555,-55.91662388888888,0.038,0.988,1.0,1.0000000000000002,1.0000000000000002,22.0258,0.0434,20.1877,0.0122,19.3092,0.0081,18.9066,0.011,,2933666514
209,64.6774811111111,-55.91387999999999,0.04,0.978,1.0,0.9867290000000001,1.0000000000000002,24.5103,0.263,22.6596,0.0727,21.8687,0.0527,21.5563,0.0778,,2933666532
209,64.66472999999999,-55.91370305555555,0.132,0.551,1.0,0.9882770000000001,1.0000000000000002,24.1866,0.196,22.9353,0.1048,22.2181,0.074,21.5522,0.078,,2933666539
209,64.664385,-55.91341499999999,0.137,0.842,1.0,0.29040600000000005,1.0000000000000002,24.5867,0.2648,23.2856,0.1354,22.4102,0.0827,21.7784,0.0898,,2933666560
209,64.6757311111111,-55.913376111111106,0.053,0.976,1.0,1.0000000000000002,1.0000000000000002,23.5664,0.1171,21.6655,0.0309,20.7421,0.0208,20.3312,0.0267,,2933666589
209,64.67834111111111,-55.9162761111111,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,21.5009,0.0335,19.688,0.0094,18.7435,0.0058,18.3357,0.008,,2933666606
209,64.67103388888889,-55.912523888888884,0.091,0.972,1.0,1.0000000000000002,1.0000000000000002,23.5373,0.1027,21.5664,0.0271,20.6947,0.0162,20.286,0.0216,,2933666626
209,64.675,-55.91144388888888,0.085,0.965,1.0,1.0000000000000002,1.0000000000000002,23.9176,0.1331,22.4347,0.0516,21.6408,0.0372,21.3489,0.0561,,2933666680
209,64.66561499999999,-55.911849999999994,0.138,0.948,1.0,1.0000000000000002,1.0000000000000002,24.195,0.1513,22.1723,0.0403,21.3667,0.026,20.9806,0.0353,,2933666700
209,64.70818805555555,-55.93541888888888,0.418,0.815,1.0,1.0000000000000002,1.0000000000000002,23.5968,0.1148,21.6763,0.0279,20.7215,0.0155,20.2942,0.019,,2933660184
209,64.7084911111111,-55.92788388888888,0.337,0.527,1.0,0.8577420000000001,1.0000000000000002,24.3288,0.1791,22.7274,0.0582,22.1656,0.0466,21.6712,0.0538,,2933663603
209,64.69137805555555,-55.92710999999999,0.215,0.83,1.0,0.9999860000000002,1.0000000000000002,23.9049,0.1847,22.7204,0.0705,21.8731,0.0577,21.4492,0.0667,,2933663649
209,64.70548388888888,-55.92283888888888,0.273,0.91,1.0,1.0000000000000002,1.0000000000000002,23.7338,0.1327,22.2597,0.0485,21.3822,0.0317,20.9684,0.0381,,2933663966
209,64.68976305555555,-55.92147388888888,0.136,0.954,1.0,1.0000000000000002,1.0000000000000002,22.7516,0.0728,21.0611,0.0167,20.2209,0.0142,19.7697,0.016,,2933664080
209,64.69857888888887,-55.91788805555555,0.189,0.034,1.0,1.0000000000000002,1.0000000000000002,24.5964,0.2425,22.7646,0.0638,21.7935,0.039,21.1747,0.038,,2933664268
209,64.69607305555554,-55.91723805555555,0.164,0.758,1.0,0.9984490000000001,1.0000000000000002,24.0861,0.1615,22.628,0.0576,22.0631,0.0565,21.5511,0.0601,,2933666307
209,64.70449388888888,-55.91651388888888,0.241,0.798,1.0,1.0000000000000002,1.0000000000000002,23.8182,0.1288,22.5653,0.0577,21.7903,0.0423,21.411,0.0513,,2933666342
209,64.69685888888888,-55.9165661111111,0.171,0.956,1.0,1.0000000000000002,1.0000000000000002,22.9149,0.0634,21.2947,0.0192,20.5838,0.0159,20.2217,0.0193,,2933666345
209,64.68779694444444,-55.915516944444434,0.088,0.933,1.0,0.9916870000000001,1.0000000000000002,24.1191,0.186,22.4895,0.0601,21.8092,0.0508,21.5622,0.0696,,2933666408
209,64.72075305555555,-55.9141661111111,0.393,0.835,1.0,0.043814000000000006,1.0000000000000002,24.4032,0.2428,22.8583,0.1118,22.2133,0.0688,21.8875,0.0929,,2933666501
209,64.71160111111111,-55.912656944444436,0.312,0.956,1.0,1.0000000000000002,1.0000000000000002,24.1504,0.1796,22.3418,0.0524,21.4924,0.0285,21.0846,0.0356,,2933666605
209,64.69616888888888,-55.910663055555545,0.189,0.83,1.0,0.173271,1.0000000000000002,24.8638,0.2506,23.0361,0.0663,22.3511,0.0582,21.7842,0.0589,,2933666744
209,64.74808499999999,-55.91130194444444,0.648,0.83,1.0,1.0000000000000002,0.9999330000000001,22.7482,0.0609,21.1348,0.0263,20.2878,0.0133,19.8967,0.0171,,2933666746
209,64.696355,-55.910128055555546,0.195,0.046,1.0,0.9999980000000002,1.0000000000000002,23.8698,0.1209,22.5434,0.0507,22.0568,0.0534,21.4816,0.0533,,2933666780
209,64.74653194444444,-55.910306111111105,0.637,0.803,1.0,1.0000000000000002,0.9999750000000002,23.2806,0.0846,21.5491,0.0323,20.6797,0.0153,20.3062,0.0211,,2933666800
209,64.70353999999999,-55.90919388888888,0.26,0.855,1.0,0.827972,1.0000000000000002,24.3735,0.1862,22.7808,0.061,22.1511,0.0511,21.6752,0.0567,,2933666854
209,64.74785499999999,-55.90841694444444,0.654,0.065,1.0,1.0000000000000002,0.9998950000000001,23.2332,0.0819,21.4968,0.0311,20.4182,0.013,19.9455,0.0154,,2933666947
209,64.7411211111111,-55.893046111111104,0.694,0.402,1.0,0.276376,0.9981930000000001,25.1338,0.3955,23.3046,0.1163,22.2727,0.0557,21.7671,0.0645,,2933669853
209,64.7390711111111,-55.88862111111111,0.722,0.041,1.0,0.9999810000000001,0.9906760000000001,24.3976,0.2714,23.2014,0.142,22.0713,0.0622,21.4627,0.0646,,2933670152
209,64.7370211111111,-55.87897194444444,0.819,0.043,1.0,1.0000000000000002,0.6620140000000001,23.283,0.1109,21.901,0.0535,21.3949,0.038,20.9963,0.048,,2933673846
209,64.72456694444443,-55.87346388888888,0.824,0.047,1.0,1.0000000000000002,0.6243010000000001,22.5038,0.0505,21.0408,0.0226,20.4178,0.0166,19.9985,0.0194,,2933676384
209,64.69947888888888,-55.86471888888888,0.871,0.042,1.0,1.0000000000000002,0.266635,23.0114,0.0587,21.7272,0.0221,21.1294,0.0234,20.7795,0.0272,,2933676748
209,64.66124888888888,-55.971996944444435,0.93,0.732,1.0,1.0000000000000002,0.034418000000000004,22.6526,0.0758,20.8321,0.0193,19.928,0.0139,19.5248,0.0191,,2933654782
209,64.61945805555554,-55.96019194444444,0.904,0.224,1.0,0.9983560000000001,0.09897800000000001,23.6154,0.1856,22.4878,0.0839,21.7466,0.073,21.4462,0.0962,,2933656492
209,64.61116694444443,-55.95761694444444,0.92,0.344,1.0,1.0000000000000002,0.053764000000000006,22.3623,0.0799,20.5909,0.02,19.7622,0.0159,19.2886,0.0179,,2933656871
304,9.637709999999998,-43.7372861111111,0.502,0.371,1.0,1.0000000000000002,1.0000000000000002,22.9416,0.0448,21.5231,0.0154,20.992,0.0134,20.6372,0.0135,,2970722281
304,9.625358055555555,-43.73286694444444,0.59,0.463,1.0,1.0000000000000002,0.9999150000000001,22.8855,0.0413,21.2922,0.0121,20.7601,0.0105,20.4069,0.0106,,2970722850
304,9.667301944444443,-43.731246944444436,0.212,0.951,1.0,1.0000000000000002,1.0000000000000002,23.4611,0.0685,21.6753,0.0168,21.0277,0.0133,20.6581,0.013,,2970722928
304,9.66479611111111,-43.73079305555555,0.218,0.931,1.0,1.0000000000000002,1.0000000000000002,23.5883,0.0674,22.028,0.0204,21.3633,0.0156,20.9797,0.0154,,2970723001
304,9.669468055555555,-43.7257761111111,0.125,0.972,1.0,1.0000000000000002,1.0000000000000002,23.0048,0.0445,21.284,0.0116,20.6304,0.009,20.2687,0.009,,2970723481
304,9.659191944444443,-43.72839499999999,0.229,0.938,1.0,1.0000000000000002,1.0000000000000002,22.4607,0.0394,20.8367,0.0112,20.1608,0.0085,19.7925,0.0085,,2970723494
304,9.608003055555555,-43.72458694444444,0.747,0.163,1.0,1.0000000000000002,0.7380040000000001,23.2721,0.0524,21.6081,0.0143,21.1087,0.0128,20.7653,0.013,,2970723538
304,9.60237611111111,-43.723168888888885,0.806,0.248,1.0,1.0000000000000002,0.28720100000000004,23.0172,0.0229,21.5837,0.0078,21.0554,0.0068,20.7347,0.0069,,2970723644
304,9.65467611111111,-43.72091111111111,0.224,0.927,1.0,1.0000000000000002,1.0000000000000002,23.9749,0.0873,22.21,0.0219,21.5843,0.0174,21.1919,0.0169,,2970723866
304,9.663403055555554,-43.72118694444444,0.131,0.763,1.0,0.015609000000000001,1.0000000000000002,23.9062,0.1651,22.2558,0.0467,21.7898,0.0422,21.5012,0.0456,,2970723904
304,9.635478055555554,-43.722001944444436,0.438,0.405,1.0,1.0000000000000002,1.0000000000000002,22.375,0.032,20.6805,0.0085,19.9868,0.0064,19.5696,0.006,,2970723920
304,9.665529999999999,-43.71968111111111,0.102,0.971,1.0,0.036819000000000005,1.0000000000000002,24.0305,0.1443,22.3702,0.0397,21.8063,0.0334,21.4637,0.0339,,2970723976
304,9.671364999999998,-43.72145888888888,0.058,0.973,1.0,1.0000000000000002,1.0000000000000002,22.3839,0.0343,20.5897,0.0084,19.918,0.0064,19.5333,0.0062,,2970723991
304,9.666283888888888,-43.720524999999995,0.097,0.969,1.0,1.0000000000000002,1.0000000000000002,22.5927,0.0392,20.9606,0.0111,20.3067,0.0089,19.9211,0.0084,,2970724023
304,9.664218055555555,-43.7180761111111,0.115,0.954,1.0,1.0000000000000002,1.0000000000000002,23.8713,0.0799,21.977,0.0177,21.3203,0.0138,20.9348,0.0135,,2970725129
304,9.672296944444444,-43.71936805555555,0.028,0.057,1.0,1.0000000000000002,1.0000000000000002,22.6268,0.0404,21.216,0.014,20.6022,0.0112,20.1775,0.0106,,2970725217
304,9.665096944444443,-43.7211461111111,0.113,0.967,1.0,1.0000000000000002,1.0000000000000002,21.572,0.0207,19.7865,0.0052,19.0945,0.0038,18.7226,0.0038,,2970725250
304,9.667666944444443,-43.71659805555555,0.082,0.966,1.0,1.0000000000000002,1.0000000000000002,23.7945,0.0918,21.9556,0.0214,21.2654,0.0161,20.9286,0.0164,,2970725375
304,9.67229111111111,-43.71625888888888,0.043,0.964,1.0,1.0000000000000002,1.0000000000000002,22.7922,0.041,21.011,0.0101,20.3166,0.0075,19.916,0.0072,,2970725408
304,9.66909111111111,-43.71693305555555,0.066,0.965,1.0,1.0000000000000002,1.0000000000000002,22.6138,0.0402,20.8765,0.0103,20.1882,0.0077,19.8126,0.0076,,2970725455
304,9.67215111111111,-43.714391944444436,0.069,0.931,1.0,0.9843030000000002,1.0000000000000002,24.1346,0.1086,22.42,0.0284,21.7917,0.0225,21.3579,0.021,,2970725539
304,9.671628888888888,-43.71321194444444,0.088,0.871,1.0,1.0000000000000002,1.0000000000000002,23.9962,0.1032,22.2991,0.0275,21.6486,0.0213,21.199,0.0202,,2970725653
304,9.675793888888888,-43.71265805555555,0.091,0.129,1.0,1.0000000000000002,1.0000000000000002,22.8396,0.0445,21.5568,0.0173,20.9974,0.0146,20.6058,0.0142,,2970725782
304,9.674558055555554,-43.718511111111106,0.0,1.0,1.0,1.0000000000000002,1.0000000000000002,21.4428,0.0217,19.6637,0.0054,18.9492,0.0039,18.5581,0.0038,,2970725830
304,9.673553888888888,-43.709486111111104,0.139,0.958,1.0,1.0000000000000002,1.0000000000000002,23.0465,0.0474,21.229,0.0113,20.5255,0.0084,20.1279,0.0081,,2970727105
304,9.67077,-43.70732805555555,0.177,0.948,1.0,1.0000000000000002,1.0000000000000002,22.8859,0.0487,21.0396,0.0113,20.3065,0.0081,19.9158,0.0079,,2970727363
304,9.70696111111111,-43.704923888888885,0.417,0.13,1.0,1.0000000000000002,1.0000000000000002,23.724,0.0748,21.9574,0.0187,21.0779,0.0117,20.6667,0.0112,,2970727485
304,9.61813111111111,-43.70484499999999,0.662,0.012,1.0,1.0000000000000002,0.9898490000000001,23.3127,0.0605,22.0988,0.025,21.4352,0.0192,21.1033,0.0197,,2970727491
304,9.66201111111111,-43.7048711111111,0.252,0.886,1.0,1.0000000000000002,1.0000000000000002,23.7816,0.0773,22.0051,0.0191,21.274,0.0138,20.86,0.0131,,2970727543
304,9.608426944444442,-43.696591944444435,0.81,0.347,1.0,1.0000000000000002,0.265025,24.019,0.1035,22.3382,0.0278,21.5905,0.0198,21.1563,0.0185,,2970729425
304,9.685559999999999,-43.6983111111111,0.334,0.021,1.0,1.0000000000000002,1.0000000000000002,21.977,0.0253,20.4878,0.0081,19.9004,0.0067,19.4921,0.0064,,2970729491
304,9.677523055555554,-43.69880499999999,0.305,0.907,1.0,1.0000000000000002,1.0000000000000002,21.9738,0.0262,20.1599,0.0063,19.4319,0.0045,19.0407,0.0044,,2970729592
304,9.671598888888887,-43.68974694444444,0.444,0.727,1.0,1.0000000000000002,1.0000000000000002,23.3875,0.0578,21.7066,0.0156,21.0286,0.0118,20.7054,0.0122,,2970730134
304,9.703626944444443,-43.69017888888888,0.543,0.165,1.0,1.0000000000000002,0.9999990000000001,23.0485,0.0411,21.6235,0.014,21.093,0.0121,20.8046,0.0129,,2970730067
304,9.724471944444444,-43.69633305555555,0.652,0.781,1.0,1.0000000000000002,0.9942120000000001,23.9338,0.0948,22.2649,0.0258,21.657,0.0208,21.2881,0.0207,,2970729398
304,9.688703888888888,-43.77110499999999,0.825,0.56,1.0,1.0000000000000002,0.17564800000000003,23.1088,0.0567,21.3536,0.0144,20.689,0.0111,20.2871,0.0107,,2970718987
304,9.690128888888887,-43.76490194444444,0.735,0.067,1.0,0.9999400000000002,0.8070600000000001,24.2195,0.1201,22.5772,0.0338,21.6909,0.0212,21.3216,0.0212,,2970719470
304,9.691406944444443,-43.76433305555555,0.73,0.303,1.0,1.0000000000000002,0.8332130000000001,22.9146,0.05,21.1726,0.0129,20.3763,0.0088,19.9576,0.0084,,2970719618
304,9.70389111111111,-43.75431305555555,0.641,0.469,1.0,1.0000000000000002,0.9970670000000001,23.8048,0.0936,22.2521,0.0286,21.5668,0.0216,21.2774,0.0233,,2970720507
304,9.707103888888888,-43.75077388888889,0.615,0.114,1.0,1.0000000000000002,0.9994680000000001,22.4433,0.0299,21.0064,0.0103,20.3321,0.0077,19.9428,0.0075,,2970721003
304,9.671163055555555,-43.740496111111106,0.341,0.032,1.0,1.0000000000000002,1.0000000000000002,22.2164,0.0211,20.9631,0.0085,20.4817,0.0077,20.1604,0.0079,,2970722033
304,9.675141944444443,-43.739974999999994,0.331,0.044,1.0,1.0000000000000002,1.0000000000000002,22.4951,0.0329,21.2188,0.0129,20.7444,0.0118,20.4039,0.012,,2970722131
304,9.672336944444444,-43.73763694444444,0.296,0.89,1.0,1.0000000000000002,1.0000000000000002,22.8232,0.0391,21.2717,0.0119,20.6191,0.0092,20.2644,0.0093,,2970722279
304,9.666009999999998,-43.73580388888888,0.283,0.485,1.0,0.20323100000000002,1.0000000000000002,24.4804,0.1355,22.6796,0.0328,21.8662,0.022,21.4199,0.0203,,2970722389
304,9.71023111111111,-43.71943194444444,0.397,0.151,1.0,1.0000000000000002,1.0000000000000002,22.8946,0.0405,21.4063,0.0131,20.8953,0.0115,20.5139,0.0114,,2970725077
304,9.716683055555555,-43.71754194444444,0.469,0.012,1.0,1.0000000000000002,1.0000000000000002,23.9286,0.0906,22.4283,0.0289,21.5847,0.0188,21.1399,0.0174,,2970725190
304,9.70262111111111,-43.717729999999996,0.313,0.862,1.0,1.0000000000000002,1.0000000000000002,22.4966,0.0327,20.7968,0.0087,20.0717,0.0063,19.71,0.0063,,2970725294
304,9.701868055555554,-43.716804999999994,0.305,0.905,1.0,1.0000000000000002,1.0000000000000002,23.4264,0.0618,21.5833,0.0144,20.8503,0.0104,20.468,0.0102,,2970725321
304,9.695823888888887,-43.716995,0.238,0.656,1.0,1.0000000000000002,1.0000000000000002,23.4876,0.0772,22.0343,0.0258,21.5367,0.023,21.2242,0.024,,2970725325
304,9.703268055555554,-43.71618805555555,0.322,0.614,1.0,1.0000000000000002,1.0000000000000002,22.4103,0.0352,20.8731,0.0109,20.3528,0.0095,20.0086,0.0096,,2970725556
304,9.748283055555554,-43.720391111111105,0.821,0.066,1.0,1.0000000000000002,0.197195,22.9112,0.0479,21.5585,0.0175,20.8984,0.0135,20.523,0.0133,,2970723960
304,9.723561944444443,-43.71649194444444,0.546,0.089,1.0,1.0000000000000002,0.9999980000000002,23.2825,0.0512,21.9108,0.0184,21.4463,0.0172,21.0941,0.017,,2970725280
304,9.73198611111111,-43.715804999999996,0.64,0.013,1.0,1.0000000000000002,0.9970940000000001,24.2388,0.1465,22.2604,0.03,21.3311,0.0181,20.8875,0.0167,,2970725500
374,67.1565411111111,-54.75711805555555,0.748,0.677,1.0,1.0000000000000002,0.8847990000000001,23.2866,0.097,21.3914,0.0144,20.7477,0.0245,20.3825,0.0229,,2936276547
